Source,Year,Consumption,Classification,Code,Entity,Population,GDP_2010_dolar,GDP_PPP_2010_dolar
Coal,1965,0.81409997,Combustiveis Fosseis,DZA,Algeria,12381256.0,0.0,0.0
Coal,1966,0.79083997,Combustiveis Fosseis,DZA,Algeria,12613389.0,0.0,0.0
Coal,1967,0.60476,Combustiveis Fosseis,DZA,Algeria,12897115.0,0.0,0.0
Coal,1968,0.63965,Combustiveis Fosseis,DZA,Algeria,13190975.0,0.0,0.0
Coal,1969,0.81409997,Combustiveis Fosseis,DZA,Algeria,13491016.0,0.0,0.0
Coal,1970,0.96528995,Combustiveis Fosseis,DZA,Algeria,13795915.0,0.0,0.0
Coal,1971,0.26749,Combustiveis Fosseis,DZA,Algeria,14110271.0,0.0,0.0
Coal,1972,0.23259999,Combustiveis Fosseis,DZA,Algeria,14439748.0,0.0,0.0
Coal,1973,0.26749,Combustiveis Fosseis,DZA,Algeria,14786469.0,0.0,0.0
Coal,1974,0.22096999,Combustiveis Fosseis,DZA,Algeria,15153602.0,0.0,0.0
Coal,1975,0.27912,Combustiveis Fosseis,DZA,Algeria,15724692.0,0.0,0.0
Coal,1976,0.54660994,Combustiveis Fosseis,DZA,Algeria,16500516.0,0.0,0.0
Coal,1977,0.70943,Combustiveis Fosseis,DZA,Algeria,17134192.0,0.0,0.0
Coal,1978,0.36053,Combustiveis Fosseis,DZA,Algeria,17632645.0,0.0,0.0
Coal,1979,0.83736,Combustiveis Fosseis,DZA,Algeria,18166981.0,0.0,0.0
Coal,1980,0.74432,Combustiveis Fosseis,DZA,Algeria,18739378.0,115598968399.59224,245264943934.76044
Coal,1981,0.52335,Combustiveis Fosseis,DZA,Algeria,19351357.0,109822750462.1072,250709805914.9723
Coal,1982,9.711049,Combustiveis Fosseis,DZA,Algeria,20000096.0,104369747606.61444,266723206266.3185
Coal,1983,8.66435,Combustiveis Fosseis,DZA,Algeria,20682111.0,107320962900.5059,283021246205.7336
Coal,1984,9.60638,Combustiveis Fosseis,DZA,Algeria,21393530.0,111521272433.3064,296887799514.9556
Coal,1985,10.025061,Combustiveis Fosseis,DZA,Algeria,22132905.0,127799762685.40204,312320443403.59094
Coal,1986,10.292549,Combustiveis Fosseis,DZA,Algeria,22882553.0,126276421455.93867,312123465134.0996
Coal,1987,12.30454,Combustiveis Fosseis,DZA,Algeria,23586101.0,125382692307.6923,306563653846.1539
Coal,1988,11.571849,Combustiveis Fosseis,DZA,Algeria,24243018.0,98264340909.09093,298962181818.1818
Coal,1989,9.78083,Combustiveis Fosseis,DZA,Algeria,24889507.0,95359298102.98103,310595383468.8347
Coal,1990,7.66417,Combustiveis Fosseis,DZA,Algeria,25518074.0,106521064267.3522,308097359897.17224
Coal,1991,7.9084,Combustiveis Fosseis,DZA,Algeria,26133905.0,77101949413.94202,302077078346.6996
Coal,1992,9.397039,Combustiveis Fosseis,DZA,Algeria,26748303.0,78924027544.91019,304695463473.054
Coal,1993,7.6525397,Combustiveis Fosseis,DZA,Algeria,27354327.0,79348205813.95349,296479511627.907
Coal,1994,7.2106,Combustiveis Fosseis,DZA,Algeria,27937006.0,64408632653.061226,292598826530.61224
Coal,1995,7.2106,Combustiveis Fosseis,DZA,Algeria,28478022.0,62101845644.98347,301678028665.93164
Coal,1996,3.3959599,Combustiveis Fosseis,DZA,Algeria,28984634.0,67295502141.32763,309657369379.015
Coal,1997,5.95456,Combustiveis Fosseis,DZA,Algeria,29476031.0,67514748299.319725,311296829931.9728
Coal,1998,6.37324,Combustiveis Fosseis,DZA,Algeria,29924668.0,66519311340.20619,325909839175.2577
Coal,1999,6.82681,Combustiveis Fosseis,DZA,Algeria,30346083.0,65964150277.35754,333796561775.08826
Coal,2000,5.6405497,Combustiveis Fosseis,DZA,Algeria,30774621.0,71520888780.48781,342649446829.2684
Coal,2001,6.5127997,Combustiveis Fosseis,DZA,Algeria,31200985.0,69547964895.63568,350745587286.5275
Coal,2002,8.54805,Combustiveis Fosseis,DZA,Algeria,31624696.0,70964499533.14659,370274132586.3679
Coal,2003,7.0477796,Combustiveis Fosseis,DZA,Algeria,32055883.0,82986206392.69408,395443996347.032
Coal,2004,8.408489,Combustiveis Fosseis,DZA,Algeria,32510186.0,101603248554.91331,412440578034.6821
Coal,2005,6.9082203,Combustiveis Fosseis,DZA,Algeria,32956690.0,118866341505.37634,435655888172.043
Coal,2006,10.25766,Combustiveis Fosseis,DZA,Algeria,33435080.0,130582627500.00002,442138915833.3334
Coal,2007,8.80391,Combustiveis Fosseis,DZA,Algeria,33983827.0,146462076985.4133,456399343598.0551
Coal,2008,8.80391,Combustiveis Fosseis,DZA,Algeria,34569592.0,178673694108.46664,458603581740.14825
Coal,2009,5.65218,Combustiveis Fosseis,DZA,Algeria,35196037.0,143708148786.2177,471297592012.5294
Coal,2010,3.6053,Combustiveis Fosseis,DZA,Algeria,35856344.0,166299054699.53775,486038431432.9738
Coal,2011,3.1982498,Combustiveis Fosseis,DZA,Algeria,36543541.0,200251000000.0,494947000000.0
Coal,2012,3.3959599,Combustiveis Fosseis,DZA,Algeria,37260563.0,204851811928.284,487321529454.8116
Coal,2013,1.83754,Combustiveis Fosseis,DZA,Algeria,38000626.0,202569019112.8741,480927466282.00507
Coal,2014,2.08177,Combustiveis Fosseis,DZA,Algeria,38760168.0,203187785663.5912,480989897090.1349
Coal,2015,1.5467899,Combustiveis Fosseis,DZA,Algeria,39543154.0,157509483345.1453,452999547838.4125
Coal,2016,0.56987,Combustiveis Fosseis,DZA,Algeria,40339329.0,150007368568.42844,441848441022.0512
Coal,2017,2.1166599,Combustiveis Fosseis,DZA,Algeria,41136546.0,156207795065.1131,445845701165.1816
Coal,2018,5.815,Combustiveis Fosseis,DZA,Algeria,41927007.0,157015321297.225,450752794383.1494
Coal,2019,4.80319,Combustiveis Fosseis,DZA,Algeria,42705368.0,150501136662.28647,454417186596.5835
Coal,2020,1.52353,Combustiveis Fosseis,DZA,Algeria,43451666.0,125420101265.82278,427175333333.3334
Coal,2021,3.10521,Combustiveis Fosseis,DZA,Algeria,44177969.0,0.0,0.0
Coal,1965,8.4550495,Combustiveis Fosseis,ARG,Argentina,22053661.0,0.0,0.0
Coal,1966,6.971818,Combustiveis Fosseis,ARG,Argentina,22403116.0,0.0,0.0
Coal,1967,7.840397,Combustiveis Fosseis,ARG,Argentina,22757014.0,0.0,0.0
Coal,1968,7.619035,Combustiveis Fosseis,ARG,Argentina,23112971.0,0.0,0.0
Coal,1969,9.1221695,Combustiveis Fosseis,ARG,Argentina,23472028.0,0.0,0.0
Coal,1970,11.722598,Combustiveis Fosseis,ARG,Argentina,23842803.0,0.0,0.0
Coal,1971,10.277542,Combustiveis Fosseis,ARG,Argentina,24223379.0,0.0,0.0
Coal,1972,8.651295,Combustiveis Fosseis,ARG,Argentina,24612794.0,0.0,0.0
Coal,1973,9.496522,Combustiveis Fosseis,ARG,Argentina,25020588.0,0.0,0.0
Coal,1974,11.825921,Combustiveis Fosseis,ARG,Argentina,25449754.0,0.0,0.0
Coal,1975,11.51094,Combustiveis Fosseis,ARG,Argentina,25875558.0,0.0,0.0
Coal,1976,11.642586,Combustiveis Fosseis,ARG,Argentina,26290257.0,0.0,0.0
Coal,1977,11.008503,Combustiveis Fosseis,ARG,Argentina,26713780.0,0.0,0.0
Coal,1978,13.419195,Combustiveis Fosseis,ARG,Argentina,27146121.0,0.0,0.0
Coal,1979,12.501674,Combustiveis Fosseis,ARG,Argentina,27584134.0,0.0,0.0
Coal,1980,11.144589,Combustiveis Fosseis,ARG,Argentina,28024803.0,637959111111.1111,471480872579.001
Coal,1981,10.560467,Combustiveis Fosseis,ARG,Argentina,28471285.0,469768720887.24585,441038384473.1978
Coal,1982,10.666076,Combustiveis Fosseis,ARG,Argentina,28922762.0,219670583115.75284,427095550913.8381
Coal,1983,9.679963,Combustiveis Fosseis,ARG,Argentina,29377137.0,262532062394.60373,446029254637.4368
Coal,1984,7.185223,Combustiveis Fosseis,ARG,Argentina,29832197.0,282616679062.24744,451934690379.95154
Coal,1985,10.599606,Combustiveis Fosseis,ARG,Argentina,30287112.0,206126558938.32944,418917804839.9688
Coal,1986,12.109348,Combustiveis Fosseis,ARG,Argentina,30748326.0,243308099616.85825,449468953256.70496
Coal,1987,13.439672,Combustiveis Fosseis,ARG,Argentina,31216453.0,240784288461.53848,455814615384.6154
Coal,1988,13.772349,Combustiveis Fosseis,ARG,Argentina,31690792.0,270816553977.27277,444255093750.0
Coal,1989,14.902768,Combustiveis Fosseis,ARG,Argentina,32165766.0,165745701897.01898,409545306233.0624
Coal,1990,12.266131,Combustiveis Fosseis,ARG,Argentina,32637657.0,271971897172.2365,397638251928.02057
Coal,1991,10.794012,Combustiveis Fosseis,ARG,Argentina,33105763.0,350203431215.2992,436028292412.0913
Coal,1992,12.168163,Combustiveis Fosseis,ARG,Argentina,33568285.0,410178195209.5809,477463346107.7845
Coal,1993,8.069987,Combustiveis Fosseis,ARG,Argentina,34027240.0,411709803488.3721,504233146511.628
Coal,1994,7.065107,Combustiveis Fosseis,ARG,Argentina,34488696.0,436973996598.63947,531428149659.864
Coal,1995,7.414152,Combustiveis Fosseis,ARG,Argentina,34946110.0,425906816979.0518,512603745314.2227
Coal,1996,7.766816,Combustiveis Fosseis,ARG,Argentina,35389362.0,436224408993.57605,534914730192.71954
Coal,1997,6.1277137,Combustiveis Fosseis,ARG,Argentina,35815971.0,458855891156.4626,575037088435.3741
Coal,1998,8.23741,Combustiveis Fosseis,ARG,Argentina,36233195.0,461394552577.3197,594872146391.7527
Coal,1999,9.885469,Combustiveis Fosseis,ARG,Argentina,36653031.0,428099164901.6642,570388340897.6299
Coal,2000,7.512647,Combustiveis Fosseis,ARG,Argentina,37070774.0,415101757073.1708,559628844878.0488
Coal,2001,6.1568522,Combustiveis Fosseis,ARG,Argentina,37480493.0,381654382352.9412,531646519924.0987
Coal,2002,4.5862966,Combustiveis Fosseis,ARG,Argentina,37885028.0,140598750700.28012,473583421101.7741
Coal,2003,5.593865,Combustiveis Fosseis,ARG,Argentina,38278164.0,174169049315.0685,514056162557.0777
Coal,2004,9.519818,Combustiveis Fosseis,ARG,Argentina,38668796.0,196368011560.6937,559854416184.9712
Coal,2005,10.961645,Combustiveis Fosseis,ARG,Argentina,39070501.0,229528212473.1183,607851864086.0215
Coal,2006,9.9238205,Combustiveis Fosseis,ARG,Argentina,39476851.0,259868656666.6667,655497407500.0001
Coal,2007,14.36036,Combustiveis Fosseis,ARG,Argentina,39876111.0,312419950567.2609,713522066450.5673
Coal,2008,17.516068,Combustiveis Fosseis,ARG,Argentina,40273769.0,379857007413.1877,728855889972.6882
Coal,2009,9.620937,Combustiveis Fosseis,ARG,Argentina,40684338.0,350879864526.2334,693381804228.661
Coal,2010,13.472079,Combustiveis Fosseis,ARG,Argentina,40788453.0,438144939137.1341,759988753466.8722
Coal,2011,14.618645,Combustiveis Fosseis,ARG,Argentina,41261490.0,527644000000.0,797264000000.0
Coal,2012,13.669181,Combustiveis Fosseis,ARG,Argentina,41733271.0,568000566410.538,803202065129.8939
Coal,2013,14.939302,Combustiveis Fosseis,ARG,Argentina,42202935.0,590522660656.329,820509068878.4711
Coal,2014,15.891717,Combustiveis Fosseis,ARG,Argentina,42669500.0,535613304471.2562,798170392476.934
Coal,2015,15.814129,Combustiveis Fosseis,ARG,Argentina,43131966.0,609680578313.253,822927004252.3033
Coal,2016,12.188642,Combustiveis Fosseis,ARG,Argentina,43590368.0,521890364718.236,829765692684.6343
Coal,2017,12.525288,Combustiveis Fosseis,ARG,Argentina,44044811.0,590904646333.1049,953847984235.7778
Coal,2018,13.709147,Combustiveis Fosseis,ARG,Argentina,44494502.0,463115824807.7566,928464659311.2672
Coal,2019,8.123962,Combustiveis Fosseis,ARG,Argentina,44938712.0,391017911957.9501,909196835742.444
Coal,2020,10.015325,Combustiveis Fosseis,ARG,Argentina,45376763.0,337491451476.7933,818652691983.1224
Coal,2021,14.052401,Combustiveis Fosseis,ARG,Argentina,45808747.0,0.0,0.0
Coal,1965,202.02777,Combustiveis Fosseis,AUS,Australia,11388000.0,0.0,0.0
Coal,1966,209.38887,Combustiveis Fosseis,AUS,Australia,11651000.0,0.0,0.0
Coal,1967,215.25,Combustiveis Fosseis,AUS,Australia,11799000.0,0.0,0.0
Coal,1968,221.69444,Combustiveis Fosseis,AUS,Australia,12009000.0,0.0,0.0
Coal,1969,229.27777,Combustiveis Fosseis,AUS,Australia,12263000.0,0.0,0.0
Coal,1970,231.69444,Combustiveis Fosseis,AUS,Australia,12507000.0,0.0,0.0
Coal,1971,232.56944,Combustiveis Fosseis,AUS,Australia,12937000.0,0.0,0.0
Coal,1972,242.93054,Combustiveis Fosseis,AUS,Australia,13177000.0,0.0,0.0
Coal,1973,252.9861,Combustiveis Fosseis,AUS,Australia,13380000.0,0.0,0.0
Coal,1974,264.06943,Combustiveis Fosseis,AUS,Australia,13723000.0,0.0,0.0
Coal,1975,272.54166,Combustiveis Fosseis,AUS,Australia,13893000.0,0.0,0.0
Coal,1976,281.79166,Combustiveis Fosseis,AUS,Australia,14033000.0,0.0,0.0
Coal,1977,294.18054,Combustiveis Fosseis,AUS,Australia,14192000.0,0.0,0.0
Coal,1978,301.86108,Combustiveis Fosseis,AUS,Australia,14358000.0,0.0,0.0
Coal,1979,315.54166,Combustiveis Fosseis,AUS,Australia,14514000.0,0.0,0.0
Coal,1980,324.7639,Combustiveis Fosseis,AUS,Australia,14692000.0,443952888888.88885,424469824668.7054
Coal,1981,333.1389,Combustiveis Fosseis,AUS,Australia,14923260.0,465474515711.6451,438642539741.22
Coal,1982,336.68054,Combustiveis Fosseis,AUS,Australia,15184247.0,435166842471.71454,438863368146.2141
Coal,1983,336.55554,Combustiveis Fosseis,AUS,Australia,15393472.0,404524770657.67285,439729406408.0945
Coal,1984,355.90277,Combustiveis Fosseis,AUS,Australia,15579391.0,426005502021.0186,464534496362.16656
Coal,1985,368.1389,Combustiveis Fosseis,AUS,Australia,15788312.0,363896507416.0812,488016894613.5832
Coal,1986,377.4861,Combustiveis Fosseis,AUS,Australia,16018350.0,371733077394.636,500648508812.2605
Coal,1987,393.3611,Combustiveis Fosseis,AUS,Australia,16263874.0,421333384615.38464,519425038461.5384
Coal,1988,413.7639,Combustiveis Fosseis,AUS,Australia,16532164.0,514666713068.1818,538316039772.7273
Coal,1989,433.9583,Combustiveis Fosseis,AUS,Australia,16814416.0,558315826558.2656,558326712737.1274
Coal,1990,444.34723,Combustiveis Fosseis,AUS,Australia,17065128.0,556592008997.4293,557698663239.0746
Coal,1991,453.2639,Combustiveis Fosseis,AUS,Australia,17284036.0,534911088217.1499,547901288093.7693
Coal,1992,455.95834,Combustiveis Fosseis,AUS,Australia,17478635.0,509100628742.515,557877111377.2456
Coal,1993,458.88885,Combustiveis Fosseis,AUS,Australia,17634808.0,480724354651.1629,576118762790.6978
Coal,1994,468.2639,Combustiveis Fosseis,AUS,Australia,17805468.0,535241718820.8617,601856209750.5669
Coal,1995,484.16666,Combustiveis Fosseis,AUS,Australia,18004882.0,558240467475.193,614496183020.9482
Coal,1996,503.9583,Combustiveis Fosseis,AUS,Australia,18224767.0,607200659528.908,632944153104.9252
Coal,1997,529.4583,Combustiveis Fosseis,AUS,Australia,18423037.0,596329360544.2177,658118149659.8639
Coal,1998,553.0833,Combustiveis Fosseis,AUS,Australia,18607584.0,525404274226.8042,686450083505.1548
Coal,1999,587.44305,Combustiveis Fosseis,AUS,Australia,18812264.0,555126576903.6813,711625493696.4196
Coal,2000,591.6619,Combustiveis Fosseis,AUS,Australia,19028802.0,521362184390.2439,725037800975.6097
Coal,2001,585.69135,Combustiveis Fosseis,AUS,Australia,19274701.0,478576893738.1405,739383350094.8767
Coal,2002,598.8721,Combustiveis Fosseis,AUS,Australia,19495210.0,530630322128.8516,769734964519.141
Coal,2003,616.0213,Combustiveis Fosseis,AUS,Australia,19720737.0,659793167123.2877,788163525114.1553
Coal,2004,641.92114,Combustiveis Fosseis,AUS,Australia,19932722.0,782008150289.0175,820643271676.3007
Coal,2005,638.2223,Combustiveis Fosseis,AUS,Australia,20176844.0,845507374623.6559,843313142365.5914
Coal,2006,655.49884,Combustiveis Fosseis,AUS,Australia,20450966.0,871790540833.3334,864459515833.3334
Coal,2007,649.8025,Combustiveis Fosseis,AUS,Australia,20827622.0,1028545145867.0988,901439974068.0712
Coal,2008,677.2914,Combustiveis Fosseis,AUS,Australia,21249199.0,1102866853687.0857,908535793211.0808
Coal,2009,654.86127,Combustiveis Fosseis,AUS,Australia,21691653.0,1047427245105.7166,935930592012.5294
Coal,2010,607.3943,Combustiveis Fosseis,AUS,Australia,22031750.0,1291395352080.1233,953506232665.6396
Coal,2011,592.0622,Combustiveis Fosseis,AUS,Australia,22340024.0,1513684000000.0,970480000000.0
Coal,2012,554.4683,Combustiveis Fosseis,AUS,Australia,22733465.0,1537737388218.0754,963946736919.1366
Coal,2013,526.2419,Combustiveis Fosseis,AUS,Australia,23128129.0,1466407322755.139,1046363071042.1926
Coal,2014,521.88837,Combustiveis Fosseis,AUS,Australia,23475686.0,1384984053938.964,1056308495386.7992
Coal,2015,540.4112,Combustiveis Fosseis,AUS,Australia,23815995.0,1171812896527.2856,1056248940467.7534
Coal,2016,540.06226,Combustiveis Fosseis,AUS,Australia,24190907.0,1186932343017.151,1100510836541.8271
Coal,2017,521.52594,Combustiveis Fosseis,AUS,Australia,24594202.0,1271264404386.5662,1131064037697.0527
Coal,2018,508.88223,Combustiveis Fosseis,AUS,Australia,24966643.0,1272567513874.9585,1162083673687.7295
Coal,2019,486.3916,Combustiveis Fosseis,AUS,Australia,25340217.0,1224222538764.7832,1184849604467.8054
Coal,2020,468.04425,Combustiveis Fosseis,AUS,Australia,25655289.0,1181523864978.903,1155927713080.169
Coal,2021,452.4409,Combustiveis Fosseis,AUS,Australia,25688079.0,0.0,0.0
Coal,1965,59.1149,Combustiveis Fosseis,AUT,Austria,7270889.0,0.0,0.0
Coal,1966,56.467594,Combustiveis Fosseis,AUT,Austria,7322066.0,0.0,0.0
Coal,1967,53.450897,Combustiveis Fosseis,AUT,Austria,7376998.0,0.0,0.0
Coal,1968,52.77368,Combustiveis Fosseis,AUT,Austria,7415403.0,0.0,0.0
Coal,1969,51.936398,Combustiveis Fosseis,AUT,Austria,7441055.0,0.0,0.0
Coal,1970,55.854164,Combustiveis Fosseis,AUT,Austria,7467086.0,0.0,0.0
Coal,1971,51.23361,Combustiveis Fosseis,AUT,Austria,7500482.0,0.0,0.0
Coal,1972,46.453888,Combustiveis Fosseis,AUT,Austria,7544201.0,0.0,0.0
Coal,1973,46.16972,Combustiveis Fosseis,AUT,Austria,7586115.0,0.0,0.0
Coal,1974,48.72278,Combustiveis Fosseis,AUT,Austria,7599038.0,0.0,0.0
Coal,1975,42.340557,Combustiveis Fosseis,AUT,Austria,7578903.0,0.0,0.0
Coal,1976,45.059998,Combustiveis Fosseis,AUT,Austria,7565525.0,0.0,0.0
Coal,1977,37.800274,Combustiveis Fosseis,AUT,Austria,7568430.0,0.0,0.0
Coal,1978,38.40222,Combustiveis Fosseis,AUT,Austria,7562305.0,0.0,0.0
Coal,1979,41.686108,Combustiveis Fosseis,AUT,Austria,7549425.0,0.0,0.0
Coal,1980,42.83472,Combustiveis Fosseis,AUT,Austria,7549433.0,220909066258.91943,231356269113.14984
Coal,1981,43.85,Combustiveis Fosseis,AUT,Austria,7568710.0,173552715341.95935,229377382624.76892
Coal,1982,41.705555,Combustiveis Fosseis,AUT,Austria,7574140.0,163409275892.08008,233722508268.0592
Coal,1983,44.65583,Combustiveis Fosseis,AUT,Austria,7561910.0,160390974704.8904,241898365935.91907
Coal,1984,50.886387,Combustiveis Fosseis,AUT,Austria,7561434.0,145064467259.4988,241091442198.86823
Coal,1985,50.815,Combustiveis Fosseis,AUT,Austria,7564985.0,143462195160.03122,245562774395.0039
Coal,1986,45.3025,Combustiveis Fosseis,AUT,Austria,7569794.0,199823946360.1533,251654019923.37164
Coal,1987,44.93944,Combustiveis Fosseis,AUT,Austria,7574586.0,241200250000.0,253096750000.0
Coal,1988,43.033054,Combustiveis Fosseis,AUT,Austria,7585317.0,254088563920.4546,254018190340.90912
Coal,1989,43.22722,Combustiveis Fosseis,AUT,Austria,7619567.0,241787475609.7561,261603949864.49863
Coal,1990,47.640278,Combustiveis Fosseis,AUT,Austria,7677850.0,287189683804.62726,268627839331.61957
Coal,1991,49.971664,Combustiveis Fosseis,AUT,Austria,7754891.0,288178241826.0333,275753048735.3486
Coal,1992,38.881744,Combustiveis Fosseis,AUT,Austria,7840709.0,313512016766.4671,279493398802.39526
Coal,1993,34.959053,Combustiveis Fosseis,AUT,Austria,7905633.0,296421903488.37213,279260905813.95355
Coal,1994,35.454445,Combustiveis Fosseis,AUT,Austria,7936118.0,309655136054.4218,284789511337.86847
Coal,1995,40.338642,Combustiveis Fosseis,AUT,Austria,7948278.0,356132663726.5711,290291361631.75305
Coal,1996,40.50991,Combustiveis Fosseis,AUT,Austria,7959017.0,340259397216.2741,293944906852.2484
Coal,1997,42.96797,Combustiveis Fosseis,AUT,Austria,7968041.0,298552857142.8571,298405714285.7143
Coal,1998,37.829166,Combustiveis Fosseis,AUT,Austria,7976789.0,301698786597.9382,307899598969.0722
Coal,1999,37.68498,Combustiveis Fosseis,AUT,Austria,7992324.0,293695436207.76605,316440204740.2925
Coal,2000,42.470078,Combustiveis Fosseis,AUT,Austria,8011566.0,257841759024.39023,323503706341.46344
Coal,2001,43.878994,Combustiveis Fosseis,AUT,Austria,8042293.0,250916404174.5731,325576452561.66986
Coal,2002,44.579712,Combustiveis Fosseis,AUT,Austria,8081957.0,267853760037.34827,330853022408.9636
Coal,2003,47.54769,Combustiveis Fosseis,AUT,Austria,8121423.0,320636084018.2649,332713986301.3699
Coal,2004,46.576305,Combustiveis Fosseis,AUT,Austria,8171966.0,358798416184.9711,341807583815.02893
Coal,2005,46.730534,Combustiveis Fosseis,AUT,Austria,8227829.0,364285172473.1183,348583453763.44086
Coal,2006,46.67483,Combustiveis Fosseis,AUT,Austria,8268641.0,375252518333.3334,359926547500.00006
Coal,2007,45.044926,Combustiveis Fosseis,AUT,Austria,8295487.0,422350331442.4635,372809501620.7456
Coal,2008,44.524986,Combustiveis Fosseis,AUT,Austria,8321496.0,451388759266.48456,371318335544.28406
Coal,2009,33.460773,Combustiveis Fosseis,AUT,Austria,8343323.0,420807750195.77136,361332872357.087
Coal,2010,39.34366,Combustiveis Fosseis,AUT,Austria,8363404.0,404995920647.1495,366236100154.08325
Coal,2011,40.411076,Combustiveis Fosseis,AUT,Austria,8391643.0,431609000000.0,373031000000.0
Coal,2012,37.621,Combustiveis Fosseis,AUT,Austria,8429991.0,401416815953.165,383753578485.1812
Coal,2013,38.13149,Combustiveis Fosseis,AUT,Austria,8479823.0,415458913090.51575,392448200504.8684
Coal,2014,35.02138,Combustiveis Fosseis,AUT,Austria,8546356.0,420705437189.4961,396340198722.4982
Coal,2015,37.999046,Combustiveis Fosseis,AUT,Austria,8642699.0,362516931254.4295,409094392629.3409
Coal,2016,35.44773,Combustiveis Fosseis,AUT,Austria,8736668.0,370934401120.056,431400772838.642
Coal,2017,36.564552,Combustiveis Fosseis,AUT,Austria,8797566.0,382786051405.072,440000539410.5552
Coal,2018,32.28496,Combustiveis Fosseis,AUT,Austria,8840521.0,407654990972.9188,450909481109.99664
Coal,2019,33.94468,Combustiveis Fosseis,AUT,Austria,8879920.0,391604714191.8528,457367033508.5414
Coal,2020,29.031853,Combustiveis Fosseis,AUT,Austria,8916864.0,372557518987.3418,427210970464.1351
Coal,2021,29.934498,Combustiveis Fosseis,AUT,Austria,8955797.0,0.0,0.0
Coal,1985,1.06996,Combustiveis Fosseis,AZE,Azerbaijan,6670150.0,0.0,0.0
Coal,1986,1.06996,Combustiveis Fosseis,AZE,Azerbaijan,6770300.0,0.0,0.0
Coal,1987,1.06996,Combustiveis Fosseis,AZE,Azerbaijan,6875350.0,0.0,0.0
Coal,1988,1.06996,Combustiveis Fosseis,AZE,Azerbaijan,6974600.0,0.0,0.0
Coal,1989,1.06996,Combustiveis Fosseis,AZE,Azerbaijan,7076550.0,0.0,0.0
Coal,1990,1.03507,Combustiveis Fosseis,AZE,Azerbaijan,7175200.0,0.0,0.0
Coal,1991,0.77921,Combustiveis Fosseis,AZE,Azerbaijan,7271300.0,0.0,0.0
Coal,1992,0.13956,Combustiveis Fosseis,AZE,Azerbaijan,7382050.0,1913086227.5449104,52556150898.2036
Coal,1993,0.03489,Combustiveis Fosseis,AZE,Azerbaijan,7494800.0,2038082558.1395352,40171556976.744194
Coal,1994,0.04652,Combustiveis Fosseis,AZE,Azerbaijan,7596550.0,3427961451.2471657,32136000000.000004
Coal,1995,0.03489,Combustiveis Fosseis,AZE,Azerbaijan,7684850.0,3568206174.2006617,27748449834.619625
Coal,1996,0.03489,Combustiveis Fosseis,AZE,Azerbaijan,7763000.0,4554607066.381157,28134769807.28052
Coal,1997,0.03489,Combustiveis Fosseis,AZE,Azerbaijan,7838250.0,5553591836.734694,30461374149.659863
Coal,1998,0.0,Combustiveis Fosseis,AZE,Azerbaijan,7913000.0,5908164948.453609,32166369072.16495
Coal,1999,0.0,Combustiveis Fosseis,AZE,Azerbaijan,7982750.0,6186544629.349471,35560814926.87847
Coal,2000,0.0,Combustiveis Fosseis,AZE,Azerbaijan,8048600.0,6888338536.585366,37357446829.268295
Coal,2001,0.03489,Combustiveis Fosseis,AZE,Azerbaijan,8111200.0,6955431688.804555,39533530360.53131
Coal,2002,0.02326,Combustiveis Fosseis,AZE,Azerbaijan,8171950.0,7791454715.219421,43253075630.2521
Coal,2003,0.03489,Combustiveis Fosseis,AZE,Azerbaijan,8234100.0,8897318721.461187,47488643835.61644
Coal,2004,0.010699611,Combustiveis Fosseis,AZE,Azerbaijan,8306500.0,10338104046.242777,51882231213.87284
Coal,2005,0.037448607,Combustiveis Fosseis,AZE,Azerbaijan,8391850.0,15288212473.11828,66219741075.26882
Coal,2006,0.037448607,Combustiveis Fosseis,AZE,Azerbaijan,8484550.0,23462627500.000004,88870545833.33334
Coal,2007,0.05838889,Combustiveis Fosseis,AZE,Azerbaijan,8581300.0,35905599675.85089,111340996758.50893
Coal,2008,0.045333333,Combustiveis Fosseis,AZE,Azerbaijan,8763400.0,51176653140.85056,120875704252.82872
Coal,2009,0.04919444,Combustiveis Fosseis,AZE,Azerbaijan,8947243.0,46439288175.411125,133678755677.36884
Coal,2010,0.048416667,Combustiveis Fosseis,AZE,Azerbaijan,9054332.0,54584365947.61172,139420022342.06473
Coal,2011,0.042249996,Combustiveis Fosseis,AZE,Azerbaijan,9173082.0,65989999999.99999,135804000000.0
Coal,2012,0.043027777,Combustiveis Fosseis,AZE,Azerbaijan,9295784.0,68284590559.82437,145354745700.69522
Coal,2013,0.03841667,Combustiveis Fosseis,AZE,Azerbaijan,9416801.0,71619358095.925,156319679047.9625
Coal,2014,0.023833333,Combustiveis Fosseis,AZE,Azerbaijan,9535079.0,71502029808.37474,158065671398.15472
Coal,2015,0.034583334,Combustiveis Fosseis,AZE,Azerbaijan,9649341.0,48249550673.28136,136790569808.64636
Coal,2016,0.013833333,Combustiveis Fosseis,AZE,Azerbaijan,9757812.0,35459831991.59959,131444151207.5604
Coal,2017,0.011527778,Combustiveis Fosseis,AZE,Azerbaijan,9854033.0,37971984235.77793,127707928032.89925
Coal,2018,0.008444444,Combustiveis Fosseis,AZE,Azerbaijan,9939771.0,42182752925.44299,129496655299.23102
Coal,2019,0.007694444,Combustiveis Fosseis,AZE,Azerbaijan,10024283.0,42270875164.25755,132386806833.11432
