Code,Year,GDP 2015 PPP,GDP 2022 (2015 USD PPP),GDP 2022 (2017 USD PPP),Multiplier
THA,1993,510196028341.08997,450139151522.5591,1255244370207.2144,2.788569636658914
TLS,1993,0.0,2161456464.502912,5288854109.593488,2.4468936554823504
TGO,1993,5648909245.749468,7859198717.657496,19491266573.464966,2.4800577353609032
TTO,1993,14083166723.457952,21672195440.796017,35666506450.514824,1.645726504633478
TUN,1993,54684758319.44654,48116779200.71249,130592428617.41312,2.7140725290997736
TUR,1993,775571423748.6129,1194401648109.1248,2817041474532.5967,2.3585378327234374
TKM,1993,21863060698.985806,46927329009.50038,94789611395.98215,2.019923430476772
TCA,1993,0.0,928828868.4682273,946892530.0118054,1.0194477822091896
TUV,1993,27521393.192300953,45116851.39841237,51937133.02909544,1.1511692731049727
UGA,1993,18751344894.539474,44147216889.61235,107732538124.33168,2.4403019196818425
UKR,1993,601693940715.3489,71962895140.23402,379892973994.65094,5.279011819276501
ARE,1993,220001069935.1135,431440812433.6535,707307425643.9161,1.6394077826206697
GBR,1993,1786078230677.118,3209502458759.0024,3186978981257.067,0.9929822526103799
USA,1993,10729330649577.107,20926835050999.996,21538083666841.68,1.0292088418698782
URY,1993,39737642425.96003,62345533960.79237,83607423058.24643,1.3410330740101633
UZB,1993,64431544826.10046,123818743181.09424,287794613066.2836,2.32432187302501
VUT,1993,446162201.2302725,841659631.2980758,910266227.1427542,1.0815134685013557
VNM,1993,174774285034.12778,358918387605.51,1118989578143.1003,3.11767136147115
PSE,1993,0.0,15612500000.0,28861611581.9086,1.848622038873249
ZMB,1993,18466562230.38036,26185157462.015854,67376967415.2346,2.5730976608779805
ZWE,1993,26542363616.61676,21963674100.4816,36035044448.11649,1.6406655955310476
ALB,1994,12578782531.007475,14319794712.62677,43032145215.430275,3.0050811536764424
DZA,1994,219843850796.6356,179602019799.3934,502836797680.8245,2.7997279665477506
AGO,1994,50198381600.38085,84884003207.67839,210192674041.07547,2.4762342266871546
ATG,1994,1250961453.8380024,1625386015.5663264,2092965498.6233954,1.287672884212771
ARG,1994,622413803601.1439,598312841626.6625,1038500903537.0753,1.7357155509376199
ARM,1994,9053822833.63032,14225451502.938084,44646008687.24302,3.1384598708885942
ABW,1994,2815365492.0763993,3458629953.8575096,4393369954.478044,1.2702630848316083
AUS,1994,570691852624.7194,1586172577281.9646,1328629886582.1914,0.8376326167855622
AUT,1994,312962480111.46106,422235060667.7145,505142751774.37897,1.1963543505258798
AZE,1994,25938505097.046772,56692460618.264046,153082546341.84137,2.70022759062471
BHS,1994,9332615245.427877,12415913222.114647,14211478928.315609,1.1446180940603534
BHR,1994,25577245199.835785,35915819622.23451,76342224646.34322,2.1255877061784165
BGD,1994,220082289886.65857,305522973769.77783,1072141041304.6641,3.5091994165799116
BRB,1994,3398020793.987408,4671803289.539002,4342050281.818505,0.9294163329909731
BLR,1994,66047865777.22786,57251844490.04911,176183357453.7714,3.0773394119100157
BEL,1994,374089655902.47876,516334013910.15607,622703765727.1161,1.2060095770399288
BLZ,1994,1536320632.0833194,2509307581.4663134,3839427623.501786,1.5300745320580498
BEN,1994,12547398537.66632,16765953415.373268,45869379412.79815,2.7358646583581083
BMU,1994,3909468015.371368,6757261642.8850765,5156616135.794429,0.7631221652078523
BOL,1994,36774754228.647835,38319728331.377884,100778443555.23866,2.629936274175431
BIH,1994,6509331864.971951,20253843510.489414,54120255478.634735,2.672098036632207
BWA,1994,14359913971.395348,17511419429.825825,40818645769.76409,2.330972993556473
BRA,1994,1749495672141.3462,1901461002548.223,3249826771296.481,1.7091209164643713
BRN,1994,20602134525.517143,13000432684.362951,26342902750.901257,2.026309692183304
BGR,1994,92868369579.55614,61747770024.9603,174307363231.7279,2.822893250416455
BFA,1994,10274131848.17124,16610125161.12291,48949444177.88855,2.9469641982263894
BDI,1994,6162742618.053889,3379450965.724945,9128118191.935005,2.7010654347449248
CPV,1994,964949920.5032665,2072800252.318005,4376993313.836453,2.1116329510967966
KHM,1994,11464908856.07518,24964207155.80371,76023115594.85773,3.045284599682701
CMR,1994,34808595650.776245,40247035778.39087,103940677455.943,2.582567273482288
CAN,1994,1013624057922.369,1761102321572.639,1919103211766.6484,1.0897170415702575
CYM,1994,0.0,5561542246.168983,4902440234.204242,0.8814893454385323
CAF,1994,3303511416.801881,2034662228.5854633,4597115265.385968,2.259399717948257
TCD,1994,6513787172.84677,10462164584.338987,25037208134.91984,2.3931193141807876
CHL,1994,173675861751.83795,281423471715.4019,507464611471.7903,1.803206421904209
CHN,1994,2596917953252.996,16325084918817.193,25684414532114.31,1.573309704656362
COL,1994,325441868508.38184,354949695739.65753,810103779460.959,2.282305884986982
COM,1994,1262313830.5548196,1140337215.429494,2715974855.8402495,2.3817295613011376
COD,1994,42928514526.94294,52355494607.56282,112144335466.7943,2.1419783407144988
COG,1994,11915215940.802607,10175228552.173552,21912647905.44046,2.153528816879465
CRI,1994,38732061055.34207,69549856034.35025,114345667442.27005,1.6440820148613309
CIV,1994,52042058109.21755,68438760123.05962,155935333630.81125,2.2784652052495424
HRV,1994,0.0,64042742435.41905,132256136091.92622,2.0651229329426957
CUW,1994,0.0,2608023260.7895446,3467150360.5245,1.3294169621304934
CYP,1994,17196863397.102726,27902745979.207535,41068271475.657196,1.4718361951279024
CZE,1994,220687316286.6987,215974795467.24942,438115477819.058,2.028549103941595
DNK,1994,218501753974.23953,356222057631.88745,353799230461.08997,0.9931985481558776
DJI,1994,0.0,3307565405.1624985,5592373778.025646,1.6907825221829276
DMA,1994,576811433.2209584,533867403.0042049,833827717.9574826,1.5618629518590688
DOM,1994,54726252212.31217,98050971574.06995,217143110194.39716,2.2145941718727618
ECU,1994,96072044504.24985,100635339955.85878,195476780141.87552,1.9424267879217838
EGY,1994,406892076434.774,453827104224.60486,1418537854129.6553,3.1257230802759692
SLV,1994,33520064914.69392,27100464996.83414,59536826547.47081,2.1968931733985326
GNQ,1994,753173532.6369333,9957665857.354395,24986774542.054,2.5093003621526035
EST,1994,0.0,28518917121.59921,50867209717.32932,1.7836304758852262
SWZ,1994,4649818876.481451,4822247028.231629,10885427645.900635,2.257335134880562
ETH,1994,36369317998.96294,105775519453.14902,293788053498.9423,2.777467366908743
FJI,1994,6823209005.643009,4939873229.038583,11518042114.46601,2.331647307618802
FIN,1994,154384215194.3625,259985498582.81244,273777977547.40417,1.0530509549177738
FRA,1994,2051330857720.3118,2638406985036.3213,3120183016557.4175,1.1826011052326197
GAB,1994,19135622320.433907,15855897831.743963,33302039176.256992,2.10029350148721
GMB,1994,2380478270.4841843,1835641393.187567,5719424859.827765,3.1157637221810845
GEO,1994,14726056876.550243,20190828885.804707,63403374976.88251,3.140206642108619
DEU,1994,3166450756937.6953,3633579269920.3105,4522545872199.405,1.2446531467300537
GHA,1994,42077986213.24892,68003830999.542915,183458814081.90674,2.6977717488172077
GRC,1994,257802286331.1397,211538468429.4315,330579477776.2994,1.5627392985809556
GRD,1994,850917686.0132593,1089874059.169431,1814201858.157969,1.664597705482166
GTM,1994,59134328778.804794,78182161579.31055,159033867811.59174,2.034145188608818
GIN,1994,11083839366.51585,13782241447.019966,37408147201.042915,2.714228113390903
GNB,1994,2177966269.3053546,1309350904.2584872,3906060695.9762416,2.983203878557158
GUY,1994,4830243635.45608,14270953618.873104,28818699423.762302,2.019395493350216
HTI,1994,20099192477.054688,14456828346.330471,32427707826.741947,2.243072066009068
HND,1994,21639392377.85167,25953884373.560226,59562493585.688286,2.2949356145843764
HKG,1994,207734739240.75906,318598258232.253,429591711531.7636,1.3483806029429017
HUN,1994,169070253065.16144,157531157312.5219,340947086291.47186,2.164315251078083
ISL,1994,0.0,21556161804.58636,21226927351.27783,0.9847266662640061
IND,1994,1885744616803.5415,2961515505727.631,10078991437253.588,3.4033221901964095
IDN,1994,1072214649442.4795,1122285145727.062,3418905181206.3936,3.046378359566978
IRN,1994,594104866884.6122,487695221421.96594,1369087388258.7922,2.807260207034557
IRQ,1994,84852409936.60464,192925535194.34384,409320747067.00964,2.121651478922579
IRL,1994,107229001037.30841,498960174855.6298,576526788952.2828,1.1554565233970753
ISR,1994,0.0,408208262853.2228,424288967592.7524,1.0393933837280303
ITA,1994,2151807346894.4836,1961616127794.061,2610600572587.215,1.3308417154598797
JAM,1994,24654375571.60804,14806380332.686832,28578744427.1919,1.9301641444466306
JPN,1994,4262752056513.437,4529854841042.583,5234968028228.504,1.1556591131347673
JOR,1994,36050828435.90201,43915711448.703224,107110421278.02966,2.439000024015152
KAZ,1994,147350391088.94507,221549683201.72678,512001895734.2957,2.311002608241622
KEN,1994,87749545619.63087,94795844230.47864,263736892044.1069,2.7821566882497426
KIR,1994,159040228.8438814,188123213.8747629,262820717.15726164,1.3970669102656637
KOR,1994,745436763166.872,1740868427277.0076,2352183466044.378,1.3511552218357843
XKX,1994,0.0,8325010072.51057,22333279563.535656,2.6826729780520995
KWT,1994,97594524875.72693,114891599078.73557,210883839333.27853,1.8355026914436032
KGZ,1994,12138177115.04098,8250690928.342178,35363790880.56379,4.286161145496876
LAO,1994,10551175453.49019,19570649661.62339,59841698222.96143,3.0577267110507127
LVA,1994,0.0,32102385241.814438,62005322543.1101,1.9314864635773568
LSO,1994,2857312728.8832483,2192029732.9105654,5165830253.486556,2.356642419547564
LBR,1994,0.0,3428189417.0464854,7746810704.500462,2.259738235577027
LBY,1994,0.0,55524882597.238106,134861104674.65955,2.428840879374822
LTU,1994,0.0,52484649637.55115,113138833289.70532,2.1556556835383347
LUX,1994,32381158084.873295,71655146215.63705,76900912144.08134,1.073208502187098
MAC,1994,21596544993.345123,22581086914.7884,36037605982.22017,1.5959199004995224
MDG,1994,20794359539.877285,13439517645.885014,44491072651.79339,3.3104664783423914
MWI,1994,8867438234.70975,11308596143.984386,29932139511.125328,2.646848391260992
MYS,1994,266008956416.73453,386875259314.18665,963289522396.374,2.48992278313169
MDV,1994,0.0,5780294641.8913555,11141639675.948202,1.9275210635806923
MLI,1994,13844280649.988846,16922029960.686731,48183616801.30887,2.847389876583901
MLT,1994,7015037320.724678,16134998796.05091,25834318919.971184,1.6011354724299212
MHL,1994,189413188.50666505,220602590.75970247,249594524.55063388,1.1314215471862326
MRT,1994,9846202729.704285,7657463958.919219,25244636785.409706,3.296735958646648
MUS,1994,10611805645.957739,13345493636.15359,28837730415.901497,2.160859028682063
MEX,1994,1547089267731.8838,1284907941291.862,2582568146909.9355,2.0099246521220735
FSM,1994,346666804.9345767,314095835.36817086,372593072.92565346,1.1862400928968524
MDA,1994,0.0,9094802867.29332,33788660920.378643,3.7151614403748368
MNG,1994,8908828133.42122,14441951078.837976,41029306870.59268,2.840980879011118
MNE,1994,0.0,4869340027.242338,13645796059.124723,2.802391285632351
MAR,1994,117484279749.53604,125542482435.6025,307442372508.8543,2.448911050222048
MOZ,1994,7022494792.274634,19464182832.504753,41237363608.88964,2.118628044328897
MMR,1994,30686310611.989525,63341396862.698944,230255340470.1504,3.635147816036644
NAM,1994,9890382698.968603,11508641306.115656,25061165436.075184,2.1775954927674874
NRU,1994,0.0,109473838.3484576,139656376.97842604,1.2757054935252818
NPL,1994,37951403930.58386,33084084558.221825,122242249503.50688,3.6948959336741902
NLD,1994,592150317150.5248,894727808846.0239,1048768438652.2655,1.1721647950172864
NZL,1994,104256229900.3532,218076245422.57425,231534059956.43295,1.0617115106130932
NIC,1994,14867795604.710243,14728688609.737885,40455994652.237976,2.7467479097555545
NER,1994,9362510637.964687,14294168692.46473,33405781443.63323,2.3370216318521075
NGA,1994,313468841685.324,535335926240.9961,1084655070144.4226,2.026120454423108
MKD,1994,18101370338.5073,11318055634.985886,35245490780.05232,3.1140941445015504
NOR,1994,206979774379.2592,433527994213.08246,367243687581.4444,0.8471048986076346
OMN,1994,69632859659.27441,86294680434.92406,161712160334.0003,1.8739528267440488
PAK,1994,418289357113.83673,399948712614.34515,1268022466678.0242,3.170462678550308
PAN,1994,35272714975.9777,67839490712.89425,146657957753.75363,2.161837540532691
PNG,1994,17549935607.629635,24976697194.942936,38064690768.172676,1.524008177345389
PRY,1994,41637885405.88762,41995687741.537224,91752936736.62402,2.184818053256281
PER,1994,139222796570.10645,223193723424.57364,433925987925.5163,1.9441675207867473
PHL,1994,277818377688.7941,407690005744.9653,991720215100.66,2.4325350171106255
POL,1994,446786378195.53937,630289958880.488,1388423186501.7383,2.2028324693095787
PRT,1994,245395421587.7406,230324477738.9389,372331404762.8387,1.6165516076187847
PRI,1994,89086180158.00043,95855079058.75287,110500705571.58623,1.152789259125816
QAT,1994,0.0,170947179484.92123,260235088139.09518,1.5223128508069348
ROU,1994,260177908449.77203,232157182662.58286,618949874244.5857,2.666081088450178
RUS,1994,2059970854351.8196,1471544636157.8418,4027358046152.418,2.7368235710931113
RWA,1994,3222835542.3859506,12955125582.596163,32579162569.825268,2.5147701087198966
WSM,1994,608251455.2794828,798752767.8644394,1146517103.8195064,1.4353842014029652
STP,1994,0.0,317230918.72276026,781927947.0127091,2.46485415154651
SAU,1994,800486923206.6984,769633172339.6715,1827296689345.5232,2.374243672203698
SEN,1994,19612208025.161026,25370428994.03066,61726701334.17512,2.4330176422597596
SRB,1994,0.0,49937794675.51316,139192939447.1934,2.787326519956361
SYC,1994,1245220633.5062087,1733621174.5045874,3021613254.5143075,1.7429489780994318
SLE,1994,5107487409.9534645,5394942200.073128,14068316520.035414,2.6076862361648137
SGP,1994,160235109901.23874,379708617460.4041,609001934463.2896,1.603866508314882
SXM,1994,0.0,1361800684.8704658,1797170207.9567604,1.3197013541873104
SVK,1994,67147039966.1113,102540393597.41013,180204806885.07193,1.7574031126951262
SVN,1994,0.0,53538335168.05858,86623581475.20607,1.6179730132304604
SLB,1994,954385734.6033905,1371124331.1997523,1628009899.9771755,1.1873539568455072
SOM,1994,0.0,8958058841.87096,25490993073.982456,2.845593395171142
ZAF,1994,419376463047.9934,360706580601.809,807294933431.9226,2.238093167263591
ESP,1994,1122692137456.1038,1323591183845.3113,1921788768753.8308,1.451950415059905
LKA,1994,85682053525.60718,88459606026.82028,270611247556.16,3.0591504949062593
KNA,1994,662657504.9503977,973556961.3050189,1371098512.8937802,1.408339283051164
LCA,1994,1799353511.307061,1942933249.240279,2715892140.5688806,1.3978309041913004
VCT,1994,807349547.5434139,879438071.1397102,1514793355.5781689,1.722455969656929
SDN,1994,86209168695.70595,78965707790.40533,167369383568.23056,2.1195198302087106
SUR,1994,5597703939.618605,4413928267.11963,9300027322.985222,2.1069729184915102
SWE,1994,290737716123.94885,587578011005.7404,580550160212.7944,0.9880392889772771
CHE,1994,378277023804.1195,790318933740.3258,634296200128.2699,0.8025825689463741
TJK,1994,9383186245.597479,13499137004.28639,41177442708.066605,3.05037593847603
TZA,1994,35993678781.420746,67153889893.31218,166596826737.2505,2.4808216918174653
THA,1994,550996530578.6238,450139151522.5591,1255244370207.2144,2.788569636658914
TLS,1994,0.0,2161456464.502912,5288854109.593488,2.4468936554823504
TGO,1994,6495252235.216657,7859198717.657496,19491266573.464966,2.4800577353609032
TTO,1994,14585538715.50237,21672195440.796017,35666506450.514824,1.645726504633478
TUN,1994,56422864869.33179,48116779200.71249,130592428617.41312,2.7140725290997736
TUR,1994,739366606775.3552,1194401648109.1248,2817041474532.5967,2.3585378327234374
TKM,1994,18080781703.123283,46927329009.50038,94789611395.98215,2.019923430476772
TCA,1994,0.0,928828868.4682273,946892530.0118054,1.0194477822091896
TUV,1994,30351521.7590159,45116851.39841237,51937133.02909544,1.1511692731049727
UGA,1994,19952112717.950848,44147216889.61235,107732538124.33168,2.4403019196818425
UKR,1994,463906028296.1774,71962895140.23402,379892973994.65094,5.279011819276501
ARE,1994,235172670530.58676,431440812433.6535,707307425643.9161,1.6394077826206697
GBR,1994,1854770963053.1458,3209502458759.0024,3186978981257.067,0.9929822526103799
USA,1994,11161593199621.695,20926835050999.996,21538083666841.68,1.0292088418698782
URY,1994,42631076329.68193,62345533960.79237,83607423058.24643,1.3410330740101633
UZB,1994,61081104499.61024,123818743181.09424,287794613066.2836,2.32432187302501
VUT,1994,486680270.25430083,841659631.2980758,910266227.1427542,1.0815134685013557
VNM,1994,190222550798.08157,358918387605.51,1118989578143.1003,3.11767136147115
PSE,1994,9349729655.320465,15612500000.0,28861611581.9086,1.848622038873249
ZMB,1994,16873739624.611185,26185157462.015854,67376967415.2346,2.5730976608779805
ZWE,1994,28993603669.520863,21963674100.4816,36035044448.11649,1.6406655955310476
ALB,1995,14254569867.598047,14319794712.62677,43032145215.430275,3.0050811536764424
DZA,1995,228197905672.69327,179602019799.3934,502836797680.8245,2.7997279665477506
AGO,1995,57728138854.92692,84884003207.67839,210192674041.07547,2.4762342266871546
ATG,1995,1196424696.1378822,1625386015.5663264,2092965498.6233954,1.287672884212771
ARG,1995,604704826243.565,598312841626.6625,1038500903537.0753,1.7357155509376199
ARM,1995,9678536466.076561,14225451502.938084,44646008687.24302,3.1384598708885942
ABW,1995,2887076896.475121,3458629953.8575096,4393369954.478044,1.2702630848316083
AUS,1995,592852757783.7759,1586172577281.9646,1328629886582.1914,0.8376326167855622
AUT,1995,321312267538.71686,422235060667.7145,505142751774.37897,1.1963543505258798
AZE,1995,22877761727.049248,56692460618.264046,153082546341.84137,2.70022759062471
BHS,1995,9741267325.389439,12415913222.114647,14211478928.315609,1.1446180940603534
BHR,1995,26582428773.715153,35915819622.23451,76342224646.34322,2.1255877061784165
BGD,1995,231353315554.3711,305522973769.77783,1072141041304.6641,3.5091994165799116
BRB,1995,3466456864.827606,4671803289.539002,4342050281.818505,0.9294163329909731
BLR,1995,59178887387.33556,57251844490.04911,176183357453.7714,3.0773394119100157
BEL,1995,383010786203.89044,516334013910.15607,622703765727.1161,1.2060095770399288
BLZ,1995,1547559713.2764654,2509307581.4663134,3839427623.501786,1.5300745320580498
BEN,1995,13305913704.727594,16765953415.373268,45869379412.79815,2.7358646583581083
BMU,1995,4081451312.280064,6757261642.8850765,5156616135.794429,0.7631221652078523
BOL,1995,38495178949.3676,38319728331.377884,100778443555.23866,2.629936274175431
BIH,1995,7863272732.877705,20253843510.489414,54120255478.634735,2.672098036632207
BWA,1995,15369474834.893253,17511419429.825825,40818645769.76409,2.330972993556473
BRA,1995,1823390758959.6829,1901461002548.223,3249826771296.481,1.7091209164643713
BRN,1995,21524843836.67467,13000432684.362951,26342902750.901257,2.026309692183304
BGR,1995,95526280028.57326,61747770024.9603,174307363231.7279,2.822893250416455
BFA,1995,10861439635.759048,16610125161.12291,48949444177.88855,2.9469641982263894
BDI,1995,5674653402.47306,3379450965.724945,9128118191.935005,2.7010654347449248
CPV,1995,1102085093.170553,2072800252.318005,4376993313.836453,2.1116329510967966
KHM,1995,12600332539.175358,24964207155.80371,76023115594.85773,3.045284599682701
CMR,1995,35815956888.36226,40247035778.39087,103940677455.943,2.582567273482288
CAN,1995,1040812782914.5677,1761102321572.639,1919103211766.6484,1.0897170415702575
CYM,1995,0.0,5561542246.168983,4902440234.204242,0.8814893454385323
CAF,1995,3541365743.8094583,2034662228.5854633,4597115265.385968,2.259399717948257
TCD,1995,6594333363.634643,10462164584.338987,25037208134.91984,2.3931193141807876
CHL,1995,189190840335.66116,281423471715.4019,507464611471.7903,1.803206421904209
CHN,1995,2881383160017.0024,16325084918817.193,25684414532114.31,1.573309704656362
COL,1995,342372778618.3289,354949695739.65753,810103779460.959,2.282305884986982
COM,1995,1307885965.6531572,1140337215.429494,2715974855.8402495,2.3817295613011376
COD,1995,43229013626.279655,52355494607.56282,112144335466.7943,2.1419783407144988
COG,1995,12390075946.395943,10175228552.173552,21912647905.44046,2.153528816879465
CRI,1995,40340972686.26471,69549856034.35025,114345667442.27005,1.6440820148613309
CIV,1995,55750442321.455894,68438760123.05962,155935333630.81125,2.2784652052495424
HRV,1995,69705459282.97693,64042742435.41905,132256136091.92622,2.0651229329426957
CUW,1995,0.0,2608023260.7895446,3467150360.5245,1.3294169621304934
CYP,1995,18634945820.050728,27902745979.207535,41068271475.657196,1.4718361951279024
CZE,1995,235033787200.8693,215974795467.24942,438115477819.058,2.028549103941595
DNK,1995,225117085256.28873,356222057631.88745,353799230461.08997,0.9931985481558776
DJI,1995,0.0,3307565405.1624985,5592373778.025646,1.6907825221829276
DMA,1995,594293795.2328751,533867403.0042049,833827717.9574826,1.5618629518590688
DOM,1995,57837675376.79168,98050971574.06995,217143110194.39716,2.2145941718727618
ECU,1995,98236114165.1149,100635339955.85878,195476780141.87552,1.9424267879217838
EGY,1995,425781873337.75916,453827104224.60486,1418537854129.6553,3.1257230802759692
SLV,1995,35106932073.85843,27100464996.83414,59536826547.47081,2.1968931733985326
GNQ,1995,884875442.9164147,9957665857.354395,24986774542.054,2.5093003621526035
EST,1995,18289381481.66261,28518917121.59921,50867209717.32932,1.7836304758852262
SWZ,1995,4874202933.164929,4822247028.231629,10885427645.900635,2.257335134880562
ETH,1995,38597852110.45804,105775519453.14902,293788053498.9423,2.777467366908743
FJI,1995,6993789131.06075,4939873229.038583,11518042114.46601,2.331647307618802
FIN,1995,160894392943.52237,259985498582.81244,273777977547.40417,1.0530509549177738
FRA,1995,2094544791698.1636,2638406985036.3213,3120183016557.4175,1.1826011052326197
GAB,1995,20087399043.222107,15855897831.743963,33302039176.256992,2.10029350148721
GMB,1995,2401470476.233997,1835641393.187567,5719424859.827765,3.1157637221810845
GEO,1995,15108933872.964586,20190828885.804707,63403374976.88251,3.140206642108619
DEU,1995,3215345395334.7227,3633579269920.3105,4522545872199.405,1.2446531467300537
GHA,1995,43808409301.161835,68003830999.542915,183458814081.90674,2.6977717488172077
GRC,1995,263215410992.14987,211538468429.4315,330579477776.2994,1.5627392985809556
GRD,1995,869037766.6804509,1089874059.169431,1814201858.157969,1.664597705482166
GTM,1995,62060619128.474205,78182161579.31055,159033867811.59174,2.034145188608818
GIN,1995,11594546462.809797,13782241447.019966,37408147201.042915,2.714228113390903
GNB,1995,2273796785.3297524,1309350904.2584872,3906060695.9762416,2.983203878557158
GUY,1995,5073274762.601087,14270953618.873104,28818699423.762302,2.019395493350216
HTI,1995,22088551755.91523,14456828346.330471,32427707826.741947,2.243072066009068
HND,1995,22978720276.529335,25953884373.560226,59562493585.688286,2.2949356145843764
HKG,1995,212665849541.3613,318598258232.253,429591711531.7636,1.3483806029429017
HUN,1995,171588597557.28174,157531157312.5219,340947086291.47186,2.164315251078083
ISL,1995,9004625965.775518,21556161804.58636,21226927351.27783,0.9847266662640061
IND,1995,2028580188886.6848,2961515505727.631,10078991437253.588,3.4033221901964095
IDN,1995,1160350772964.9148,1122285145727.062,3418905181206.3936,3.046378359566978
IRN,1995,608369589425.5927,487695221421.96594,1369087388258.7922,2.807260207034557
IRQ,1995,86651299269.02553,192925535194.34384,409320747067.00964,2.121651478922579
IRL,1995,117559895095.26576,498960174855.6298,576526788952.2828,1.1554565233970753
ISR,1995,149112952304.40683,408208262853.2228,424288967592.7524,1.0393933837280303
ITA,1995,2213926512372.78,1961616127794.061,2610600572587.215,1.3308417154598797
JAM,1995,25233742806.385548,14806380332.686832,28578744427.1919,1.9301641444466306
JPN,1995,4374905046770.476,4529854841042.583,5234968028228.504,1.1556591131347673
JOR,1995,38286295043.139755,43915711448.703224,107110421278.02966,2.439000024015152
KAZ,1995,135267659017.9093,221549683201.72678,512001895734.2957,2.311002608241622
KEN,1995,91615980599.18004,94795844230.47864,263736892044.1069,2.7821566882497426
KIR,1995,159040228.8438814,188123213.8747629,262820717.15726164,1.3970669102656637
KOR,1995,817107268226.5016,1740868427277.0076,2352183466044.378,1.3511552218357843
XKX,1995,0.0,8325010072.51057,22333279563.535656,2.6826729780520995
KWT,1995,102335951140.22209,114891599078.73557,210883839333.27853,1.8355026914436032
KGZ,1995,11479824005.152052,8250690928.342178,35363790880.56379,4.286161145496876
LAO,1995,11293055433.816599,19570649661.62339,59841698222.96143,3.0577267110507127
LVA,1995,23854415374.900845,32102385241.814438,62005322543.1101,1.9314864635773568
LSO,1995,2951345134.869662,2192029732.9105654,5165830253.486556,2.356642419547564
LBR,1995,0.0,3428189417.0464854,7746810704.500462,2.259738235577027
LBY,1995,0.0,55524882597.238106,134861104674.65955,2.428840879374822
LTU,1995,38614951870.896225,52484649637.55115,113138833289.70532,2.1556556835383347
LUX,1995,32844921027.39978,71655146215.63705,76900912144.08134,1.073208502187098
MAC,1995,22308262775.46404,22581086914.7884,36037605982.22017,1.5959199004995224
MDG,1995,21143412062.35701,13439517645.885014,44491072651.79339,3.3104664783423914
MWI,1995,10350855776.41959,11308596143.984386,29932139511.125328,2.646848391260992
MYS,1995,292155203375.4056,386875259314.18665,963289522396.374,2.48992278313169
MDV,1995,2765356867.1632066,5780294641.8913555,11141639675.948202,1.9275210635806923
MLI,1995,13971789575.574528,16922029960.686731,48183616801.30887,2.847389876583901
MLT,1995,7459965584.60285,16134998796.05091,25834318919.971184,1.6011354724299212
MHL,1995,204970174.4458471,220602590.75970247,249594524.55063388,1.1314215471862326
MRT,1995,10813080186.59998,7657463958.919219,25244636785.409706,3.296735958646648
MUS,1995,11066811917.530918,13345493636.15359,28837730415.901497,2.160859028682063
MEX,1995,1455651656564.6355,1284907941291.862,2582568146909.9355,2.0099246521220735
FSM,1995,370983626.09772825,314095835.36817086,372593072.92565346,1.1862400928968524
MDA,1995,16590806220.772758,9094802867.29332,33788660920.378643,3.7151614403748368
MNG,1995,9476893045.789793,14441951078.837976,41029306870.59268,2.840980879011118
MNE,1995,0.0,4869340027.242338,13645796059.124723,2.802391285632351
MAR,1995,111133728249.91075,125542482435.6025,307442372508.8543,2.448911050222048
MOZ,1995,7171574899.241138,19464182832.504753,41237363608.88964,2.118628044328897
MMR,1995,32818411257.391216,63341396862.698944,230255340470.1504,3.635147816036644
NAM,1995,10276010126.923027,11508641306.115656,25061165436.075184,2.1775954927674874
NRU,1995,0.0,109473838.3484576,139656376.97842604,1.2757054935252818
NPL,1995,39267730118.670715,33084084558.221825,122242249503.50688,3.6948959336741902
NLD,1995,610601934122.1299,894727808846.0239,1048768438652.2655,1.1721647950172864
NZL,1995,109179293569.8483,218076245422.57425,231534059956.43295,1.0617115106130932
NIC,1995,15746765996.117168,14728688609.737885,40455994652.237976,2.7467479097555545
NER,1995,9592570380.317238,14294168692.46473,33405781443.63323,2.3370216318521075
NGA,1995,313241060291.4945,535335926240.9961,1084655070144.4226,2.026120454423108
MKD,1995,17899589350.32437,11318055634.985886,35245490780.05232,3.1140941445015504
NOR,1995,215581009828.62054,433527994213.08246,367243687581.4444,0.8471048986076346
OMN,1995,73112287983.27669,86294680434.92406,161712160334.0003,1.8739528267440488
PAK,1995,439047423007.00543,399948712614.34515,1268022466678.0242,3.170462678550308
PAN,1995,35890579644.00569,67839490712.89425,146657957753.75363,2.161837540532691
PNG,1995,16968602980.002853,24976697194.942936,38064690768.172676,1.524008177345389
PRY,1995,44478759341.555756,41995687741.537224,91752936736.62402,2.184818053256281
PER,1995,149541148019.88712,223193723424.57364,433925987925.5163,1.9441675207867473
PHL,1995,290668103074.39996,407690005744.9653,991720215100.66,2.4325350171106255
POL,1995,478521013882.26825,630289958880.488,1388423186501.7383,2.2028324693095787
PRT,1995,255905168752.01666,230324477738.9389,372331404762.8387,1.6165516076187847
PRI,1995,93138699897.50885,95855079058.75287,110500705571.58623,1.152789259125816
QAT,1995,0.0,170947179484.92123,260235088139.09518,1.5223128508069348
ROU,1995,276396128251.07416,232157182662.58286,618949874244.5857,2.666081088450178
RUS,1995,1974615376861.6707,1471544636157.8418,4027358046152.418,2.7368235710931113
RWA,1995,4358049657.662174,12955125582.596163,32579162569.825268,2.5147701087198966
WSM,1995,648843986.8382084,798752767.8644394,1146517103.8195064,1.4353842014029652
STP,1995,0.0,317230918.72276026,781927947.0127091,2.46485415154651
