Source,CodeNumeric,Year,CO2 Emission,Code
Coal,134,1983,3664.0,IRQ
Coal,134,1984,3664.0,IRQ
Coal,134,1985,3664.0,IRQ
Coal,134,1986,3664.0,IRQ
Coal,134,1987,3664.0,IRQ
Coal,134,1988,3664.0,IRQ
Coal,134,1989,3664.0,IRQ
Coal,134,1990,3664.0,IRQ
Coal,134,1991,3664.0,IRQ
Coal,134,1992,0.0,IRQ
Coal,134,1993,0.0,IRQ
Coal,134,1994,0.0,IRQ
Coal,134,1995,0.0,IRQ
Coal,134,1996,0.0,IRQ
Coal,134,1997,0.0,IRQ
Coal,134,1998,0.0,IRQ
Coal,134,1999,0.0,IRQ
Coal,134,2000,0.0,IRQ
Coal,134,2001,0.0,IRQ
Coal,134,2002,0.0,IRQ
Coal,134,2003,0.0,IRQ
Coal,134,2004,0.0,IRQ
Coal,134,2005,0.0,IRQ
Coal,134,2006,0.0,IRQ
Coal,134,2007,0.0,IRQ
Coal,134,2008,0.0,IRQ
Coal,134,2009,0.0,IRQ
Coal,134,2010,0.0,IRQ
Coal,134,2011,0.0,IRQ
Coal,134,2012,0.0,IRQ
Coal,134,2013,0.0,IRQ
Coal,134,2014,0.0,IRQ
Coal,134,2015,0.0,IRQ
Coal,134,2016,0.0,IRQ
Coal,134,2017,0.0,IRQ
Coal,134,2018,0.0,IRQ
Coal,134,2019,0.0,IRQ
Coal,134,2020,0.0,IRQ
Coal,134,2021,0.0,IRQ
Coal,2,1850,395712.0,IRL
Coal,2,1880,351744.0,IRL
Coal,2,1881,351744.0,IRL
Coal,2,1910,216176.0,IRL
Coal,2,1913,223504.0,IRL
Coal,2,1914,249152.0,IRL
Coal,2,1915,227168.0,IRL
Coal,2,1916,241824.0,IRL
Coal,2,1917,256480.02,IRL
Coal,2,1918,245488.0,IRL
Coal,2,1919,249152.0,IRL
Coal,2,1920,293120.0,IRL
Coal,2,1921,238160.0,IRL
Coal,2,1924,6686800.0,IRL
Coal,2,1925,6034608.0,IRL
Coal,2,1926,8097440.0,IRL
Coal,2,1927,6730768.0,IRL
Coal,2,1928,6485280.0,IRL
Coal,2,1929,9999056.0,IRL
Coal,2,1930,9552048.0,IRL
Coal,2,1931,9841504.0,IRL
Coal,2,1932,6426656.0,IRL
Coal,2,1933,9266256.0,IRL
Coal,2,1934,9482432.0,IRL
Coal,2,1935,9533728.0,IRL
Coal,2,1936,10145616.0,IRL
Coal,2,1937,10354464.0,IRL
Coal,2,1938,9911120.0,IRL
Coal,2,1939,11402368.0,IRL
Coal,2,1940,11387712.0,IRL
Coal,2,1941,8302623.5,IRL
Coal,2,1942,6917580.0,IRL
Coal,2,1943,6987248.0,IRL
Coal,2,1944,6247120.0,IRL
Coal,2,1945,6738096.0,IRL
Coal,2,1946,8046143.5,IRL
Coal,2,1947,8665421.0,IRL
Coal,2,1948,8247664.5,IRL
Coal,2,1949,8130416.0,IRL
Coal,2,1950,8522918.0,IRL
Coal,2,1951,8929168.0,IRL
Coal,2,1952,8302623.5,IRL
Coal,2,1953,7954544.0,IRL
Coal,2,1954,7253979.0,IRL
Coal,2,1955,8434528.0,IRL
Coal,2,1956,7073892.0,IRL
Coal,2,1957,6888320.0,IRL
Coal,2,1958,5950336.0,IRL
Coal,2,1959,8793600.0,IRL
Coal,2,1960,7592982.0,IRL
Coal,2,1961,8306288.0,IRL
Coal,2,1962,8229344.5,IRL
Coal,2,1963,7873936.0,IRL
Coal,2,1964,7881264.0,IRL
Coal,2,1965,6661152.0,IRL
Coal,2,1966,7417800.0,IRL
Coal,2,1967,7643104.0,IRL
Coal,2,1968,8865040.0,IRL
Coal,2,1969,8405216.0,IRL
Coal,2,1970,8148736.0,IRL
Coal,2,1971,8222016.5,IRL
Coal,2,1972,7712720.0,IRL
Coal,2,1973,7093504.0,IRL
Coal,2,1974,7445248.0,IRL
Coal,2,1975,6782064.0,IRL
Coal,2,1976,6932288.0,IRL
Coal,2,1977,7412272.0,IRL
Coal,2,1978,6151856.0,IRL
Coal,2,1979,7710088.0,IRL
Coal,2,1980,7407573.0,IRL
Coal,2,1981,7914240.0,IRL
Coal,2,1982,8353920.0,IRL
Coal,2,1983,9218624.0,IRL
Coal,2,1984,8745968.0,IRL
Coal,2,1985,10145616.0,IRL
Coal,2,1986,11145888.0,IRL
Coal,2,1987,14216320.0,IRL
Coal,2,1988,14514888.0,IRL
Coal,2,1989,14553408.0,IRL
Coal,2,1990,14658914.0,IRL
Coal,2,1991,14367054.0,IRL
Coal,2,1992,13765116.0,IRL
Coal,2,1993,13195587.0,IRL
Coal,2,1994,12556833.0,IRL
Coal,2,1995,12668263.0,IRL
Coal,2,1996,13073998.0,IRL
Coal,2,1997,12210017.0,IRL
Coal,2,1998,11892729.0,IRL
Coal,2,1999,10289113.0,IRL
Coal,2,2000,11107352.0,IRL
Coal,2,2001,11659160.0,IRL
Coal,2,2002,11314750.0,IRL
Coal,2,2003,10842907.0,IRL
Coal,2,2004,10206544.0,IRL
Coal,2,2005,11160260.0,IRL
Coal,2,2006,10020683.0,IRL
Coal,2,2007,9670674.0,IRL
Coal,2,2008,9643891.0,IRL
Coal,2,2009,8604719.0,IRL
Coal,2,2010,8426884.0,IRL
Coal,2,2011,8310956.0,IRL
Coal,2,2012,9621590.0,IRL
Coal,2,2013,8738544.0,IRL
Coal,2,2014,8647303.0,IRL
Coal,2,2015,9351334.0,IRL
Coal,2,2016,9205271.0,IRL
Coal,2,2017,7869732.0,IRL
Coal,2,2018,6354160.0,IRL
Coal,2,2019,4543313.0,IRL
Coal,2,2020,3757762.0,IRL
Coal,2,2021,6292886.0,IRL
Coal,133,1930,0.0,ISR
Coal,133,1931,0.0,ISR
Coal,133,1932,0.0,ISR
Coal,133,1933,0.0,ISR
Coal,133,1934,0.0,ISR
Coal,133,1935,0.0,ISR
Coal,133,1936,0.0,ISR
Coal,133,1937,0.0,ISR
Coal,133,1938,0.0,ISR
Coal,133,1939,0.0,ISR
Coal,133,1940,0.0,ISR
Coal,133,1941,0.0,ISR
Coal,133,1942,0.0,ISR
Coal,133,1943,0.0,ISR
Coal,133,1944,0.0,ISR
Coal,133,1945,0.0,ISR
Coal,133,1946,0.0,ISR
Coal,133,1947,0.0,ISR
Coal,133,1948,0.0,ISR
Coal,133,1949,0.0,ISR
Coal,133,1950,69616.0,ISR
Coal,133,1951,40304.0,ISR
Coal,133,1952,73280.0,ISR
Coal,133,1953,73280.0,ISR
Coal,133,1954,87936.0,ISR
Coal,133,1955,43968.0,ISR
Coal,133,1956,73280.0,ISR
Coal,133,1957,73280.0,ISR
Coal,133,1958,65952.0,ISR
Coal,133,1959,54960.0,ISR
Coal,133,1960,120912.0,ISR
Coal,133,1961,113584.0,ISR
Coal,133,1962,117248.0,ISR
Coal,133,1963,54935.0,ISR
Coal,133,1964,73251.0,ISR
Coal,133,1965,21984.0,ISR
Coal,133,1966,18325.0,ISR
Coal,133,1967,18320.0,ISR
Coal,133,1968,25641.0,ISR
Coal,133,1969,25642.0,ISR
Coal,133,1970,18324.0,ISR
Coal,133,1971,21984.0,ISR
Coal,133,1972,18320.0,ISR
Coal,133,1973,10994.0,ISR
Coal,133,1974,10994.0,ISR
Coal,133,1975,14653.0,ISR
Coal,133,1976,14656.0,ISR
Coal,133,1977,14656.0,ISR
Coal,133,1978,14656.0,ISR
Coal,133,1979,14659.0,ISR
Coal,133,1980,14656.0,ISR
Coal,133,1981,14656.0,ISR
Coal,133,1982,2407615.0,ISR
Coal,133,1983,4469395.0,ISR
Coal,133,1984,7120252.0,ISR
Coal,133,1985,7781189.0,ISR
Coal,133,1986,8537120.0,ISR
Coal,133,1987,8665360.0,ISR
Coal,133,1988,8638658.0,ISR
Coal,133,1989,9207632.0,ISR
Coal,133,1990,9950414.0,ISR
Coal,133,1991,10861186.0,ISR
Coal,133,1992,13369936.0,ISR
Coal,133,1993,15111573.0,ISR
Coal,133,1994,16016563.0,ISR
Coal,133,1995,17550560.0,ISR
Coal,133,1996,20906784.0,ISR
Coal,133,1997,23046560.0,ISR
Coal,133,1998,24790624.0,ISR
Coal,133,1999,24208048.0,ISR
Coal,133,2000,28201808.0,ISR
Coal,133,2001,30583408.0,ISR
Coal,133,2002,29257040.0,ISR
Coal,133,2003,29726032.0,ISR
Coal,133,2004,30042922.0,ISR
Coal,133,2005,27822608.0,ISR
Coal,133,2006,29921996.0,ISR
Coal,133,2007,30308608.0,ISR
Coal,133,2008,29584738.0,ISR
Coal,133,2009,27087952.0,ISR
Coal,133,2010,28069904.0,ISR
Coal,133,2011,29000560.0,ISR
Coal,133,2012,32575028.0,ISR
Coal,133,2013,26715770.0,ISR
Coal,133,2014,25305118.0,ISR
Coal,133,2015,25088862.0,ISR
Coal,133,2016,20832270.0,ISR
Coal,133,2017,18834126.0,ISR
Coal,133,2018,18130562.0,ISR
Coal,133,2019,18012224.0,ISR
Coal,133,2020,15701249.0,ISR
Coal,133,2021,14043493.0,ISR
Coal,8,1860,29312.0,ITA
Coal,8,1861,670512.0,ITA
Coal,8,1862,1227440.0,ITA
Coal,8,1863,1069888.0,ITA
Coal,8,1864,1601168.0,ITA
Coal,8,1865,1245760.0,ITA
Coal,8,1866,1439952.0,ITA
Coal,8,1867,1410640.0,ITA
Coal,8,1868,1590176.0,ITA
Coal,8,1869,1780704.0,ITA
Coal,8,1870,2557472.0,ITA
Coal,8,1871,2176416.0,ITA
Coal,8,1872,2846770.0,ITA
Coal,8,1873,2663728.0,ITA
Coal,8,1874,2861584.0,ITA
Coal,8,1875,2927536.0,ITA
Coal,8,1876,3971776.0,ITA
Coal,8,1877,3649344.0,ITA
Coal,8,1878,3638352.0,ITA
Coal,8,1879,4176808.8,ITA
Coal,8,1880,4887776.0,ITA
Coal,8,1881,5774351.0,ITA
Coal,8,1882,6085904.0,ITA
Coal,8,1883,6448640.0,ITA
Coal,8,1884,7133808.0,ITA
Coal,8,1885,8090111.5,ITA
Coal,8,1886,8108334.5,ITA
Coal,8,1887,9914869.0,ITA
Coal,8,1888,10680560.0,ITA
Coal,8,1889,11039632.0,ITA
Coal,8,1890,11988542.0,ITA
Coal,8,1891,10731856.0,ITA
Coal,8,1892,10621936.0,ITA
Coal,8,1893,10233552.0,ITA
Coal,8,1894,12776368.0,ITA
Coal,8,1895,11754112.0,ITA
Coal,8,1896,11120240.0,ITA
Coal,8,1897,11633288.0,ITA
Coal,8,1898,12124176.0,ITA
Coal,8,1899,13322304.0,ITA
Coal,8,1900,13637408.0,ITA
Coal,8,1901,13303925.0,ITA
Coal,8,1902,14791568.0,ITA
Coal,8,1903,15095680.0,ITA
Coal,8,1904,15960333.0,ITA
Coal,8,1905,17616512.0,ITA
Coal,8,1906,20859152.0,ITA
Coal,8,1907,22533600.0,ITA
Coal,8,1908,22951296.0,ITA
Coal,8,1909,25358592.0,ITA
Coal,8,1910,25395184.0,ITA
Coal,8,1911,26054704.0,ITA
Coal,8,1912,27384736.0,ITA
Coal,8,1913,29473216.0,ITA
Coal,8,1914,26714224.0,ITA
Coal,8,1915,23229760.0,ITA
Coal,8,1916,22815836.0,ITA
Coal,8,1917,15381472.0,ITA
Coal,8,1918,18074338.0,ITA
Coal,8,1919,17840016.0,ITA
Coal,8,1920,17081568.0,ITA
Coal,8,1921,21229216.0,ITA
Coal,8,1922,24783164.0,ITA
Coal,8,1923,25728458.0,ITA
Coal,8,1924,31001104.0,ITA
Coal,8,1925,29619776.0,ITA
Coal,8,1926,34386640.0,ITA
Coal,8,1927,38706650.0,ITA
Coal,8,1928,34738384.0,ITA
Coal,8,1929,40124464.0,ITA
Coal,8,1930,35522480.0,ITA
Coal,8,1931,30429520.0,ITA
Coal,8,1932,24347280.0,ITA
Coal,8,1933,26644146.0,ITA
Coal,8,1934,35335616.0,ITA
Coal,8,1935,40637424.0,ITA
Coal,8,1936,27904554.0,ITA
Coal,8,1937,38728480.0,ITA
Coal,8,1938,37472340.0,ITA
Coal,8,1939,37292190.0,ITA
Coal,8,1940,42703920.0,ITA
Coal,8,1941,40340420.0,ITA
Coal,8,1942,39029180.0,ITA
Coal,8,1943,6137705.0,ITA
Coal,8,1944,2803757.0,ITA
Coal,8,1945,3696421.0,ITA
Coal,8,1946,19928496.0,ITA
Coal,8,1947,29749420.0,ITA
Coal,8,1948,26323126.0,ITA
Coal,8,1949,27544824.0,ITA
Coal,8,1950,24572276.0,ITA
Coal,8,1951,27659536.0,ITA
Coal,8,1952,26025392.0,ITA
Coal,8,1953,26835136.0,ITA
Coal,8,1954,27962070.0,ITA
Coal,8,1955,28993232.0,ITA
Coal,8,1956,30979120.0,ITA
Coal,8,1957,29887248.0,ITA
Coal,8,1958,27001144.0,ITA
Coal,8,1959,26010736.0,ITA
Coal,8,1960,27883040.0,ITA
Coal,8,1961,30169376.0,ITA
Coal,8,1962,31873136.0,ITA
Coal,8,1963,32744438.0,ITA
Coal,8,1964,27781026.0,ITA
Coal,8,1965,30535776.0,ITA
Coal,8,1966,31671616.0,ITA
Coal,8,1967,35181180.0,ITA
Coal,8,1968,32752494.0,ITA
Coal,8,1969,32906384.0,ITA
Coal,8,1970,32880738.0,ITA
Coal,8,1971,30707984.0,ITA
Coal,8,1972,29121472.0,ITA
Coal,8,1973,29417952.0,ITA
Coal,8,1974,31675280.0,ITA
Coal,8,1975,30605392.0,ITA
Coal,8,1976,30960800.0,ITA
Coal,8,1977,31367826.0,ITA
Coal,8,1978,35540800.0,ITA
Coal,8,1979,40128130.0,ITA
Coal,8,1980,44913310.0,ITA
Coal,8,1981,47771230.0,ITA
Coal,8,1982,49841884.0,ITA
Coal,8,1983,44480960.0,ITA
Coal,8,1984,54659550.0,ITA
Coal,8,1985,59397104.0,ITA
Coal,8,1986,53285020.0,ITA
Coal,8,1987,55623716.0,ITA
Coal,8,1988,52692480.0,ITA
Coal,8,1989,52157040.0,ITA
Coal,8,1990,69580090.0,ITA
Coal,8,1991,65966188.0,ITA
Coal,8,1992,58065030.0,ITA
Coal,8,1993,52079080.0,ITA
Coal,8,1994,54772144.0,ITA
Coal,8,1995,58416932.0,ITA
Coal,8,1996,53524420.0,ITA
Coal,8,1997,54146180.0,ITA
Coal,8,1998,54867124.0,ITA
Coal,8,1999,53939636.0,ITA
Coal,8,2000,56032190.0,ITA
Coal,8,2001,59024470.0,ITA
Coal,8,2002,60015668.0,ITA
Coal,8,2003,65125830.0,ITA
Coal,8,2004,72217310.0,ITA
Coal,8,2005,71264930.0,ITA
Coal,8,2006,70786904.0,ITA
Coal,8,2007,70675250.0,ITA
Coal,8,2008,68138770.0,ITA
Coal,8,2009,52387804.0,ITA
Coal,8,2010,58218056.0,ITA
Coal,8,2011,65439040.0,ITA
Coal,8,2012,66958990.0,ITA
Coal,8,2013,57781948.0,ITA
Coal,8,2014,55837156.0,ITA
Coal,8,2015,53062916.0,ITA
Coal,8,2016,48558932.0,ITA
Coal,8,2017,42039750.0,ITA
Coal,8,2018,39424356.0,ITA
Coal,8,2019,30657924.0,ITA
Coal,8,2020,22269892.0,ITA
Coal,8,2021,23999726.0,ITA
Coal,132,1950,43382.0,JAM
Coal,132,1951,65952.0,JAM
Coal,132,1952,25648.0,JAM
Coal,132,1953,29312.0,JAM
Coal,132,1954,36640.0,JAM
Coal,132,1955,40304.0,JAM
Coal,132,1956,32976.0,JAM
Coal,132,1957,3664.0,JAM
Coal,132,1958,3654.0,JAM
Coal,132,1959,3664.0,JAM
Coal,132,1960,0.0,JAM
Coal,132,1961,3664.0,JAM
Coal,132,1962,3664.0,JAM
Coal,132,1963,3664.0,JAM
Coal,132,1964,3661.0,JAM
Coal,132,1965,3660.0,JAM
Coal,132,1966,3660.0,JAM
Coal,132,1967,3664.0,JAM
Coal,132,1968,3664.0,JAM
Coal,132,1969,3661.0,JAM
Coal,132,1970,3667.0,JAM
Coal,132,1971,3664.0,JAM
Coal,132,1972,3664.0,JAM
Coal,132,1973,3664.0,JAM
Coal,132,1974,3662.0,JAM
Coal,132,1975,3664.0,JAM
Coal,132,1976,3662.0,JAM
Coal,132,1977,0.0,JAM
Coal,132,1978,0.0,JAM
Coal,132,1979,3662.0,JAM
Coal,132,1980,3664.0,JAM
Coal,132,1981,3664.0,JAM
Coal,132,1982,0.0,JAM
Coal,132,1983,0.0,JAM
Coal,132,1984,0.0,JAM
Coal,132,1985,0.0,JAM
Coal,132,1986,0.0,JAM
Coal,132,1987,0.0,JAM
Coal,132,1988,0.0,JAM
Coal,132,1989,0.0,JAM
Coal,132,1990,139164.0,JAM
Coal,132,1991,135568.0,JAM
Coal,132,1992,175872.0,JAM
Coal,132,1993,146560.0,JAM
Coal,132,1994,139232.0,JAM
Coal,132,1995,146560.0,JAM
Coal,132,1996,168608.0,JAM
Coal,132,1997,179471.0,JAM
Coal,132,1998,186864.0,JAM
Coal,132,1999,190528.0,JAM
Coal,132,2000,190528.0,JAM
Coal,132,2001,139280.0,JAM
Coal,132,2002,234412.0,JAM
Coal,132,2003,227090.0,JAM
Coal,132,2004,175872.0,JAM
Coal,132,2005,153888.0,JAM
Coal,132,2006,73303.0,JAM
Coal,132,2007,95264.0,JAM
Coal,132,2008,128240.01,JAM
Coal,132,2009,135568.0,JAM
Coal,132,2010,113584.0,JAM
Coal,132,2011,212512.0,JAM
Coal,132,2012,194192.0,JAM
Coal,132,2013,234598.0,JAM
Coal,132,2014,274800.0,JAM
Coal,132,2015,267596.0,JAM
Coal,132,2016,256480.02,JAM
Coal,132,2017,216176.0,JAM
Coal,132,2018,230832.0,JAM
Coal,132,2019,267598.0,JAM
Coal,132,2020,364765.0,JAM
Coal,132,2021,370658.0,JAM
Coal,14,1868,10992.0,JPN
Coal,14,1869,18320.0,JPN
Coal,14,1870,18320.0,JPN
Coal,14,1871,22442.0,JPN
Coal,14,1872,29312.0,JPN
Coal,14,1873,29312.0,JPN
Coal,14,1874,575248.0,JPN
Coal,14,1875,1410640.0,JPN
Coal,14,1876,1374000.0,JPN
Coal,14,1877,1260416.0,JPN
Coal,14,1878,1747728.0,JPN
Coal,14,1879,2147370.0,JPN
Coal,14,1880,2198400.0,JPN
Coal,14,1881,2330304.0,JPN
Coal,14,1882,2311984.0,JPN
Coal,14,1883,2480216.0,JPN
Coal,14,1884,2777312.0,JPN
Coal,14,1885,3165896.0,JPN
Coal,14,1886,3355971.0,JPN
Coal,14,1887,4265067.0,JPN
Coal,14,1888,4880448.0,JPN
Coal,14,1889,5884384.0,JPN
Coal,14,1890,6331622.0,JPN
Coal,14,1891,7727376.0,JPN
Coal,14,1892,7734704.0,JPN
Coal,14,1893,8068127.5,JPN
Coal,14,1894,10438541.0,JPN
Coal,14,1895,11750448.0,JPN
Coal,14,1896,12311040.0,JPN
Coal,14,1897,12871632.0,JPN
Coal,14,1898,16484497.0,JPN
Coal,14,1899,16575935.0,JPN
Coal,14,1900,18429920.0,JPN
Coal,14,1901,22189012.0,JPN
Coal,14,1902,23764878.0,JPN
Coal,14,1903,24841920.0,JPN
Coal,14,1904,27721824.0,JPN
Coal,14,1905,28843008.0,JPN
Coal,14,1906,31609328.0,JPN
Coal,14,1907,33598880.0,JPN
Coal,14,1908,36116196.0,JPN
Coal,14,1909,36903810.0,JPN
Coal,14,1910,38596576.0,JPN
Coal,14,1911,43352380.0,JPN
Coal,14,1912,48562708.0,JPN
Coal,14,1913,53476080.0,JPN
Coal,14,1914,56876344.0,JPN
Coal,14,1915,51578130.0,JPN
Coal,14,1916,57290304.0,JPN
Coal,14,1917,66204750.0,JPN
Coal,14,1918,70440400.0,JPN
Coal,14,1919,78175100.0,JPN
Coal,14,1920,73250690.0,JPN
Coal,14,1921,65834756.0,JPN
Coal,14,1922,70495410.0,JPN
Coal,14,1923,75090020.0,JPN
Coal,14,1924,78537880.0,JPN
Coal,14,1925,81153940.0,JPN
Coal,14,1926,81802500.0,JPN
Coal,14,1927,88668830.0,JPN
Coal,14,1928,89643420.0,JPN
Coal,14,1929,91863810.0,JPN
Coal,14,1930,83370660.0,JPN
Coal,14,1931,75137780.0,JPN
Coal,14,1932,75353820.0,JPN
Coal,14,1933,88273090.0,JPN
Coal,14,1934,98033864.0,JPN
Coal,14,1935,102441780.0,JPN
Coal,14,1936,112613176.0,JPN
Coal,14,1937,121267540.0,JPN
Coal,14,1938,127833410.0,JPN
Coal,14,1939,124151080.0,JPN
Coal,14,1940,150125070.0,JPN
Coal,14,1941,150832320.0,JPN
Coal,14,1942,144816020.0,JPN
Coal,14,1943,147948590.0,JPN
Coal,14,1944,136484050.0,JPN
Coal,14,1945,75306190.0,JPN
Coal,14,1946,51592784.0,JPN
Coal,14,1947,68795260.0,JPN
Coal,14,1948,86583980.0,JPN
Coal,14,1949,96103060.0,JPN
Coal,14,1950,95729330.0,JPN
Coal,14,1951,111000880.0,JPN
Coal,14,1952,113939870.0,JPN
Coal,14,1953,119178930.0,JPN
Coal,14,1954,113008750.0,JPN
Coal,14,1955,108890420.0,JPN
Coal,14,1956,121380990.0,JPN
Coal,14,1957,136038020.0,JPN
Coal,14,1958,126484940.0,JPN
Coal,14,1959,125847410.0,JPN
Coal,14,1960,139144060.0,JPN
Coal,14,1961,160866340.0,JPN
Coal,14,1962,154214100.0,JPN
Coal,14,1963,155338940.0,JPN
Coal,14,1964,160206770.0,JPN
Coal,14,1965,165748370.0,JPN
Coal,14,1966,170450770.0,JPN
Coal,14,1967,181498540.0,JPN
Coal,14,1968,200119060.0,JPN
Coal,14,1969,221022240.0,JPN
Coal,14,1970,229263800.0,JPN
Coal,14,1971,206384850.0,JPN
Coal,14,1972,200215620.0,JPN
Coal,14,1973,214385170.0,JPN
Coal,14,1974,229190530.0,JPN
Coal,14,1975,213421570.0,JPN
Coal,14,1976,208382670.0,JPN
Coal,14,1977,204520020.0,JPN
Coal,14,1978,174739120.0,JPN
Coal,14,1979,190938370.0,JPN
Coal,14,1980,224299090.0,JPN
Coal,14,1981,247357620.0,JPN
Coal,14,1982,242630080.0,JPN
Coal,14,1983,229795090.0,JPN
Coal,14,1984,260175970.0,JPN
Coal,14,1985,271788200.0,JPN
Coal,14,1986,257465600.0,JPN
Coal,14,1987,250394100.0,JPN
Coal,14,1988,278511600.0,JPN
Coal,14,1989,277104640.0,JPN
Coal,14,1990,317934300.0,JPN
Coal,14,1991,317799420.0,JPN
Coal,14,1992,312155870.0,JPN
Coal,14,1993,317625440.0,JPN
Coal,14,1994,325337800.0,JPN
Coal,14,1995,335293200.0,JPN
Coal,14,1996,344117340.0,JPN
Coal,14,1997,349675400.0,JPN
Coal,14,1998,327404670.0,JPN
Coal,14,1999,345281250.0,JPN
Coal,14,2000,372149800.0,JPN
Coal,14,2001,381227620.0,JPN
Coal,14,2002,398394140.0,JPN
Coal,14,2003,411820480.0,JPN
Coal,14,2004,419813950.0,JPN
Coal,14,2005,430348300.0,JPN
Coal,14,2006,427482800.0,JPN
Coal,14,2007,444982460.0,JPN
Coal,14,2008,426290800.0,JPN
Coal,14,2009,411271550.0,JPN
Coal,14,2010,445976930.0,JPN
Coal,14,2011,430475970.0,JPN
Coal,14,2012,450013500.0,JPN
Coal,14,2013,481216130.0,JPN
Coal,14,2014,472934050.0,JPN
Coal,14,2015,465830300.0,JPN
Coal,14,2016,456551200.0,JPN
Coal,14,2017,458482140.0,JPN
Coal,14,2018,441964060.0,JPN
Coal,14,2019,432250100.0,JPN
Coal,14,2020,399366940.0,JPN
Coal,14,2021,418820480.0,JPN
Coal,130,1950,0.0,JOR
Coal,130,1951,0.0,JOR
Coal,130,1952,0.0,JOR
Coal,130,1953,0.0,JOR
Coal,130,1954,0.0,JOR
Coal,130,1955,0.0,JOR
Coal,130,1956,0.0,JOR
Coal,130,1957,0.0,JOR
Coal,130,1958,0.0,JOR
Coal,130,1959,0.0,JOR
Coal,130,1960,0.0,JOR
Coal,130,1961,0.0,JOR
Coal,130,1962,0.0,JOR
Coal,130,1963,0.0,JOR
Coal,130,1964,0.0,JOR
Coal,130,1965,0.0,JOR
Coal,130,1966,0.0,JOR
Coal,130,1967,0.0,JOR
Coal,130,1968,0.0,JOR
Coal,130,1969,0.0,JOR
Coal,130,1970,0.0,JOR
Coal,130,1971,0.0,JOR
Coal,130,1972,0.0,JOR
Coal,130,1973,0.0,JOR
Coal,130,1974,0.0,JOR
Coal,130,1975,0.0,JOR
Coal,130,1976,0.0,JOR
Coal,130,1977,0.0,JOR
Coal,130,1978,0.0,JOR
Coal,130,1979,0.0,JOR
Coal,130,1980,0.0,JOR
Coal,130,1981,0.0,JOR
Coal,130,1982,0.0,JOR
Coal,130,1983,0.0,JOR
Coal,130,1984,0.0,JOR
Coal,130,1985,0.0,JOR
Coal,130,1986,0.0,JOR
Coal,130,1987,0.0,JOR
Coal,130,1988,0.0,JOR
Coal,130,1989,0.0,JOR
Coal,130,1990,0.0,JOR
Coal,130,1991,0.0,JOR
Coal,130,1992,0.0,JOR
Coal,130,1993,0.0,JOR
Coal,130,1994,0.0,JOR
Coal,130,1995,0.0,JOR
Coal,130,1996,0.0,JOR
Coal,130,1997,0.0,JOR
Coal,130,1998,0.0,JOR
Coal,130,1999,0.0,JOR
Coal,130,2000,0.0,JOR
Coal,130,2001,0.0,JOR
Coal,130,2002,0.0,JOR
Coal,130,2003,0.0,JOR
Coal,130,2004,0.0,JOR
Coal,130,2005,0.0,JOR
Coal,130,2006,0.0,JOR
Coal,130,2007,0.0,JOR
Coal,130,2008,0.0,JOR
Coal,130,2009,0.0,JOR
Coal,130,2010,0.0,JOR
Coal,130,2011,0.0,JOR
Coal,130,2012,0.0,JOR
Coal,130,2013,831728.0,JOR
Coal,130,2014,1315376.0,JOR
Coal,130,2015,681504.0,JOR
Coal,130,2016,853841.0,JOR
Coal,130,2017,578912.0,JOR
Coal,130,2018,791424.0,JOR
Coal,130,2019,784096.0,JOR
Coal,130,2020,617038.0,JOR
Coal,130,2021,542521.0,JOR
Coal,131,1830,1215.0,KAZ
Coal,131,1831,1458.0,KAZ
Coal,131,1832,972.0,KAZ
Coal,131,1833,1215.0,KAZ
Coal,131,1850,7535.0,KAZ
Coal,131,1855,22847.0,KAZ
Coal,131,1858,32083.002,KAZ
Coal,131,1859,34028.0,KAZ
Coal,131,1860,44637.0,KAZ
Coal,131,1861,56792.0,KAZ
Coal,131,1862,51200.0,KAZ
Coal,131,1863,53410.0,KAZ
Coal,131,1864,59751.0,KAZ
Coal,131,1865,56965.0,KAZ
Coal,131,1866,181796.0,KAZ
Coal,131,1867,208335.0,KAZ
Coal,131,1868,171867.0,KAZ
Coal,131,1869,234213.0,KAZ
Coal,131,1870,254388.98,KAZ
Coal,131,1871,344767.0,KAZ
Coal,131,1872,353784.0,KAZ
Coal,131,1873,329015.0,KAZ
Coal,131,1874,397453.0,KAZ
Coal,131,1875,453688.0,KAZ
Coal,131,1876,557819.0,KAZ
Coal,131,1877,559834.0,KAZ
Coal,131,1878,735145.0,KAZ
Coal,131,1879,745267.0,KAZ
Coal,131,1880,876331.0,KAZ
Coal,131,1881,903541.0,KAZ
Coal,131,1882,948999.0,KAZ
Coal,131,1883,1083254.0,KAZ
Coal,131,1884,1053408.0,KAZ
Coal,131,1885,1117921.0,KAZ
Coal,131,1886,1143819.0,KAZ
Coal,131,1887,1162658.0,KAZ
Coal,131,1888,1200469.0,KAZ
Coal,131,1889,1322888.0,KAZ
Coal,131,1890,1469562.0,KAZ
Coal,131,1891,1566201.0,KAZ
Coal,131,1892,1667844.0,KAZ
Coal,131,1893,1949373.0,KAZ
Coal,131,1894,2050759.1,KAZ
Coal,131,1895,2228079.0,KAZ
Coal,131,1896,2288950.0,KAZ
Coal,131,1897,2660731.0,KAZ
Coal,131,1898,2976939.0,KAZ
Coal,131,1899,3546560.0,KAZ
Coal,131,1900,3980495.0,KAZ
Coal,131,1901,3960100.0,KAZ
