Code,PerCapitaConsumption,MaxGrowth,ProjectedGrowth,Year,PerCapitaConsumptionForecast,Population,ConsumptionForecast
SGP,146.54882678372545,146.54882678372545,0.0,2023,146.54882678372545,6014723.0,881.4505990790894
SVK,33.88770173154626,33.88770173154626,0.0,2023,33.88770173154626,5795199.000000003,196.38597518695525
SVN,34.39107547536516,34.39107547536516,0.0,2023,34.39107547536516,2119674.5,72.89788571270691
SWE,59.92681590623569,59.92681590623569,0.0,2023,59.92681590623569,10612086.0,635.948524103141
THA,19.61677666157704,53.34242480509948,0.4323801044041339,2023,20.049156765981174,71801279.0,1439.555098668952
TKM,71.36741717030642,230.5018807480836,2.040185430484323,2023,73.40760260079075,6516100.000000001,478.33127930701266
TTO,107.26862495244262,107.26862495244262,0.0,2023,107.26862495244262,1534937.0,164.6505813786274
TUR,22.82415145568366,32.91793467338546,0.3492964606783912,2023,23.17344791636205,85816199.0,1988.6572179066611
TWN,55.60654891459647,55.60654891459647,0.0,2023,55.60654891459647,23923276.500000004,1330.2908448946664
UKR,16.30912693773943,81.14302742025666,0.8312038523399645,2023,17.140330790079393,36744633.5,629.8151729502327
USA,78.7542755087688,78.7542755087688,0.0,2023,78.7542755087688,339996563.5,26776.183033913603
UZB,16.929813160161515,96.9761148098401,1.0262346365343409,2023,17.956047796695856,35163943.499999985,631.4054502063123
VEN,21.68315000315088,58.14674998392439,0.4674820510355578,2023,22.15063205418644,28838499.0,638.7909803440236
VNM,12.983017095485774,54.23444082145499,0.5288644067431951,2023,13.51188150222897,98858950.0,1335.7704178347785
ZAF,22.35089835672792,78.94369870815477,0.7255487224541903,2023,23.07644707918211,60414494.49999999,1394.1518851447886
ARE,148.57421560580497,148.57421560580497,0.0,2024,148.57421560580497,9591853.500000006,1425.1021099682957
ARG,21.9944250664212,45.88680619064837,0.306312578515733,2024,22.607050223452664,46057866.49999999,1041.2325011505777
AUS,63.45883675635106,63.45883675635106,0.0,2024,63.45883675635106,26699482.000000004,1694.3180697171338
AUT,42.68537969803404,42.68537969803404,0.0,2024,42.68537969803404,8977139.0,383.1925868170296
AZE,18.74792384718434,60.39190625078557,0.5338972103025799,2024,19.8157182677895,10462903.5,207.3299480190687
BEL,58.39579089785198,58.39579089785198,0.0,2024,58.39579089785198,11715774.5,684.1519179083864
BGD,2.912047918417104,22.13543244323354,0.2464536477540568,2024,3.4049552139252177,174701211.00000006,594.8497992734998
BGR,34.17553100117327,63.30332751637208,0.373433288656395,2024,34.922397578486056,6618615.0,231.1379044489315
BLR,31.13270147225139,80.21263365646267,0.7412547969583665,2024,32.61521106616812,9455036.499999996,308.3780110858234
BRA,17.29974937753321,54.56612100387059,0.4777739952094536,2024,18.25529736795212,217637297.0,3973.033575092314
CAN,102.1602882297225,102.1602882297225,0.0,2024,102.1602882297225,39107045.999999985,3995.187091173015
CHE,33.35074842640076,33.35074842640076,0.0,2024,33.35074842640076,8851430.999999998,295.2018484946449
CHL,25.34271074799886,25.34271074799886,0.0,2024,25.34271074799886,19658839.5,498.2082830898346
CHN,31.05148215507296,82.06729179535098,0.6540488415420259,2024,32.35957983815701,1425178782.5,46118.186595956155
COL,11.746604967449606,35.80913824901166,0.3084940164302827,2024,12.363593000310171,52340773.5,647.1200208754201
CYP,25.055436817837315,25.055436817837315,0.0,2024,25.055436817837315,1268467.5000000005,31.782007301730065
CZE,44.24216679915524,44.24216679915524,0.0,2024,44.24216679915524,10503733.499999998,464.70792952087464
DEU,40.97748690734608,40.97748690734608,0.0,2024,40.97748690734608,83252474.0,3411.4771633391706
DNK,32.1979252367478,32.1979252367478,0.0,2024,32.1979252367478,5939695.5,191.24587163804733
DZA,15.252127567674703,64.84151244953811,0.6357613446392745,2024,16.523650256953253,46278751.500000015,764.693904114451
ECU,12.150252133214822,53.2670898945975,0.5271389456587523,2024,13.204530024532326,18377366.5,242.66448772108456
EGY,9.960061736315351,37.1003136174952,0.3479519471946135,2024,10.655965630704578,114484251.99999997,1219.9402545689215
ESP,33.61533313318038,33.61533313318038,0.0,2024,33.61533313318038,47473373.0,1595.8332483507309
EST,46.50493340432046,46.50493340432046,0.0,2024,46.50493340432046,1319041.0000000002,61.341913862568276
FIN,58.96615229845878,58.96615229845878,0.0,2024,58.96615229845878,5549885.999999998,327.2554231150841
FRA,36.05179358885938,36.05179358885938,0.0,2024,36.05179358885938,64881830.0,2339.1063428274647
GBR,30.09788523476273,30.09788523476273,0.0,2024,30.09788523476273,67961439.50000001,2045.4956064602711
GRC,30.41034866635641,30.41034866635641,0.0,2024,30.41034866635641,10302720.5,313.30932261701787
HKG,29.152297203915413,29.152297203915413,0.0,2024,29.152297203915413,7496681.500000002,218.54548713109446
HRV,23.46819097313328,23.46819097313328,0.0,2024,23.46819097313328,3986627.0,93.5589237746494
HUN,26.660480776779483,26.660480776779483,0.0,2024,26.660480776779483,9994992.500000004,266.4713054103052
IDN,9.85445424640931,37.804322609308656,0.3583316456781967,2024,10.571117537765703,279798049.0000002,2957.778062816529
IND,7.143405873356667,47.81711813670686,0.5214578495301306,2024,8.18632157241693,1441719852.000001,11802.38232580935
IRL,37.76139605584867,37.76139605584867,0.0,2024,37.76139605584867,5089478.000000002,192.18579447552867
IRN,38.13308620147785,117.4179170893744,1.0164721908704686,2024,40.16603058321879,89809781.5,3607.3024304011974
IRQ,14.39205426027974,74.48235719341999,0.7703884991428236,2024,15.932831258565388,46523657.0,741.2535765123744
ISL,165.8728903441553,165.8728903441553,0.0,2024,165.8728903441553,377689.00000000006,62.648366081193686
ISR,33.64303057131594,33.64303057131594,0.0,2024,33.64303057131594,9311652.0,313.27219290545526
ITA,28.910201002163475,28.910201002163475,0.0,2024,28.910201002163475,58697744.0,1696.9635774135352
JPN,39.98491307403856,39.98491307403856,0.0,2024,39.98491307403856,122631431.99999996,4903.407148664868
KAZ,44.701977802039146,80.62770634501604,0.4605862633714986,2024,45.62315032878215,19828165.0,904.6233525388968
KOR,68.12618318739187,68.12618318739187,0.0,2024,68.12618318739187,51741962.5,3524.9824157501607
KWT,103.88306215481232,103.88306215481232,0.0,2024,103.88306215481232,4349380.000000002,451.82691287489786
LKA,4.347637609372564,16.698447151827388,0.1583437120827541,2024,4.664325033538072,21949267.500000004,102.37851786807363
LTU,23.151077705718613,23.151077705718613,0.0,2024,23.151077705718613,2692798.5000000005,62.34118731934253
LUX,60.33451286984694,60.33451286984694,0.0,2024,60.33451286984694,661594.0,39.916951707613514
LVA,21.43564495412696,21.43564495412696,0.0,2024,21.43564495412696,1810240.0,38.80366192175879
MAR,6.855111800571258,39.76191459393545,0.4218820870944127,2024,7.6988759747600835,38211459.00000001,294.18528365563
MEX,19.00918388715196,44.679483529795405,0.3291064056749159,2024,19.66739669850179,129388467.49999996,2544.7343185337054
MKD,13.875025130176583,39.23700412316212,0.325153576833148,2024,14.52533228384288,2082705.5000000005,30.251989436887133
MYS,39.58699073255799,66.39829970274144,0.6306583978005577,2024,40.84830752815911,34671895.5,1416.288249968196
NLD,56.00077983312925,56.00077983312925,0.0,2024,56.00077983312925,17671125.000000004,989.5967805287063
NOR,96.9263191947326,96.9263191947326,0.0,2024,96.9263191947326,5514477.0,534.4979578940114
NZL,44.93927483494892,44.93927483494892,0.0,2024,44.93927483494892,5269938.500000001,236.82721461477848
OMN,90.7514791562962,90.7514791562962,0.0,2024,90.7514791562962,4713552.999999999,427.76190683159734
PAK,4.242753225394122,37.56493480068901,0.4272074560935242,2024,5.09716813758117,245209815.5,1249.8756585887575
PER,9.835474135025157,36.74207954262873,0.3449564795846612,2024,10.52538709419448,34683444.5,365.0566791225105
PHL,5.066785186778471,28.107314987853663,0.2953914077060922,2024,5.657568002190656,119106224.49999996,673.8515645929365
POL,30.065417880966915,30.065417880966915,0.0,2024,30.065417880966915,40221725.50000001,1209.2829850510432
PRT,25.094378126866623,25.094378126866623,0.0,2024,25.094378126866623,10223348.5,256.5485729817347
QAT,194.0634944726065,194.0634944726065,0.0,2024,194.0634944726065,2737061.5,531.1637192764341
ROU,18.34687143592055,18.34687143592055,0.0,2024,18.34687143592055,19618995.5,359.9471881404038
RUS,55.459425246802105,94.87151538439484,0.5052832068922145,2024,56.46999166058654,143957078.5,8129.2550223774015
SAU,87.70730172993795,87.70730172993795,0.0,2024,87.70730172993795,37473929.5,3286.7372416629228
SGP,146.54882678372545,146.54882678372545,0.0,2024,146.54882678372545,6052709.500000002,887.0174760877096
SVK,33.88770173154626,33.88770173154626,0.0,2024,33.88770173154626,5702832.000000001,193.25586984111743
SVN,34.39107547536516,34.39107547536516,0.0,2024,34.39107547536516,2118965.0,72.87348524465715
SWE,59.92681590623569,59.92681590623569,0.0,2024,59.92681590623569,10673669.499999998,639.6390271705027
THA,19.61677666157704,53.34242480509948,0.4323801044041339,2024,20.481536870385305,71885798.99999999,1472.3316426756066
TKM,71.36741717030642,230.5018807480836,2.040185430484323,2024,75.44778803127507,6598071.000000001,497.8098622233032
TTO,107.26862495244262,107.26862495244262,0.0,2024,107.26862495244262,1538200.4999999998,165.0006525361597
TUR,22.82415145568366,32.91793467338546,0.3492964606783912,2024,23.52274437704044,86260416.49999999,2029.081727186541
TWN,55.60654891459647,55.60654891459647,0.0,2024,55.60654891459647,23950213.499999993,1331.7887185027782
UKR,16.30912693773943,81.14302742025666,0.8312038523399645,2024,17.971534642419357,37937820.5,681.8008553736372
USA,78.7542755087688,78.7542755087688,0.0,2024,78.7542755087688,341814420.00000006,26919.34700555002
UZB,16.929813160161515,96.9761148098401,1.0262346365343409,2024,18.9822824332302,35673803.5,677.170213504556
VEN,21.68315000315088,58.14674998392439,0.4674820510355578,2024,22.618114105222,29395334.000000015,664.8670185731121
VNM,12.983017095485774,54.23444082145499,0.5288644067431951,2024,14.040745908972164,99497680.0,1397.0216434122215
ZAF,22.35089835672792,78.94369870815477,0.7255487224541903,2024,23.801995801636306,61020221.0,1452.4030440569195
ARE,148.57421560580497,148.57421560580497,0.0,2025,148.57421560580497,9665319.499999998,1436.0172632919907
ARG,21.9944250664212,45.88680619064837,0.306312578515733,2025,22.9133628019684,46337520.0,1061.7484071034667
AUS,63.45883675635106,63.45883675635106,0.0,2025,63.45883675635106,26958053.5,1710.7267163254783
AUT,42.68537969803404,42.68537969803404,0.0,2025,42.68537969803404,8994123.0,383.917555305821
AZE,18.74792384718434,60.39190625078557,0.5338972103025799,2025,20.34961547809208,10509534.999999998,213.8649961035504
BEL,58.39579089785198,58.39579089785198,0.0,2025,58.39579089785198,11744520.500000002,685.830563313536
BGD,2.912047918417104,22.13543244323354,0.2464536477540568,2025,3.6514088616792746,176421509.5,644.1870631791344
BGR,34.17553100117327,63.30332751637208,0.373433288656395,2025,35.295830867142456,6565190.000000002,231.72383585065504
BLR,31.13270147225139,80.21263365646267,0.7412547969583665,2025,33.35646586312649,9412539.5,313.96905251707966
BRA,17.29974937753321,54.56612100387059,0.4777739952094536,2025,18.73307136316157,218803058.0,4098.85329999198
CAN,102.1602882297225,102.1602882297225,0.0,2025,102.1602882297225,39431447.0,4028.3279908350264
CHE,33.35074842640076,33.35074842640076,0.0,2025,33.35074842640076,8904609.5,296.97539126983827
CHL,25.34271074799886,25.34271074799886,0.0,2025,25.34271074799886,19690323.000000004,499.00616032366923
CHN,31.05148215507296,82.06729179535098,0.6540488415420259,2025,33.01362867969904,1424381923.5,47024.015920504484
COL,11.746604967449606,35.80913824901166,0.3084940164302827,2025,12.672087016740454,52610721.999999985,666.6876471975411
CYP,25.055436817837315,25.055436817837315,0.0,2025,25.055436817837315,1276508.4999999998,31.983478069182276
CZE,44.24216679915524,44.24216679915524,0.0,2025,44.24216679915524,10509965.000000002,464.9836245832837
DEU,40.97748690734608,40.97748690734608,0.0,2025,40.97748690734608,83199069.49999997,3409.2887811396254
DNK,32.1979252367478,32.1979252367478,0.0,2025,32.1979252367478,5968466.500000002,192.17223814503387
DZA,15.252127567674703,64.84151244953811,0.6357613446392745,2025,17.159411601592527,46922030.49999999,805.1544345319783
ECU,12.150252133214822,53.2670898945975,0.5271389456587523,2025,13.73166897019108,18563370.000000004,254.90605181117604
EGY,9.960061736315351,37.1003136174952,0.3479519471946135,2025,11.003917577899191,116275464.49999996,1279.485627689943
ESP,33.61533313318038,33.61533313318038,0.0,2025,33.61533313318038,47420024.00000001,1594.039903943409
EST,46.50493340432046,46.50493340432046,0.0,2025,46.50493340432046,1314899.9999999995,61.149336933340955
FIN,58.96615229845878,58.96615229845878,0.0,2025,58.96615229845878,5553985.5,327.49715485643173
FRA,36.05179358885938,36.05179358885938,0.0,2025,36.05179358885938,65003383.50000001,2343.4885645194677
GBR,30.09788523476273,30.09788523476273,0.0,2025,30.09788523476273,68180605.49999999,2052.0920395756325
GRC,30.41034866635641,30.41034866635641,0.0,2025,30.41034866635641,10263297.5,312.11045544154405
HKG,29.152297203915413,29.152297203915413,0.0,2025,29.152297203915413,7499790.999999999,218.63613619924996
HRV,23.46819097313328,23.46819097313328,0.0,2025,23.46819097313328,3964391.5,93.03709681426629
HUN,26.660480776779483,26.660480776779483,0.0,2025,26.660480776779483,9870870.0,263.1621398850893
IDN,9.85445424640931,37.804322609308656,0.3583316456781967,2025,10.9294491834439,282004306.0,3082.151731939364
IND,7.143405873356667,47.81711813670686,0.5214578495301306,2025,8.707779421947059,1454606724.0000005,12666.39449827303
IRL,37.76139605584867,37.76139605584867,0.0,2025,37.76139605584867,5120867.000000002,193.3710869363257
IRN,38.13308620147785,117.4179170893744,1.0164721908704686,2025,41.18250277408926,90410659.50000004,3723.337235665991
IRQ,14.39205426027974,74.48235719341999,0.7703884991428236,2025,16.70321975770821,47549546.5,794.2305245688653
ISL,165.8728903441553,165.8728903441553,0.0,2025,165.8728903441553,380009.50000000006,63.0332741232373
ISR,33.64303057131594,33.64303057131594,0.0,2025,33.64303057131594,9448781.5,317.88564486618446
ITA,28.910201002163475,28.910201002163475,0.0,2025,28.910201002163475,58518843.00000001,1691.7915135440473
JPN,39.98491307403856,39.98491307403856,0.0,2025,39.98491307403856,121960407.50000004,4876.576292361822
KAZ,44.701977802039146,80.62770634501604,0.4605862633714986,2025,46.08373659215364,20055853.5,924.2486698248226
KOR,68.12618318739187,68.12618318739187,0.0,2025,68.12618318739187,51690478.99999999,3521.4750413980323
KWT,103.88306215481232,103.88306215481232,0.0,2025,103.88306215481232,4387109.000000002,455.74631692693674
LKA,4.347637609372564,16.698447151827388,0.1583437120827541,2025,4.822668745620827,22000245.5,106.09989636883525
LTU,23.151077705718613,23.151077705718613,0.0,2025,23.151077705718613,2668445.9999999986,61.777400699513976
LUX,60.33451286984694,60.33451286984694,0.0,2025,60.33451286984694,668099.4999999999,40.3094578810883
LVA,21.43564495412696,21.43564495412696,0.0,2025,21.43564495412696,1790796.0,38.38686724127074
MAR,6.855111800571258,39.76191459393545,0.4218820870944127,2025,8.120758061854497,38571289.50000001,313.2281101632488
MEX,19.00918388715196,44.679483529795405,0.3291064056749159,2025,19.996503104176707,130301391.0,2605.572169610043
MKD,13.875025130176583,39.23700412316212,0.325153576833148,2025,14.850485860676027,2082424.5,30.925015593175345
MYS,39.58699073255799,66.39829970274144,0.6306583978005577,2025,41.47896592595966,35028029.99999999,1452.9264628234926
NLD,56.00077983312925,56.00077983312925,0.0,2025,56.00077983312925,17722333.000000007,992.4644684624014
NOR,96.9263191947326,96.9263191947326,0.0,2025,96.9263191947326,5554468.5,538.3741867880876
NZL,44.93927483494892,44.93927483494892,0.0,2025,44.93927483494892,5310695.000000001,238.65878216958907
OMN,90.7514791562962,90.7514791562962,0.0,2025,90.7514791562962,4780705.500000002,433.8560955356408
PAK,4.242753225394122,37.56493480068901,0.4272074560935242,2025,5.524375593674694,249948885.0,1380.811519960203
PER,9.835474135025157,36.74207954262873,0.3449564795846612,2025,10.87034357377914,35015824.49999999,380.63404283415304
PHL,5.066785186778471,28.107314987853663,0.2953914077060922,2025,5.952959409896748,120864358.0,719.5006172772293
POL,30.065417880966915,30.065417880966915,0.0,2025,30.065417880966915,39616729.5,1191.0935274947294
PRT,25.094378126866623,25.094378126866623,0.0,2025,25.094378126866623,10198115.999999998,255.91537908564848
QAT,194.0634944726065,194.0634944726065,0.0,2025,194.0634944726065,2757220.499999999,535.0758452615072
ROU,18.34687143592055,18.34687143592055,0.0,2025,18.34687143592055,19424322.500000007,356.37554763735903
RUS,55.459425246802105,94.87151538439484,0.5052832068922145,2025,56.975274867478745,143494210.0000001,8175.622056641722
SAU,87.70730172993795,87.70730172993795,0.0,2025,87.70730172993795,37989969.00000001,3331.9976737939896
SGP,146.54882678372545,146.54882678372545,0.0,2025,146.54882678372545,6089540.499999999,892.4150159269807
SVK,33.88770173154626,33.88770173154626,0.0,2025,33.88770173154626,5635034.000000002,190.9583514391221
SVN,34.39107547536516,34.39107547536516,0.0,2025,34.39107547536516,2117761.5000000005,72.83209558532256
SWE,59.92681590623569,59.92681590623569,0.0,2025,59.92681590623569,10733866.999999998,643.2464716710183
THA,19.61677666157704,53.34242480509948,0.4323801044041339,2025,20.91391697478944,71953054.00000001,1504.8201974385418
TKM,71.36741717030642,230.5018807480836,2.040185430484323,2025,77.4879734617594,6676965.500000001,517.3845254690831
TTO,107.26862495244262,107.26862495244262,0.0,2025,107.26862495244262,1540942.4999999998,165.2947831057793
TUR,22.82415145568366,32.91793467338546,0.3492964606783912,2025,23.87204083771883,86696476.0,2069.6218155583106
TWN,55.60654891459647,55.60654891459647,0.0,2025,55.60654891459647,23974030.999999996,1333.1131274815518
UKR,16.30912693773943,81.14302742025666,0.8312038523399645,2025,18.80273849475932,38759076.0,728.7767703265021
USA,78.7542755087688,78.7542755087688,0.0,2025,78.7542755087688,343603403.5,27060.237104989654
UZB,16.929813160161515,96.9761148098401,1.0262346365343409,2025,20.008517069764537,36159016.0,723.488288861889
VEN,21.68315000315088,58.14674998392439,0.4674820510355578,2025,23.085596156257555,29926367.99999999,690.8680460715489
VNM,12.983017095485774,54.23444082145499,0.5288644067431951,2025,14.56961031571536,100103979.00000001,1458.475965082554
ZAF,22.35089835672792,78.94369870815477,0.7255487224541903,2025,24.52754452409049,61673081.0,1512.6892401653392
ARE,148.57421560580497,148.57421560580497,0.0,2026,148.57421560580497,9737047.5,1446.6741946289642
ARG,21.9944250664212,45.88680619064837,0.306312578515733,2026,23.21967538048413,46613494.5,1082.3502106399824
AUS,63.45883675635106,63.45883675635106,0.0,2026,63.45883675635106,27214033.500000004,1726.9709093583695
AUT,42.68537969803404,42.68537969803404,0.0,2026,42.68537969803404,9009822.0,384.5876730817004
AZE,18.74792384718434,60.39190625078557,0.5338972103025799,2026,20.88351268839466,10553322.999999996,220.39045477522714
BEL,58.39579089785198,58.39579089785198,0.0,2026,58.39579089785198,11772170.999999998,687.445236129757
BGD,2.912047918417104,22.13543244323354,0.2464536477540568,2026,3.897862509433332,178106135.50000003,694.2332282655032
BGR,34.17553100117327,63.30332751637208,0.373433288656395,2026,35.66926415579885,6511162.499999999,232.2483751738316
BLR,31.13270147225139,80.21263365646267,0.7412547969583665,2026,34.09772066008486,9371048.0,319.53137699624693
BRA,17.29974937753321,54.56612100387059,0.4777739952094536,2026,19.210845358371024,219927144.0,4224.986353492196
CAN,102.1602882297225,102.1602882297225,0.0,2026,102.1602882297225,39753765.5,4061.2561416967983
CHE,33.35074842640076,33.35074842640076,0.0,2026,33.35074842640076,8956124.500000004,298.6934550750244
CHL,25.34271074799886,25.34271074799886,0.0,2026,25.34271074799886,19726828.0,499.9312959795249
CHN,31.05148215507296,82.06729179535098,0.6540488415420259,2026,33.66767752124107,1423255202.0000005,47917.69717136483
COL,11.746604967449606,35.80913824901166,0.3084940164302827,2026,12.980581033170736,52902741.00000001,686.708316427344
CYP,25.055436817837315,25.055436817837315,0.0,2026,25.055436817837315,1284246.4999999995,32.1773570392787
CZE,44.24216679915524,44.24216679915524,0.0,2026,44.24216679915524,10514272.5,465.174197716771
DEU,40.97748690734608,40.97748690734608,0.0,2026,40.97748690734608,83134876.5,3406.6583133225836
DNK,32.1979252367478,32.1979252367478,0.0,2026,32.1979252367478,5996995.499999999,193.09081275411296
DZA,15.252127567674703,64.84151244953811,0.6357613446392745,2026,17.7951729462318,47538087.0,845.9484796980137
ECU,12.150252133214822,53.2670898945975,0.5271389456587523,2026,14.258807915849832,18749868.49999999,267.35077338894325
EGY,9.960061736315351,37.1003136174952,0.3479519471946135,2026,11.351869525093806,118058995.50000001,1340.1903131796369
ESP,33.61533313318038,33.61533313318038,0.0,2026,33.61533313318038,47360679.000000015,1592.0450019986208
EST,46.50493340432046,46.50493340432046,0.0,2026,46.50493340432046,1310378.0,60.93904162448664
FIN,58.96615229845878,58.96615229845878,0.0,2026,58.96615229845878,5557511.499999999,327.70506950943604
FRA,36.05179358885938,36.05179358885938,0.0,2026,36.05179358885938,65121251.49999999,2347.737917326199
GBR,30.09788523476273,30.09788523476273,0.0,2026,30.09788523476273,68393799.50000001,2058.5087281203732
GRC,30.41034866635641,30.41034866635641,0.0,2026,30.41034866635641,10223279.500000002,310.8934941086138
