Code,PerCapitaConsumption,MaxGrowth,ProjectedGrowth,Year,PerCapitaConsumptionForecast
BGD,2.912047918417104,22.13543244323354,0.24645364775405687,2024,3.4049552139252177
BGR,34.17553100117327,63.30332751637208,0.373433288656395,2024,34.922397578486056
BLR,31.13270147225139,80.21263365646267,0.7412547969583665,2024,32.61521106616812
BRA,17.29974937753321,54.56612100387059,0.47777399520945363,2024,18.255297367952117
CAN,102.1602882297225,102.1602882297225,0.0,2024,102.1602882297225
CHE,33.35074842640076,33.35074842640076,0.0,2024,33.35074842640076
CHL,25.34271074799886,25.34271074799886,0.0,2024,25.34271074799886
CHN,31.05148215507296,82.06729179535098,0.6540488415420259,2024,32.35957983815701
COL,11.746604967449606,35.80913824901166,0.30849401643028274,2024,12.363593000310171
CYP,25.055436817837315,25.055436817837315,0.0,2024,25.055436817837315
CZE,44.24216679915524,44.24216679915524,0.0,2024,44.24216679915524
DEU,40.97748690734608,40.97748690734608,0.0,2024,40.97748690734608
DNK,32.1979252367478,32.1979252367478,0.0,2024,32.1979252367478
DZA,15.252127567674703,64.84151244953811,0.6357613446392745,2024,16.523650256953253
ECU,12.150252133214822,53.2670898945975,0.5271389456587523,2024,13.204530024532326
EGY,9.960061736315351,37.1003136174952,0.3479519471946135,2024,10.655965630704578
ESP,33.61533313318038,33.61533313318038,0.0,2024,33.61533313318038
EST,46.50493340432046,46.50493340432046,0.0,2024,46.50493340432046
FIN,58.96615229845878,58.96615229845878,0.0,2024,58.96615229845878
FRA,36.05179358885938,36.05179358885938,0.0,2024,36.05179358885938
GBR,30.09788523476273,30.09788523476273,0.0,2024,30.09788523476273
GRC,30.41034866635641,30.41034866635641,0.0,2024,30.41034866635641
HKG,29.152297203915413,29.152297203915413,0.0,2024,29.152297203915413
HRV,23.46819097313328,23.46819097313328,0.0,2024,23.46819097313328
HUN,26.660480776779483,26.660480776779483,0.0,2024,26.660480776779483
IDN,9.85445424640931,37.804322609308656,0.35833164567819675,2024,10.571117537765703
IND,7.143405873356667,47.81711813670686,0.5214578495301306,2024,8.18632157241693
IRL,37.76139605584867,37.76139605584867,0.0,2024,37.76139605584867
IRN,38.13308620147785,117.4179170893744,1.0164721908704686,2024,40.16603058321879
IRQ,14.39205426027974,74.48235719341999,0.7703884991428236,2024,15.932831258565388
ISL,165.8728903441553,165.8728903441553,0.0,2024,165.8728903441553
ISR,33.64303057131594,33.64303057131594,0.0,2024,33.64303057131594
ITA,28.910201002163475,28.910201002163475,0.0,2024,28.910201002163475
JPN,39.98491307403856,39.98491307403856,0.0,2024,39.98491307403856
KAZ,44.701977802039146,80.62770634501604,0.4605862633714986,2024,45.623150328782145
KOR,68.12618318739187,68.12618318739187,0.0,2024,68.12618318739187
KWT,103.88306215481232,103.88306215481232,0.0,2024,103.88306215481232
LKA,4.347637609372564,16.698447151827388,0.15834371208275416,2024,4.664325033538072
LTU,23.151077705718613,23.151077705718613,0.0,2024,23.151077705718613
LUX,60.33451286984694,60.33451286984694,0.0,2024,60.33451286984694
LVA,21.435644954126957,21.43564495412696,0.0,2024,21.435644954126957
MAR,6.855111800571258,39.76191459393545,0.4218820870944127,2024,7.6988759747600835
MEX,19.00918388715196,44.679483529795405,0.32910640567491595,2024,19.66739669850179
MKD,13.875025130176583,39.23700412316212,0.325153576833148,2024,14.525332283842879
MYS,39.58699073255799,66.39829970274144,0.6306583978005577,2024,40.84830752815911
NLD,56.00077983312925,56.00077983312925,0.0,2024,56.00077983312925
NOR,96.9263191947326,96.9263191947326,0.0,2024,96.9263191947326
NZL,44.93927483494892,44.93927483494892,0.0,2024,44.93927483494892
OMN,90.7514791562962,90.7514791562962,0.0,2024,90.7514791562962
PAK,4.242753225394122,37.56493480068901,0.42720745609352423,2024,5.09716813758117
PER,9.835474135025157,36.74207954262873,0.3449564795846612,2024,10.52538709419448
PHL,5.066785186778471,28.107314987853663,0.2953914077060922,2024,5.657568002190656
POL,30.065417880966915,30.065417880966915,0.0,2024,30.065417880966915
PRT,25.094378126866623,25.094378126866623,0.0,2024,25.094378126866623
QAT,194.0634944726065,194.0634944726065,0.0,2024,194.0634944726065
ROU,18.34687143592055,18.34687143592055,0.0,2024,18.34687143592055
RUS,55.459425246802105,94.87151538439484,0.5052832068922145,2024,56.46999166058654
SAU,87.70730172993795,87.70730172993795,0.0,2024,87.70730172993795
SGP,146.54882678372545,146.54882678372545,0.0,2024,146.54882678372545
SVK,33.88770173154626,33.88770173154626,0.0,2024,33.88770173154626
SVN,34.39107547536516,34.39107547536516,0.0,2024,34.39107547536516
SWE,59.92681590623569,59.92681590623569,0.0,2024,59.92681590623569
THA,19.61677666157704,53.34242480509948,0.43238010440413394,2024,20.481536870385305
TKM,71.36741717030642,230.5018807480836,2.040185430484323,2024,75.44778803127507
TTO,107.26862495244262,107.26862495244262,0.0,2024,107.26862495244262
TUR,22.82415145568366,32.91793467338546,0.3492964606783912,2024,23.52274437704044
TWN,55.60654891459647,55.60654891459647,0.0,2024,55.60654891459647
UKR,16.30912693773943,81.14302742025666,0.8312038523399645,2024,17.971534642419357
USA,78.7542755087688,78.7542755087688,0.0,2024,78.7542755087688
UZB,16.929813160161515,96.9761148098401,1.0262346365343409,2024,18.982282433230196
VEN,21.68315000315088,58.14674998392439,0.4674820510355578,2024,22.618114105222
VNM,12.983017095485774,54.23444082145499,0.5288644067431951,2024,14.040745908972164
ZAF,22.35089835672792,78.94369870815477,0.7255487224541903,2024,23.801995801636302
ARE,148.57421560580497,148.57421560580497,0.0,2025,148.57421560580497
ARG,21.994425066421197,45.88680619064837,0.306312578515733,2025,22.913362801968397
AUS,63.45883675635106,63.45883675635106,0.0,2025,63.45883675635106
AUT,42.68537969803404,42.68537969803404,0.0,2025,42.68537969803404
AZE,18.74792384718434,60.39190625078557,0.5338972103025799,2025,20.34961547809208
BEL,58.39579089785198,58.39579089785198,0.0,2025,58.39579089785198
BGD,2.912047918417104,22.13543244323354,0.24645364775405687,2025,3.6514088616792746
BGR,34.17553100117327,63.30332751637208,0.373433288656395,2025,35.295830867142456
BLR,31.13270147225139,80.21263365646267,0.7412547969583665,2025,33.35646586312649
BRA,17.29974937753321,54.56612100387059,0.47777399520945363,2025,18.73307136316157
CAN,102.1602882297225,102.1602882297225,0.0,2025,102.1602882297225
CHE,33.35074842640076,33.35074842640076,0.0,2025,33.35074842640076
CHL,25.34271074799886,25.34271074799886,0.0,2025,25.34271074799886
CHN,31.05148215507296,82.06729179535098,0.6540488415420259,2025,33.01362867969904
COL,11.746604967449606,35.80913824901166,0.30849401643028274,2025,12.672087016740454
CYP,25.055436817837315,25.055436817837315,0.0,2025,25.055436817837315
CZE,44.24216679915524,44.24216679915524,0.0,2025,44.24216679915524
DEU,40.97748690734608,40.97748690734608,0.0,2025,40.97748690734608
DNK,32.1979252367478,32.1979252367478,0.0,2025,32.1979252367478
DZA,15.252127567674703,64.84151244953811,0.6357613446392745,2025,17.159411601592527
ECU,12.150252133214822,53.2670898945975,0.5271389456587523,2025,13.731668970191079
EGY,9.960061736315351,37.1003136174952,0.3479519471946135,2025,11.003917577899191
ESP,33.61533313318038,33.61533313318038,0.0,2025,33.61533313318038
EST,46.50493340432046,46.50493340432046,0.0,2025,46.50493340432046
FIN,58.96615229845878,58.96615229845878,0.0,2025,58.96615229845878
FRA,36.05179358885938,36.05179358885938,0.0,2025,36.05179358885938
GBR,30.09788523476273,30.09788523476273,0.0,2025,30.09788523476273
GRC,30.41034866635641,30.41034866635641,0.0,2025,30.41034866635641
HKG,29.152297203915413,29.152297203915413,0.0,2025,29.152297203915413
HRV,23.46819097313328,23.46819097313328,0.0,2025,23.46819097313328
HUN,26.660480776779483,26.660480776779483,0.0,2025,26.660480776779483
IDN,9.85445424640931,37.804322609308656,0.35833164567819675,2025,10.9294491834439
IND,7.143405873356667,47.81711813670686,0.5214578495301306,2025,8.707779421947059
IRL,37.76139605584867,37.76139605584867,0.0,2025,37.76139605584867
IRN,38.13308620147785,117.4179170893744,1.0164721908704686,2025,41.18250277408926
IRQ,14.39205426027974,74.48235719341999,0.7703884991428236,2025,16.70321975770821
ISL,165.8728903441553,165.8728903441553,0.0,2025,165.8728903441553
ISR,33.64303057131594,33.64303057131594,0.0,2025,33.64303057131594
ITA,28.910201002163475,28.910201002163475,0.0,2025,28.910201002163475
JPN,39.98491307403856,39.98491307403856,0.0,2025,39.98491307403856
KAZ,44.701977802039146,80.62770634501604,0.4605862633714986,2025,46.08373659215364
KOR,68.12618318739187,68.12618318739187,0.0,2025,68.12618318739187
KWT,103.88306215481232,103.88306215481232,0.0,2025,103.88306215481232
LKA,4.347637609372564,16.698447151827388,0.15834371208275416,2025,4.822668745620827
LTU,23.151077705718613,23.151077705718613,0.0,2025,23.151077705718613
LUX,60.33451286984694,60.33451286984694,0.0,2025,60.33451286984694
LVA,21.435644954126957,21.43564495412696,0.0,2025,21.435644954126957
MAR,6.855111800571258,39.76191459393545,0.4218820870944127,2025,8.120758061854497
MEX,19.00918388715196,44.679483529795405,0.32910640567491595,2025,19.996503104176707
MKD,13.875025130176583,39.23700412316212,0.325153576833148,2025,14.850485860676027
MYS,39.58699073255799,66.39829970274144,0.6306583978005577,2025,41.47896592595966
NLD,56.00077983312925,56.00077983312925,0.0,2025,56.00077983312925
NOR,96.9263191947326,96.9263191947326,0.0,2025,96.9263191947326
NZL,44.93927483494892,44.93927483494892,0.0,2025,44.93927483494892
OMN,90.7514791562962,90.7514791562962,0.0,2025,90.7514791562962
PAK,4.242753225394122,37.56493480068901,0.42720745609352423,2025,5.524375593674694
PER,9.835474135025157,36.74207954262873,0.3449564795846612,2025,10.87034357377914
PHL,5.066785186778471,28.107314987853663,0.2953914077060922,2025,5.9529594098967475
POL,30.065417880966915,30.065417880966915,0.0,2025,30.065417880966915
PRT,25.094378126866623,25.094378126866623,0.0,2025,25.094378126866623
QAT,194.0634944726065,194.0634944726065,0.0,2025,194.0634944726065
ROU,18.34687143592055,18.34687143592055,0.0,2025,18.34687143592055
RUS,55.459425246802105,94.87151538439484,0.5052832068922145,2025,56.975274867478745
SAU,87.70730172993795,87.70730172993795,0.0,2025,87.70730172993795
SGP,146.54882678372545,146.54882678372545,0.0,2025,146.54882678372545
SVK,33.88770173154626,33.88770173154626,0.0,2025,33.88770173154626
SVN,34.39107547536516,34.39107547536516,0.0,2025,34.39107547536516
SWE,59.92681590623569,59.92681590623569,0.0,2025,59.92681590623569
THA,19.61677666157704,53.34242480509948,0.43238010440413394,2025,20.91391697478944
TKM,71.36741717030642,230.5018807480836,2.040185430484323,2025,77.4879734617594
TTO,107.26862495244262,107.26862495244262,0.0,2025,107.26862495244262
TUR,22.82415145568366,32.91793467338546,0.3492964606783912,2025,23.87204083771883
TWN,55.60654891459647,55.60654891459647,0.0,2025,55.60654891459647
UKR,16.30912693773943,81.14302742025666,0.8312038523399645,2025,18.80273849475932
USA,78.7542755087688,78.7542755087688,0.0,2025,78.7542755087688
UZB,16.929813160161515,96.9761148098401,1.0262346365343409,2025,20.008517069764537
VEN,21.68315000315088,58.14674998392439,0.4674820510355578,2025,23.085596156257555
VNM,12.983017095485774,54.23444082145499,0.5288644067431951,2025,14.569610315715359
ZAF,22.35089835672792,78.94369870815477,0.7255487224541903,2025,24.52754452409049
ARE,148.57421560580497,148.57421560580497,0.0,2026,148.57421560580497
ARG,21.994425066421197,45.88680619064837,0.306312578515733,2026,23.21967538048413
AUS,63.45883675635106,63.45883675635106,0.0,2026,63.45883675635106
AUT,42.68537969803404,42.68537969803404,0.0,2026,42.68537969803404
AZE,18.74792384718434,60.39190625078557,0.5338972103025799,2026,20.88351268839466
BEL,58.39579089785198,58.39579089785198,0.0,2026,58.39579089785198
BGD,2.912047918417104,22.13543244323354,0.24645364775405687,2026,3.8978625094333315
BGR,34.17553100117327,63.30332751637208,0.373433288656395,2026,35.66926415579885
BLR,31.13270147225139,80.21263365646267,0.7412547969583665,2026,34.09772066008486
BRA,17.29974937753321,54.56612100387059,0.47777399520945363,2026,19.210845358371024
CAN,102.1602882297225,102.1602882297225,0.0,2026,102.1602882297225
CHE,33.35074842640076,33.35074842640076,0.0,2026,33.35074842640076
CHL,25.34271074799886,25.34271074799886,0.0,2026,25.34271074799886
CHN,31.05148215507296,82.06729179535098,0.6540488415420259,2026,33.66767752124107
COL,11.746604967449606,35.80913824901166,0.30849401643028274,2026,12.980581033170736
CYP,25.055436817837315,25.055436817837315,0.0,2026,25.055436817837315
CZE,44.24216679915524,44.24216679915524,0.0,2026,44.24216679915524
DEU,40.97748690734608,40.97748690734608,0.0,2026,40.97748690734608
DNK,32.1979252367478,32.1979252367478,0.0,2026,32.1979252367478
DZA,15.252127567674703,64.84151244953811,0.6357613446392745,2026,17.7951729462318
ECU,12.150252133214822,53.2670898945975,0.5271389456587523,2026,14.258807915849832
EGY,9.960061736315351,37.1003136174952,0.3479519471946135,2026,11.351869525093806
ESP,33.61533313318038,33.61533313318038,0.0,2026,33.61533313318038
EST,46.50493340432046,46.50493340432046,0.0,2026,46.50493340432046
FIN,58.96615229845878,58.96615229845878,0.0,2026,58.96615229845878
FRA,36.05179358885938,36.05179358885938,0.0,2026,36.05179358885938
GBR,30.09788523476273,30.09788523476273,0.0,2026,30.09788523476273
GRC,30.41034866635641,30.41034866635641,0.0,2026,30.41034866635641
HKG,29.152297203915413,29.152297203915413,0.0,2026,29.152297203915413
HRV,23.46819097313328,23.46819097313328,0.0,2026,23.46819097313328
HUN,26.660480776779483,26.660480776779483,0.0,2026,26.660480776779483
IDN,9.85445424640931,37.804322609308656,0.35833164567819675,2026,11.287780829122097
IND,7.143405873356667,47.81711813670686,0.5214578495301306,2026,9.22923727147719
IRL,37.76139605584867,37.76139605584867,0.0,2026,37.76139605584867
IRN,38.13308620147785,117.4179170893744,1.0164721908704686,2026,42.198974964959724
IRQ,14.39205426027974,74.48235719341999,0.7703884991428236,2026,17.473608256851037
ISL,165.8728903441553,165.8728903441553,0.0,2026,165.8728903441553
ISR,33.64303057131594,33.64303057131594,0.0,2026,33.64303057131594
ITA,28.910201002163475,28.910201002163475,0.0,2026,28.910201002163475
JPN,39.98491307403856,39.98491307403856,0.0,2026,39.98491307403856
KAZ,44.701977802039146,80.62770634501604,0.4605862633714986,2026,46.54432285552514
KOR,68.12618318739187,68.12618318739187,0.0,2026,68.12618318739187
KWT,103.88306215481232,103.88306215481232,0.0,2026,103.88306215481232
LKA,4.347637609372564,16.698447151827388,0.15834371208275416,2026,4.981012457703581
LTU,23.151077705718613,23.151077705718613,0.0,2026,23.151077705718613
LUX,60.33451286984694,60.33451286984694,0.0,2026,60.33451286984694
LVA,21.435644954126957,21.43564495412696,0.0,2026,21.435644954126957
MAR,6.855111800571258,39.76191459393545,0.4218820870944127,2026,8.542640148948909
MEX,19.00918388715196,44.679483529795405,0.32910640567491595,2026,20.325609509851624
MKD,13.875025130176583,39.23700412316212,0.325153576833148,2026,15.175639437509176
MYS,39.58699073255799,66.39829970274144,0.6306583978005577,2026,42.10962432376022
NLD,56.00077983312925,56.00077983312925,0.0,2026,56.00077983312925
NOR,96.9263191947326,96.9263191947326,0.0,2026,96.9263191947326
NZL,44.93927483494892,44.93927483494892,0.0,2026,44.93927483494892
OMN,90.7514791562962,90.7514791562962,0.0,2026,90.7514791562962
PAK,4.242753225394122,37.56493480068901,0.42720745609352423,2026,5.951583049768218
PER,9.835474135025157,36.74207954262873,0.3449564795846612,2026,11.215300053363801
PHL,5.066785186778471,28.107314987853663,0.2953914077060922,2026,6.24835081760284
POL,30.065417880966915,30.065417880966915,0.0,2026,30.065417880966915
PRT,25.094378126866623,25.094378126866623,0.0,2026,25.094378126866623
QAT,194.0634944726065,194.0634944726065,0.0,2026,194.0634944726065
ROU,18.34687143592055,18.34687143592055,0.0,2026,18.34687143592055
RUS,55.459425246802105,94.87151538439484,0.5052832068922145,2026,57.48055807437096
SAU,87.70730172993795,87.70730172993795,0.0,2026,87.70730172993795
SGP,146.54882678372545,146.54882678372545,0.0,2026,146.54882678372545
SVK,33.88770173154626,33.88770173154626,0.0,2026,33.88770173154626
SVN,34.39107547536516,34.39107547536516,0.0,2026,34.39107547536516
SWE,59.92681590623569,59.92681590623569,0.0,2026,59.92681590623569
THA,19.61677666157704,53.34242480509948,0.43238010440413394,2026,21.346297079193572
TKM,71.36741717030642,230.5018807480836,2.040185430484323,2026,79.52815889224371
TTO,107.26862495244262,107.26862495244262,0.0,2026,107.26862495244262
TUR,22.82415145568366,32.91793467338546,0.3492964606783912,2026,24.221337298397223
TWN,55.60654891459647,55.60654891459647,0.0,2026,55.60654891459647
UKR,16.30912693773943,81.14302742025666,0.8312038523399645,2026,19.633942347099286
USA,78.7542755087688,78.7542755087688,0.0,2026,78.7542755087688
UZB,16.929813160161515,96.9761148098401,1.0262346365343409,2026,21.034751706298877
VEN,21.68315000315088,58.14674998392439,0.4674820510355578,2026,23.55307820729311
VNM,12.983017095485774,54.23444082145499,0.5288644067431951,2026,15.098474722458555
ZAF,22.35089835672792,78.94369870815477,0.7255487224541903,2026,25.253093246544683
ARE,148.57421560580497,148.57421560580497,0.0,2027,148.57421560580497
ARG,21.994425066421197,45.88680619064837,0.306312578515733,2027,23.525987958999863
AUS,63.45883675635106,63.45883675635106,0.0,2027,63.45883675635106
AUT,42.68537969803404,42.68537969803404,0.0,2027,42.68537969803404
AZE,18.74792384718434,60.39190625078557,0.5338972103025799,2027,21.417409898697237
BEL,58.39579089785198,58.39579089785198,0.0,2027,58.39579089785198
BGD,2.912047918417104,22.13543244323354,0.24645364775405687,2027,4.144316157187388
BGR,34.17553100117327,63.30332751637208,0.373433288656395,2027,36.04269744445524
BLR,31.13270147225139,80.21263365646267,0.7412547969583665,2027,34.838975457043226
BRA,17.29974937753321,54.56612100387059,0.47777399520945363,2027,19.688619353580478
CAN,102.1602882297225,102.1602882297225,0.0,2027,102.1602882297225
CHE,33.35074842640076,33.35074842640076,0.0,2027,33.35074842640076
CHL,25.34271074799886,25.34271074799886,0.0,2027,25.34271074799886
CHN,31.05148215507296,82.06729179535098,0.6540488415420259,2027,34.32172636278309
COL,11.746604967449606,35.80913824901166,0.30849401643028274,2027,13.28907504960102
CYP,25.055436817837315,25.055436817837315,0.0,2027,25.055436817837315
CZE,44.24216679915524,44.24216679915524,0.0,2027,44.24216679915524
DEU,40.97748690734608,40.97748690734608,0.0,2027,40.97748690734608
DNK,32.1979252367478,32.1979252367478,0.0,2027,32.1979252367478
DZA,15.252127567674703,64.84151244953811,0.6357613446392745,2027,18.430934290871075
ECU,12.150252133214822,53.2670898945975,0.5271389456587523,2027,14.785946861508585
EGY,9.960061736315351,37.1003136174952,0.3479519471946135,2027,11.699821472288418
ESP,33.61533313318038,33.61533313318038,0.0,2027,33.61533313318038
EST,46.50493340432046,46.50493340432046,0.0,2027,46.50493340432046
FIN,58.96615229845878,58.96615229845878,0.0,2027,58.96615229845878
FRA,36.05179358885938,36.05179358885938,0.0,2027,36.05179358885938
GBR,30.09788523476273,30.09788523476273,0.0,2027,30.09788523476273
GRC,30.41034866635641,30.41034866635641,0.0,2027,30.41034866635641
HKG,29.152297203915413,29.152297203915413,0.0,2027,29.152297203915413
HRV,23.46819097313328,23.46819097313328,0.0,2027,23.46819097313328
HUN,26.660480776779483,26.660480776779483,0.0,2027,26.660480776779483
IDN,9.85445424640931,37.804322609308656,0.35833164567819675,2027,11.646112474800294
IND,7.143405873356667,47.81711813670686,0.5214578495301306,2027,9.75069512100732
IRL,37.76139605584867,37.76139605584867,0.0,2027,37.76139605584867
IRN,38.13308620147785,117.4179170893744,1.0164721908704686,2027,43.21544715583019
IRQ,14.39205426027974,74.48235719341999,0.7703884991428236,2027,18.24399675599386
ISL,165.8728903441553,165.8728903441553,0.0,2027,165.8728903441553
ISR,33.64303057131594,33.64303057131594,0.0,2027,33.64303057131594
ITA,28.910201002163475,28.910201002163475,0.0,2027,28.910201002163475
JPN,39.98491307403856,39.98491307403856,0.0,2027,39.98491307403856
KAZ,44.701977802039146,80.62770634501604,0.4605862633714986,2027,47.00490911889664
KOR,68.12618318739187,68.12618318739187,0.0,2027,68.12618318739187
KWT,103.88306215481232,103.88306215481232,0.0,2027,103.88306215481232
LKA,4.347637609372564,16.698447151827388,0.15834371208275416,2027,5.139356169786335
LTU,23.151077705718613,23.151077705718613,0.0,2027,23.151077705718613
LUX,60.33451286984694,60.33451286984694,0.0,2027,60.33451286984694
LVA,21.435644954126957,21.43564495412696,0.0,2027,21.435644954126957
MAR,6.855111800571258,39.76191459393545,0.4218820870944127,2027,8.964522236043322
MEX,19.00918388715196,44.679483529795405,0.32910640567491595,2027,20.654715915526538
MKD,13.875025130176583,39.23700412316212,0.325153576833148,2027,15.500793014342323
MYS,39.58699073255799,66.39829970274144,0.6306583978005577,2027,42.74028272156078
NLD,56.00077983312925,56.00077983312925,0.0,2027,56.00077983312925
NOR,96.9263191947326,96.9263191947326,0.0,2027,96.9263191947326
NZL,44.93927483494892,44.93927483494892,0.0,2027,44.93927483494892
OMN,90.7514791562962,90.7514791562962,0.0,2027,90.7514791562962
PAK,4.242753225394122,37.56493480068901,0.42720745609352423,2027,6.378790505861742
PER,9.835474135025157,36.74207954262873,0.3449564795846612,2027,11.560256532948463
PHL,5.066785186778471,28.107314987853663,0.2953914077060922,2027,6.543742225308932
