Code,Year,ConsumptionTotal,GDP 2015 PPP,IntensidadeEnergetica
DZA,1980,177.14293605,171479386210.7276,1.033027584040408
DZA,1981,215.1861721,176623761089.47992,1.2183308223800298
DZA,1982,248.1121068,187927689067.0084,1.3202530613332448
DZA,1983,270.96666247,198075789960.5176,1.3679948595636635
DZA,1984,260.19619900000004,209168027323.8659,1.243957799521265
DZA,1985,262.296576,216907238592.9458,1.2092569049400566
DZA,1986,277.49052626,217774869722.4517,1.2742082069141143
DZA,1987,285.1680978,216250451021.67117,1.3186936556789994
DZA,1988,305.4218282,214087934637.8727,1.4266185935074647
DZA,1989,297.0682694,223507808387.5229,1.329118081122859
DZA,1990,314.97371858,225295872151.3529,1.3980447825000624
DZA,1991,312.09507274000003,222592320366.3915,1.4020927237125034
DZA,1992,320.22688584,226598987259.7072,1.4131876303268072
DZA,1993,297.9949619,221840406809.91525,1.3432853202227404
DZA,1994,301.92110028,219843850796.6356,1.3733433943498798
DZA,1995,313.14482886,228197905672.69327,1.3722511078131763
DZA,1996,309.92471348,237554016313.7276,1.3046494363231285
DZA,1997,297.85976416,240167110349.00244,1.240218794851471
DZA,1998,308.3489828,252415641644.53387,1.2215922150903575
DZA,1999,311.4341749,260492946098.9561,1.195557037393605
DZA,2000,299.9456272,270391678054.91345,1.1093005130841507
DZA,2001,310.81294719999994,278503428394.2292,1.1160112067275372
DZA,2002,321.95051761,294099620373.52844,1.0946988547659426
DZA,2003,336.92209235,315274793044.5677,1.068661687464409
DZA,2004,349.77778373,328831609144.7587,1.0636987868645569
DZA,2005,366.2715139,348232674075.439,1.0518011122088249
DZA,2006,379.22004,354152629554.7222,1.0707813760321223
DZA,2007,399.63976226,366193818947.30255,1.0913339919522522
DZA,2008,423.55692636,374982470599.75793,1.1295379372869099
DZA,2009,448.8592975,380982190125.62335,1.1781634657304982
DZA,2010,438.994893,394697548973.1511,1.1122311099779902
DZA,2011,464.4882545,406143777886.2219,1.1436547345805277
DZA,2012,507.6718554,419952666346.2709,1.2088787524958837
DZA,2013,536.9768133,431711341003.9665,1.243833002050012
DZA,2014,585.61326077,448116371955.0703,1.3068329956681781
DZA,2015,617.5181099,464696677723.6257,1.3288627603816519
DZA,2016,616.9958338,479566971418.8649,1.2865686558324334
DZA,2017,623.7946668,485801342039.0456,1.2840529920764676
DZA,2018,669.6197807,491630958148.48846,1.3620374583851025
DZA,2019,694.3488705,496547267720.9056,1.3983540251605466
DZA,2020,648.8988244,471223357078.9015,1.3770514866294044
DZA,2021,703.0685334,487244951218.3406,1.442946779934814
DZA,2022,684.8697159000001,502836797680.8245,1.3620119272470605
ECU,1965,8.6569279,28349942478.245106,0.30535962838877245
ECU,1966,9.11249197,28253687154.788296,0.3225239920041962
ECU,1967,9.8596407,29559310929.18636,0.33355448385181263
ECU,1968,11.6420345,30123727762.610973,0.3864738983084916
ECU,1969,12.3693951,31530276300.392548,0.3923021473759176
ECU,1970,14.7730256,33697014605.26515,0.43840754954273364
ECU,1971,16.2313542,35817435034.27853,0.45316908328209515
ECU,1972,16.9592212,37614625233.54484,0.4508677434562266
ECU,1973,18.1519582,42862122035.08838,0.4234964891644934
ECU,1974,21.1877808,47666327110.00536,0.44450206434203304
ECU,1975,21.4583011,52896349927.408806,0.40566695300238764
ECU,1976,23.6247382,56809192175.304245,0.4158611889269217
ECU,1977,28.09342496,57720890014.696434,0.48671156929228004
ECU,1978,29.3839595,61014920164.28826,0.4815864614897635
ECU,1979,30.5980394,63293246815.19042,0.48343292435831325
ECU,1980,38.81812447,65640592680.2653,0.5913737656069425
ECU,1981,43.05505467,69324909954.70233,0.6210618188776971
ECU,1982,47.3123854,69751150942.4794,0.6783025765268931
ECU,1983,46.3387842,69516181097.55066,0.6665898999108383
ECU,1984,51.570739,71341170817.03984,0.7228748618698353
ECU,1985,60.9682809,74148446895.68434,0.822246229725798
ECU,1986,63.9058324,76717529319.49188,0.833001700743812
ECU,1987,65.8654059,76518755191.94675,0.860774665436952
ECU,1988,76.0712458,81026067437.24477,0.9388490421174357
ECU,1989,78.44753800000001,81841009754.20035,0.9585358029624484
ECU,1990,80.9821034165,84852688573.08565,0.9543846491882008
ECU,1991,89.4386981387,88494007973.68315,1.010675187921173
ECU,1992,88.9794055276,90365046231.11935,0.9846661871895089
ECU,1993,92.23142243605,92148145660.22426,1.0009037270932482
ECU,1994,100.322726694,96072044504.24985,1.0442447354137667
ECU,1995,94.818202611,98236114165.1149,0.9652071788144013
ECU,1996,107.9135053053,99937315630.49055,1.079811926350921
ECU,1997,120.22122825,104262467500.07211,1.1530633326888877
ECU,1998,120.844044167,107668231658.03378,1.1223741888026364
ECU,1999,110.230704138,102565418785.56715,1.0747355730927068
ECU,2000,104.128819389,103685229632.3579,1.004278234790191
ECU,2001,105.482952971,107848844714.92816,0.9780628920951188
ECU,2002,104.109366228,112267171012.05257,0.92733579451132
ECU,2003,106.6074197,115324068368.37994,0.9244160495575274
ECU,2004,114.05593611,124793351744.83556,0.9139584322024599
ECU,2005,120.724794944,131396552682.36896,0.9187820569070309
ECU,2006,127.685669056,137182634612.88087,0.9307713721661593
ECU,2007,134.252555955,140187022069.71463,0.9576675071122956
ECU,2008,143.2850988,149098894146.8087,0.9610071196028844
ECU,2009,139.80512177999998,149943526846.06458,0.932385176744089
ECU,2010,155.19421344,155229484002.13095,0.9997727843884963
ECU,2011,164.64429227600002,167443158551.4259,0.983284678217735
ECU,2012,173.93343016,176890238040.20178,0.9832845050526203
ECU,2013,179.50915512,185640133594.9177,0.966973852279723
ECU,2014,188.56315488,192673794231.4038,0.9786652908985285
ECU,2015,188.04612588,192864295837.3601,0.9750178230945182
ECU,2016,187.40383772,190499039001.1244,0.9837521422819036
ECU,2017,194.656301225,195010792573.6275,0.998182196257196
ECU,2018,205.89234507,197525050990.57343,1.0423606729245998
ECU,2019,210.9068729,197548961601.1457,1.0676182308962177
ECU,2020,182.47685762,182164624659.42795,1.0017140153372577
ECU,2021,212.2116016,189879754187.3014,1.1176104714706445
ECU,2022,218.71668865,195476780141.87552,1.1188883328815684
EGY,1965,91.67500757,89606680344.0091,1.023082288263
EGY,1966,96.462743,94128595187.62094,1.024797435972847
EGY,1967,82.5848024,94886578997.87589,0.870352828315675
EGY,1968,89.11757600000001,93361948705.8016,0.954538516337354
EGY,1969,73.375167,98291009138.73744,0.7465094482490376
EGY,1970,91.43162765,103793846066.8584,0.8808964222320529
EGY,1971,93.99038495,108005121867.47374,0.8702400712563398
EGY,1972,104.2900044,111305413450.52054,0.9369715377443061
EGY,1973,98.5727354,115208705261.8538,0.8556014510878974
EGY,1974,112.0373227,117004738206.11012,0.9575451765264433
EGY,1975,124.2882197,127463963937.29936,0.97508516023508
EGY,1976,148.624036,144390782499.9848,1.0293180314333128
EGY,1977,161.271434,157390348565.48996,1.0246589798541246
EGY,1978,170.3538016,170971196038.74997,0.9963888979368779
EGY,1979,186.081698,178746435388.65125,1.041037252549398
EGY,1980,211.6622084,196641329179.03088,1.0763871932908542
EGY,1981,241.095341,211091623236.17963,1.142135994331953
EGY,1982,268.99861,232004831599.71,1.1594526206424756
EGY,1983,290.812441,243824101610.8765,1.1927140880605522
EGY,1984,317.112343,267586619987.8933,1.18508295748998
EGY,1985,328.849426,283083914581.6,1.16166765068952
EGY,1986,336.316543,296514903229.47784,1.134231498440802
EGY,1987,356.6302,307879585931.5304,1.1583431195055307
EGY,1988,361.876839,324693876859.5504,1.114516979809057
EGY,1989,381.467714,340671635904.5713,1.1197519071028752
EGY,1990,391.323456,359977596841.4516,1.0870772498999552
EGY,1991,396.432676,364028801252.2444,1.0890145907035038
EGY,1992,392.62603600000006,380311296925.6905,1.0323806817569128
EGY,1993,392.912818,391343332032.9542,1.0040105090302487
EGY,1994,413.22751,406892076434.774,1.0155703045897027
EGY,1995,437.82059,425781873337.7592,1.0282743757216992
EGY,1996,461.276805,447022983796.9119,1.0318861036674656
EGY,1997,480.500347,471575071844.4816,1.018926520268785
EGY,1998,500.30726,497867728002.78485,1.0048999600898043
EGY,1999,536.888763,528005846137.03503,1.016823519905989
EGY,2000,568.5334315,561639838769.8254,1.0122740451341092
EGY,2001,593.3138204999999,581495222249.0752,1.020324497603288
EGY,2002,610.2438040000001,595394144462.037,1.0249408894529528
EGY,2003,645.9916380000001,614407786974.5469,1.0514053560111563
EGY,2004,682.0538299999998,639549793602.6626,1.0664593075042785
EGY,2005,699.4165740000002,668148826142.1421,1.0467975795727975
EGY,2006,736.6443069999999,713875850697.0254,1.0318941399694967
EGY,2007,784.579371,764474139036.105,1.0262994271974262
EGY,2008,831.8381339999999,819182076214.7107,1.015449627320669
EGY,2009,861.67132,857467368086.4172,1.0049027544021467
EGY,2010,895.1117599999999,901603227348.7046,0.9928000841702909
EGY,2011,938.079136,917512664989.7622,1.0224154627995976
EGY,2012,975.215481,937938330090.2172,1.0397437120478883
EGY,2013,968.1440965,958436653898.2428,1.0101284133513406
EGY,2014,955.8867033,986383822150.17,0.9690818947296895
EGY,2015,971.7203579999998,1029508711035.9084,0.943868029074022
EGY,2016,1025.582719,1074257784048.514,0.9546895858970886
EGY,2017,1065.9024230000002,1119174876108.724,0.9524002421373613
EGY,2018,1067.152084,1178839304390.021,0.9052566198173954
EGY,2019,1047.689018,1244289559733.9983,0.841997756715063
EGY,2020,983.734654,1288463890164.942,0.7634941588266535
EGY,2021,1053.1912619999996,1330862675782.9995,0.7913598308558509
EGY,2022,1105.468278,1418537854129.6553,0.7793012183508213
ESP,1965,337.40661,414435341342.5928,0.8141357078934129
ESP,1966,381.802651,444465576120.19183,0.8590151217847148
ESP,1967,411.542196,463756886271.2097,0.8874093478351628
ESP,1968,433.01932361,494351021447.9498,0.8759349223992502
ESP,1969,490.208264,538382943825.9596,0.910519676786914
ESP,1970,528.7605361999999,561475173294.7311,0.941734490408967
ESP,1971,582.20066,587580813738.7083,0.9908435510266665
ESP,1972,629.562468,635467156483.9493,0.9907081138282267
ESP,1973,689.237797,684960295827.5033,1.0062448892272347
ESP,1974,717.3674279999999,723446747099.0135,0.9915967289598142
ESP,1975,736.828973,727369298615.9491,1.013005325358179
ESP,1976,787.318674,751400064202.6614,1.0478022447808188
ESP,1977,816.259861,772729113569.7035,1.0563337742371341
ESP,1978,819.629201,784034165506.7876,1.0453998525309216
ESP,1979,882.751769,784359904376.0591,1.1254422415972545
ESP,1980,887.0162370000002,801684282046.3453,1.1064408481800843
ESP,1981,894.2173720000001,800622303288.0798,1.1169028995664174
ESP,1982,893.79997,810601752904.7026,1.1026375982992458
ESP,1983,914.973546,824950342121.468,1.1091256034236263
ESP,1984,929.5847,839673127815.1826,1.1070792540649312
ESP,1985,922.282868,859165601632.0791,1.073463446683646
ESP,1986,941.69213,887117022638.5114,1.0615196258991497
ESP,1987,976.36172,936326491662.2256,1.0427577652606
ESP,1988,1019.78525,984025998755.0972,1.0363397423341885
ESP,1989,1068.3876799999998,1031525231586.4496,1.0357358669325587
ESP,1990,1068.754485,1070531260212.7312,0.9983402864738594
ESP,1991,1106.518494,1097786992357.446,1.0079537302804102
ESP,1992,1159.128172,1107987797228.078,1.0461560812310957
ESP,1993,1121.50131,1096558994742.237,1.022745985740262
ESP,1994,1174.69164,1122692137456.1038,1.046316795859746
ESP,1995,1219.409871,1153650306301.1758,1.057001297827989
ESP,1996,1266.568275,1184343883398.4731,1.069426112427401
ESP,1997,1336.4450499999998,1228194152048.4724,1.0881382619930071
ESP,1998,1400.882185,1282149958363.477,1.0926040092752267
ESP,1999,1443.70375,1339725586635.0044,1.0776115380659095
ESP,2000,1527.636946,1410006838302.6577,1.0834252036954257
ESP,2001,1597.85305,1465462446238.2776,1.0903404956582532
ESP,2002,1615.074994,1505483468430.4866,1.0727949046718965
ESP,2003,1706.86955,1550376026713.717,1.1009390758047242
ESP,2004,1769.3298399999996,1598790138533.6443,1.1066679718344825
ESP,2005,1781.447144,1657179300444.7104,1.0749875668383873
ESP,2006,1807.19997,1725168159302.3362,1.0475500375168283
ESP,2007,1846.8264,1787355959474.8535,1.0332728577147103
ESP,2008,1795.81494,1803211005178.501,0.9958983917260593
ESP,2009,1664.8059500000004,1735354244852.444,0.9593464590519716
ESP,2010,1709.882305,1738181475619.5544,0.9837190931922298
ESP,2011,1677.6293200000002,1724025990291.5771,0.973088183964251
ESP,2012,1668.32588,1673013403698.2312,0.9971981553238788
ESP,2013,1584.89083,1649535306148.4485,0.9608104925626668
ESP,2014,1555.55113,1672559113626.251,0.9300425421899932
ESP,2015,1574.9621499999998,1736760610926.34,0.9068389391673033
ESP,2016,1589.97429,1789519475668.716,0.8884923084761908
ESP,2017,1608.1109800000002,1842771293467.9216,0.87265901400802
ESP,2018,1637.0802199999998,1884868840138.0825,0.8685380038857611
ESP,2019,1591.38432,1922264001275.9385,0.8278698029738314
ESP,2020,1439.447086,1707599054603.699,0.8429654971518288
ESP,2021,1542.928777,1816939586715.4329,0.8491910178418343
ESP,2022,1598.699174,1921788768753.8308,0.8318807977198578
EST,1995,62.165733222,18289381481.66261,3.399006865504387
EST,1996,66.012533727,19193428258.6643,3.439330005946208
EST,1997,65.027553638,21698173476.33423,2.996913712987145
EST,1998,58.33113139,22639836344.12097,2.5764820250190197
EST,1999,53.736972555,22543611344.208687,2.383689628716239
EST,2000,55.48695975000001,24817728446.343533,2.2357791475542985
EST,2001,57.842793246,26307704018.77608,2.1987016884756265
EST,2002,57.60587597000001,28089095451.93756,2.0508270217731916
EST,2003,62.82409823,30223941194.37704,2.07862031711761
EST,2004,64.10208279,32280380501.794216,1.985790805236545
EST,2005,64.46617837000001,35355547376.458984,1.823368131840152
EST,2006,63.6812202,38808222831.41883,1.6409208037334857
EST,2007,73.75527774,41749552573.30826,1.7666124112466288
EST,2008,67.8539862,39606965135.4168,1.713183172909265
EST,2009,58.7173097,33812840409.084377,1.73653881157599
EST,2010,73.14867550000001,34639315872.60791,2.1117240239101993
EST,2011,72.9633815,37155198682.814575,1.9637462343526053
EST,2012,73.48275100000001,38354642990.08746,1.9158762869723804
EST,2013,77.46261949999999,38914018086.75181,1.9906096391102817
EST,2014,74.15771730000002,40085861824.88648,1.8499718834524526
EST,2015,68.619947,40828660880.23111,1.680680813933459
EST,2016,70.76303460000001,42117035737.151474,1.680152303253856
EST,2017,78.48455200000001,44556473262.69189,1.7614623926197688
EST,2018,77.87433200000001,46242579702.41851,1.6840395259334362
EST,2019,62.7627585,47971916545.30167,1.3083229318288916
EST,2020,58.78594699999999,47707590681.77164,1.2322137035199565
EST,2021,61.62568300000001,51530620772.9931,1.195904145449334
EST,2022,61.668425,50867209717.32932,1.212341414885805
FIN,1965,115.403603,67597410119.15032,1.7072192972568665
FIN,1966,131.36514300000002,69201377024.19188,1.8983024420753436
FIN,1967,138.252184,70702236476.43922,1.9554145793686608
FIN,1968,150.03086,72330714007.35164,2.0742344667681696
FIN,1969,164.920468,79269607558.87778,2.0805006241200923
FIN,1970,181.708522,83085437825.99294,2.187008057664146
FIN,1971,186.581376,85043696255.16884,2.1939471614706525
FIN,1972,196.710648,91622239049.31017,2.1469749052316036
FIN,1973,216.778522,98020978492.02042,2.2115523159937367
FIN,1974,207.9393227,101193459847.32562,2.054869188322307
FIN,1975,211.251298,103019898860.81712,2.050587316974623
FIN,1976,224.039867,103374681349.04776,2.1672605330073282
FIN,1977,236.942099,103622274905.64464,2.2865942599286924
FIN,1978,245.921193,106647742146.48083,2.305920294704663
FIN,1979,265.846283,114243115819.01102,2.32702234260807
FIN,1980,264.662746,120399732030.3616,2.198200457234067
FIN,1981,267.2303423,121984046644.11984,2.1906991090369905
FIN,1982,263.89351639999995,125775419005.21529,2.098132675583117
FIN,1983,261.3664695,129695312463.29698,2.015234510298629
FIN,1984,272.3400577,133894447213.92165,2.0339906797246443
FIN,1985,285.741128,138646222681.5873,2.0609369838818363
FIN,1986,289.026601,142466804382.90692,2.028729445093648
FIN,1987,304.29982900000005,147559744944.39075,2.062214387227887
FIN,1988,302.308624,155258158653.86923,1.9471351883926655
FIN,1989,303.613634,163156364250.481,1.8608752125285541
FIN,1990,323.248921,164249961948.4734,1.9680304163565403
FIN,1991,330.757886,154581670334.2778,2.1396966748046315
FIN,1992,329.675118,149488729772.79398,2.205350988673655
FIN,1993,332.510808,148499117325.99957,2.239143329519193
FIN,1994,349.05575000000005,154384215194.3625,2.2609549140794947
FIN,1995,332.727395,160894392943.52237,2.0679862667233837
FIN,1996,347.478763,166794679668.80188,2.083272462227068
FIN,1997,352.38078,177359113841.07455,1.9868208200214421
FIN,1998,364.244389,187037920817.7508,1.947436046163701
FIN,1999,357.14920200000006,195229388190.2131,1.829382375833845
FIN,2000,359.109786,206500688395.9104,1.7390246434021663
FIN,2001,366.893646,211890395854.0716,1.7315256055903485
FIN,2002,368.768079,215507680547.4311,1.7111597974756998
FIN,2003,394.927689,219825989406.17023,1.7965468508379878
FIN,2004,393.25395,228601643583.1157,1.720258629098699
FIN,2005,357.547645,234956427642.28305,1.521761496750197
FIN,2006,383.5122290000001,244419085501.30057,1.5690764418556808
FIN,2007,382.19241,257371675330.30023,1.4849824072890305
FIN,2008,368.49552399999993,259389456552.9849,1.42062645450945
FIN,2009,341.28769,238445191238.6562,1.4313045619712679
FIN,2010,371.29062,246041956444.15463,1.509054087221395
FIN,2011,349.9229000000001,252310280856.25848,1.3868753140477523
FIN,2012,340.45875300000006,248784129304.3984,1.3684906426785515
FIN,2013,341.800502,246540851975.1832,1.3863848496573121
FIN,2014,329.82290300000005,245641204296.2792,1.3427018644729711
FIN,2015,328.893339,246976655331.3276,1.3316778403966092
FIN,2016,334.08333,253920299689.41397,1.3157015426046619
FIN,2017,327.21591099999995,262026475788.4217,1.2487894973797102
FIN,2018,333.840987,265012838732.93945,1.259716278638185
FIN,2019,326.982332,268258580618.64764,1.218907261963162
FIN,2020,313.17126,261941184514.9672,1.1955785440151185
FIN,2021,319.789949,269375545788.8194,1.1871528577828057
FIN,2022,326.716443,273777977547.40417,1.1933627603170882
FRA,1965,1309.6559637,821166936471.067,1.5948717678870459
FRA,1966,1340.0718133,864293285847.3728,1.5504827299290693
FRA,1967,1425.243743,906826445508.7286,1.5716830382030156
FRA,1968,1503.6018279999998,947554822234.5564,1.586823044659468
FRA,1969,1656.885328,1014920998700.2816,1.6325264036529195
FRA,1970,1798.842738,1076919272864.277,1.6703598712795127
FRA,1971,1870.349136,1134177337585.6262,1.6490799754309104
FRA,1972,1999.25382,1185344260785.2424,1.6866440292000702
FRA,1973,2170.997402,1260547971580.232,1.7222648014564825
FRA,1974,2131.965725,1314763120597.6687,1.62155881283835
FRA,1975,2008.704563,1302142909954.085,1.5426145222960428
FRA,1976,2138.74335,1358874137110.2766,1.5739083492663712
FRA,1977,2167.122932,1405949776965.351,1.541394271335631
FRA,1978,2264.16373,1461886103556.318,1.5487962601819583
FRA,1979,2330.9042700000005,1513782901715.7605,1.5397876851152787
FRA,1980,2302.4847400000003,1537681677521.8633,1.4973741143295003
FRA,1981,2280.0906,1554119799708.1245,1.467126665800293
FRA,1982,2195.65204,1593056664584.438,1.378263616613257
FRA,1983,2250.29526,1612824344968.8567,1.3952512975264226
FRA,1984,2326.03398,1637238015504.2412,1.4207060659311783
FRA,1985,2401.26166,1663806808955.8704,1.4432334614058486
FRA,1986,2461.0707,1702694572007.9531,1.4453976305907346
FRA,1987,2506.38193,1746315909943.7583,1.4352397041842906
FRA,1988,2539.86076,1829146156701.2368,1.388549925709872
FRA,1989,2572.0367100000003,1908601724381.6184,1.347602633458446
FRA,1990,2657.85307,1964407999761.788,1.3530046051137554
FRA,1991,2825.16248,1984998449952.6975,1.4232567688238364
FRA,1992,2848.8396,2016745377298.0244,1.412592601955925
FRA,1993,2849.3689199999994,2004066777707.3435,1.4217934011458857
FRA,1994,2814.17016,2051330857720.312,1.3718753117804934
FRA,1995,2880.97417,2094544791698.164,1.3754655338090114
FRA,1996,2988.00126,2124140577072.5376,1.4066871525603188
FRA,1997,2947.40886,2173766799653.8235,1.3558992898729434
FRA,1998,3014.92836,2251775886794.8223,1.3389113799826007
FRA,1999,3068.20807,2328817556993.8696,1.3174961090385138
FRA,2000,3107.30925,2420192654831.557,1.2839098754376912
FRA,2001,3145.4203,2468202534897.632,1.2743769020277973
FRA,2002,3113.10917,2496229751724.52,1.24712445553111
FRA,2003,3145.16385,2516777735437.3896,1.2496788276988646
FRA,2004,3170.96819,2587996327114.7715,1.2252599266766175
FRA,2005,3152.40048,2631040399116.795,1.1981573833143035
FRA,2006,3127.13071,2695483092567.334,1.1601373863642155
FRA,2007,3072.35175,2760841448046.807,1.1128316521666157
FRA,2008,3081.91379,2767880101784.032,1.1134563914143383
FRA,2009,2909.97338,2688350220063.274,1.082438351328909
FRA,2010,2997.734510000001,2740757930694.5947,1.0937611368108968
FRA,2011,2882.31218,2800854547180.793,1.0290831356812864
FRA,2012,2881.17468,2809624996095.1416,1.0254659194747695
FRA,2013,2908.42797,2825817614408.694,1.0292341427734333
FRA,2014,2785.74296,2852837603528.6,0.9764814360811803
FRA,2015,2803.13292,2884587185274.8247,0.9717622453255598
FRA,2016,2754.99272,2916186811083.793,0.9447243604315302
FRA,2017,2734.679905,2983008898740.3223,0.9167521780289735
FRA,2018,2785.4278899999995,3038643985600.269,0.916668060884978
FRA,2019,2725.83487,3094645337796.6343,0.8808230257302362
FRA,2020,2454.330138,2861294869876.0527,0.8577690345162915
FRA,2021,2611.230347,3045425192628.908,0.8574271840005049
FRA,2022,2329.9058530000007,3120183016557.417,0.7467208944591491
GBR,1965,2316.2245900000003,910742107162.2986,2.5432277389885063
GBR,1966,2327.499873,925068995021.0168,2.5160284103426482
GBR,1967,2328.214019,950845807985.276,2.4485715764296168
GBR,1968,2411.424298,1002582121761.258,2.405213743253069
GBR,1969,2498.73019,1021872772631.3236,2.44524588277831
GBR,1970,2551.042833,1065904105311.1674,2.393313638899326
GBR,1971,2503.849599,1103261032286.275,2.269498809190516
GBR,1972,2540.698395,1150940306735.7126,2.2074979737271585
GBR,1973,2667.083125,1226025907713.3271,2.175388878995553
GBR,1974,2533.1791729999995,1195566472282.3892,2.1188108162351265
GBR,1975,2388.249101,1177948013103.622,2.027465621939896
GBR,1976,2437.358258,1212229434875.837,2.010641045232207
GBR,1977,2482.948576,1242023010084.0474,1.999116405928727
GBR,1978,2497.192803,1294240893313.7517,1.9294652300826556
GBR,1979,2614.038709,1342762199166.9287,1.9467622119700656
GBR,1980,2381.12557,1315485759953.2942,1.8100732387133869
GBR,1981,2315.1917660000004,1305123101262.607,1.773925972010019
GBR,1982,2285.169003,1331158888912.235,1.7166763652589514
GBR,1983,2294.408953,1387358504497.1536,1.6537967263419098
GBR,1984,2293.41632,1418839128079.3704,1.6164033501842539
GBR,1985,2390.726444,1477684274190.1423,1.6178871804738248
GBR,1986,2457.055568,1524236362257.1543,1.611991177248578
GBR,1987,2452.935812,1606434439841.8733,1.5269442382232858
GBR,1988,2485.687196,1698521906174.4124,1.4634413527220989
GBR,1989,2488.692285,1742303054750.8215,1.42839230994514
GBR,1990,2508.393454,1755087299170.7302,1.4292129258671082
GBR,1991,2561.216555,1735726551051.903,1.4755875880609333
GBR,1992,2545.327408,1742688238344.6548,1.4605753065836702
GBR,1993,2574.725077,1786078230677.118,1.441552241540898
GBR,1994,2543.8229699999997,1854770963053.1455,1.3715024769487458
GBR,1995,2552.5452259999997,1901727643930.538,1.3422243895683905
GBR,1996,2676.29473,1950830680139.8816,1.3718744313617726
GBR,1997,2629.998792,2046907699252.1536,1.2848643800406248
GBR,1998,2651.818857,2116794652171.2708,1.2527520580609632
GBR,1999,2639.6321500000004,2181699304411.2588,1.2098973239175674
GBR,2000,2664.473533,2275920942597.7065,1.1707232369674512
GBR,2001,2692.1745530000003,2334611050119.814,1.1531576332005435
GBR,2002,2631.40952,2376446944329.2056,1.1072872997561334
GBR,2003,2669.3705760000007,2451223571029.322,1.0889951481982014
GBR,2004,2691.21001,2510702426391.565,1.0718952519864586
GBR,2005,2713.48226,2579466609078.7456,1.0519547919130143
GBR,2006,2678.878465,2641019785395.165,1.0143348716333718
GBR,2007,2604.62797,2710223251415.999,0.9610381612065245
GBR,2008,2559.3294760000003,2704105546461.211,0.9464606436495517
GBR,2009,2430.0167,2579312227375.4,0.9421180864453481
GBR,2010,2481.532944,2637054997040.232,0.941024342224646
GBR,2011,2342.04277,2667251954448.0044,0.8780733166562409
GBR,2012,2379.61317,2707605789463.269,0.8788624914529056
GBR,2013,2371.5957,2756134809547.033,0.8604788458768343
GBR,2014,2240.11187,2844214882519.365,0.7876028930752732
GBR,2015,2275.6992800000003,2907363800150.5234,0.7827363331283756
GBR,2016,2251.75584,2963216102414.599,0.7599026740456558
GBR,2017,2252.73142,3041891554350.636,0.74056927400257
GBR,2018,2243.54184,3084593387251.835,0.7273379529607449
GBR,2019,2196.60125,3135230411487.7573,0.7006187621654415
GBR,2020,1973.26113,2810423650417.402,0.7021223044813664
GBR,2021,1999.37764,3054225207300.2544,0.654626788889391
GBR,2022,2031.876193,3186978981257.067,0.6375555674981421
GRC,1965,79.1461844,100874738794.817,0.7845986551795321
GRC,1966,86.65006499999998,107426051073.45262,0.8066019753509598
GRC,1967,95.397731,113516555426.52878,0.8403860621171172
GRC,1968,99.1383142,121693968984.95424,0.8146526489924661
GRC,1969,104.7218625,135766254671.2566,0.771339407966823
GRC,1970,116.3626734,147394332358.86017,0.7894650461640034
GRC,1971,138.63270300000002,158951782896.68,0.8721682794216435
GRC,1972,155.5164747,175101523984.3104,0.8881503208043736
GRC,1973,178.9336207,189271401939.3823,0.9453811767997937
GRC,1974,174.938004,177085654194.06357,0.9878722519684738
GRC,1975,198.289668,188360359284.82297,1.0527144286243517
GRC,1976,219.073853,201266618879.46204,1.0884758447261575
GRC,1977,227.1901234,207185873339.57578,1.0965521912183531
GRC,1978,231.18262,222200349956.8552,1.0404241939532897
GRC,1979,203.036513,229493143795.6199,0.8847171189602884
GRC,1980,201.107758,231047114132.02545,0.8704188267206945
GRC,1981,196.517669,227457285027.95267,0.8639761482066823
GRC,1982,199.183158,224880996858.961,0.8857269435039103
GRC,1983,200.29877136,222455379341.76315,0.9003997653492413
GRC,1984,209.13763297,226928023543.82083,0.921603377599658
GRC,1985,220.910519,232622910542.2736,0.9496507394092416
GRC,1986,221.3801,233827107121.91037,0.9467683312037004
GRC,1987,242.080286,228545271808.8003,1.0592224642587356
GRC,1988,255.6005533,238344976100.266,1.0723974865426784
GRC,1989,277.0697065,247402085854.41803,1.1199166148624942
GRC,1990,287.31245729999995,247402085854.41803,1.161317845432665
GRC,1991,291.482293,255071551121.02887,1.1427471692509314
GRC,1992,296.6184096,256857051574.8822,1.154799557891546
GRC,1993,300.5308304,252747339540.33304,1.1890563554361044
GRC,1994,305.64338525999995,257802286331.1397,1.185572826407791
GRC,1995,316.794044,263215410992.14987,1.203554316238148
GRC,1996,324.800615,270748974791.66605,1.1996374695413905
GRC,1997,334.043744,282889898286.82745,1.1808259892734192
GRC,1998,354.772902,293908190356.9205,1.207087497524876
GRC,1999,354.70484400000004,302938804700.0152,1.1708795258212168
GRC,2000,373.052098,314813310690.3927,1.1849946788523278
GRC,2001,376.025212,327820175169.2526,1.1470471938033078
GRC,2002,376.370557,340680140184.00616,1.10476224647764
GRC,2003,398.316043,360420958768.8748,1.105141178139493
GRC,2004,398.232372,378661836433.211,1.051683411645422
GRC,2005,399.6061399999999,380930558671.58185,1.0490262093793299
GRC,2006,411.305897,402462405317.8197,1.0219734602917674
GRC,2007,419.35038600000007,415638005737.905,1.0089317632431236
GRC,2008,411.585072,414244901264.1444,0.9935790899151024
GRC,2009,396.397826,396429332078.6045,0.9999205253596163
GRC,2010,378.4373499999999,374713694216.3417,1.009937335734275
