Code,Year,ConsumptionTotal,Population,PerCapitaConsumption
ANT,2006,0.0,,0.0
ANT,2007,0.0,,0.0
ANT,2008,0.0,,0.0
ANT,2009,0.0,,0.0
ANT,2010,0.0,,0.0
ANT,2011,0.0,,0.0
ARE,1965,0.854533,173796.49999999994,4.916859660580047
ARE,1966,0.91204107,182509.0,4.997238875891052
ARE,1967,5.4067558,191403.5,28.247946354168025
ARE,1968,6.9447124,213581.5000000001,32.51551468643117
ARE,1969,6.9689250000000005,253260.49999999994,27.516825561033016
ARE,1970,9.6055911,298084.5000000001,32.22438972841592
ARE,1971,14.6380304,344513.00000000006,42.48905092115536
ARE,1972,15.650150100000001,392368.4999999998,39.88635708524004
ARE,1973,20.293111,441546.0,45.959222821631265
ARE,1974,22.295511,491955.5,45.320178349464534
ARE,1975,23.859208,543394.0,43.90775017758753
