Code,Year,ConsumptionTotal,Population,PerCapitaConsumption
DEU,2019,3697.41072,83148141.0,44.467749675846626
DEU,2020,3447.9602099999997,83328987.49999999,41.37768036603109
DEU,2021,3549.4558,83408554.50000003,42.55505710748169
DEU,2022,3416.2866499999996,83369843.00000003,40.97748690734608
DJI,2000,0.0,742032.4999999999,0.0
DJI,2001,0.0,765490.5000000001,0.0
DJI,2002,0.0,789128.4999999998,0.0
DJI,2003,0.0,806411.0,0.0
DJI,2004,0.0,818372.9999999999,0.0
DJI,2005,0.0,830861.5000000003,0.0
DJI,2006,0.0,846946.5,0.0
DJI,2007,0.0,865196.0,0.0
DJI,2008,0.0,882886.0000000001,0.0
DJI,2009,0.0,901103.0,0.0
DJI,2010,0.0,919199.5,0.0
DJI,2011,0.0,936810.5,0.0
DJI,2012,0.0,954296.5,0.0
DJI,2013,0.0,971752.5,0.0
DJI,2014,0.0,989086.5,0.0
DJI,2015,0.0,1006259.0,0.0
DJI,2016,0.0,1023261.5000000002,0.0
DJI,2017,0.0,1040232.5000000001,0.0
DJI,2018,0.0,1057197.9999999993,0.0
DJI,2019,0.0,1073994.0,0.0
DJI,2020,0.0,1090155.9999999995,0.0
DJI,2021,0.0,1105557.5,0.0
DMA,2000,0.0,68345.99999999997,0.0
DMA,2001,0.0,68152.49999999999,0.0
DMA,2002,0.0,68261.99999999999,0.0
DMA,2003,0.0,68442.50000000004,0.0
DMA,2004,0.0,68573.99999999994,0.0
DMA,2005,0.0,68673.49999999999,0.0
DMA,2006,0.0,68742.0,0.0
DMA,2007,0.0,68775.0,0.0
DMA,2008,0.0,68781.99999999999,0.0
DMA,2009,0.0,68786.5,0.0
DMA,2010,0.0,68754.99999999999,0.0
DMA,2011,0.0,68742.0,0.0
DMA,2012,0.0,68888.50000000003,0.0
DMA,2013,0.0,68818.49999999999,0.0
DMA,2014,0.0,69371.00000000001,0.0
DMA,2015,0.0,70006.49999999999,0.0
DMA,2016,0.0,70075.0,0.0
DMA,2017,0.0,70403.0,0.0
DMA,2018,0.0,70822.50000000001,0.0
DMA,2019,0.0,71428.0,0.0
DMA,2020,0.0,71994.49999999999,0.0
DMA,2021,0.0,72412.49999999997,0.0
DNK,1965,166.20826872,4756337.5,34.94459102618349
DNK,1966,189.05940166,4796403.0,39.416913395308946
DNK,1967,190.12346472000002,4834730.5,39.32452175359103
DNK,1968,198.66685966699998,4867733.999999997,40.81300655849315
DNK,1969,228.04658789,4896157.0,46.5766493782777
DNK,1970,242.98941677000002,4922963.500000001,49.35836245180367
DNK,1971,229.63516177,4951486.500000002,46.37701461369225
DNK,1972,242.34226477,4981077.500000001,48.65257863785496
DNK,1973,234.46956477,5008581.0,46.81357150258726
DNK,1974,213.31388577,5033572.499999998,42.3782285384784
DNK,1975,210.239476667,5058202.500000001,41.564068790642516
DNK,1976,231.443172776,5078773.0,45.57068661584206
DNK,1977,236.18926766,5094598.500000001,46.36072256920736
DNK,1978,239.618583581,5108929.999999999,46.90191166858815
DNK,1979,239.138624723,5119418.5,46.71206792783204
DNK,1980,232.960881667,5125392.499999998,45.45230080759671
DNK,1981,209.24735138300002,5126980.999999998,40.81297578106884
DNK,1982,199.994370833,5126397.999999999,39.01264998016151
DNK,1983,190.008243609,5124331.499999997,37.07961586969932
DNK,1984,193.18734805,5121313.999999999,37.72222286116415
DNK,1985,217.70078166,5119452.000000001,42.524235340032476
DNK,1986,222.48067676000002,5119369.0,43.458613114233415
DNK,1987,214.44599925999998,5121509.499999998,41.87163945707805
DNK,1988,212.05086806999998,5126107.000000002,41.36684389732792
DNK,1989,195.41230919999998,5133929.999999999,38.0629087657993
DNK,1990,201.96101390000004,5144623.500000002,39.25671410162473
DNK,1991,232.85370569999998,5158325.000000001,45.14134059021096
DNK,1992,218.1367897,5175469.000000002,42.14821684759389
DNK,1993,231.303733,5193775.499999999,44.534796122781984
DNK,1994,248.05591800000002,5213799.499999999,47.57680420967475
DNK,1995,243.61966999999999,5235196.499999999,46.53496196370089
DNK,1996,289.888889,5256007.5,55.153819510341265
DNK,1997,262.997957,5277381.5,49.83493366928277
DNK,1998,253.69132,5298992.0,47.875392150054196
DNK,1999,246.048879,5319854.0,46.251058581682884
DNK,2000,236.519393,5340654.999999998,44.28658900453223
DNK,2001,237.21649599999998,5360748.5,44.250629552943956
DNK,2002,236.755447,5378696.999999999,44.01724934496218
DNK,2003,255.232548,5396355.0,47.297212284959016
DNK,2004,241.65175200000002,5415585.999999999,44.6215334776329
DNK,2005,227.59905600000002,5436312.5,41.86644090088641
DNK,2006,251.56253800000002,5457864.500000001,46.091752186225946
DNK,2007,238.633703,5479722.000000001,43.54850538038243
DNK,2008,226.621359,5502751.000000002,41.18328432451331
DNK,2009,214.577021,5526451.999999999,38.827265847961776
DNK,2010,227.938051,5550848.500000001,41.06364117125516
DNK,2011,214.152983,5576016.000000002,38.40609191221832
DNK,2012,199.19219700000002,5600959.5,35.5639416782071
DNK,2013,207.78352099999998,5625384.500000001,36.93676778893957
DNK,2014,200.00195100000002,5650652.499999998,35.39448780472699
DNK,2015,194.821315,5677796.000000001,34.31284163784679
DNK,2016,197.838958,5706857.0,34.666885467780254
DNK,2017,198.832128,5737284.500000002,34.6561388057364
DNK,2018,196.31110499999997,5766686.000000001,34.042274020121766
DNK,2019,192.07124399999998,5795878.0,33.13928347007994
DNK,2020,171.159704,5825641.000000001,29.380407065934886
DNK,2021,188.20611699999998,5854240.5,32.148682139040915
DNK,2022,189.396616,5882261.5,32.1979252367478
DOM,2000,0.0,8540791.500000002,0.0
DOM,2001,0.0,8669039.499999998,0.0
DOM,2002,0.0,8795101.000000004,0.0
DOM,2003,0.0,8919852.0,0.0
DOM,2004,0.0,9043127.000000004,0.0
DOM,2005,0.0,9164768.000000002,0.0
DOM,2006,0.0,9284167.999999996,0.0
DOM,2007,0.0,9402206.0,0.0
DOM,2008,0.0,9522947.5,0.0
DOM,2009,0.0,9648061.000000004,0.0
DOM,2010,0.0,9775755.000000004,0.0
DOM,2011,0.0,9903737.0,0.0
DOM,2012,0.0,10030882.5,0.0
DOM,2013,0.0,10157051.000000004,0.0
DOM,2014,0.0,10282115.0,0.0
DOM,2015,0.0,10405831.999999996,0.0
DOM,2016,0.0,10527591.5,0.0
DOM,2017,0.0,10647244.0,0.0
DOM,2018,0.0,10765530.5,0.0
DOM,2019,0.0,10881882.5,0.0
DOM,2020,0.0,10999663.500000004,0.0
DOM,2021,0.0,11117873.5,0.0
DZA,1965,24.832647270000002,12381256.0,2.0056646328934646
DZA,1966,29.832525769999997,12613388.999999996,2.365147524586771
DZA,1967,28.2474055,12897115.5,2.1902110979776834
DZA,1968,30.344985999999995,13190975.000000002,2.300435411332369
DZA,1969,33.53919097,13491016.0,2.486038929165898
DZA,1970,36.75889885,13795915.000000004,2.6644770462850773
DZA,1971,39.73284386,14110271.000000002,2.815880989103611
DZA,1972,44.647848690000004,14439748.5,3.0920101336945036
DZA,1973,53.25067670000001,14786468.5,3.601311340838416
DZA,1974,58.90893359,15153601.5,3.8874543183678147
DZA,1975,70.3696825,15724691.5,4.475107349482818
DZA,1976,82.10210874000002,16500516.0,4.975729773541628
DZA,1977,90.21260299999999,17134191.499999993,5.265063309231721
DZA,1978,113.36147126,17632645.000000007,6.42906786021042
DZA,1979,148.5402039,18166981.00000001,8.176383511382541
DZA,1980,177.14293605,18739378.499999993,9.452978179078888
DZA,1981,215.18617209999996,19351356.5,11.119952862219243
DZA,1982,248.1121068,20000096.5,12.405545483243044
DZA,1983,270.96666247,20682111.00000001,13.101499284574958
DZA,1984,260.19619900000004,21393530.0,12.162378018026947
DZA,1985,262.29657599999996,22132905.0,11.850978260648567
DZA,1986,277.49052626,22882552.500000004,12.126729579665554
DZA,1987,285.1680978,23586100.49999999,12.090514826730265
DZA,1988,305.4218282,24243018.5,12.598341588527848
DZA,1989,297.0682694,24889507.000000007,11.935482265679266
DZA,1990,314.97371857999997,25518074.0,12.343161893017474
