Year,Population,Code
2074,66101.23899999997,DZA
2075,66243.4505,DZA
2076,66382.80500000001,DZA
2077,66518.85650000002,DZA
2078,66651.77550000002,DZA
2079,66781.85350000001,DZA
2080,66906.222,DZA
2081,67023.72800000002,DZA
2082,67135.33499999999,DZA
2083,67241.74650000001,DZA
2084,67343.755,DZA
2085,67438.77499999998,DZA
2086,67524.808,DZA
2087,67604.43149999999,DZA
2088,67677.1745,DZA
2089,67741.20300000001,DZA
2090,67796.42850000002,DZA
2091,67842.35800000001,DZA
2092,67878.96350000001,DZA
2093,67907.10950000002,DZA
2094,67925.67199999998,DZA
2095,67932.708,DZA
2096,67927.891,DZA
2097,67911.62550000001,DZA
2098,67884.54649999998,DZA
2099,67845.527,DZA
2100,67792.9805,DZA
1950,4315.816000000001,CMR
1951,4381.9755000000005,CMR
1952,4449.601999999999,CMR
1953,4519.182999999999,CMR
1954,4592.3705,CMR
1955,4670.538500000001,CMR
1956,4753.920500000002,CMR
1957,4840.929500000001,CMR
1958,4931.679999999999,CMR
1959,5028.159999999999,CMR
1960,5117.607499999997,CMR
1961,5200.354499999999,CMR
1962,5303.8405,CMR
1963,5427.5105,CMR
1964,5556.209000000001,CMR
1965,5690.085499999999,CMR
1966,5829.579999999998,CMR
1967,5975.0875,CMR
1968,6127.192499999999,CMR
1969,6286.232000000003,CMR
1970,6452.786499999999,CMR
1971,6627.349999999999,CMR
1972,6809.468499999999,CMR
1973,6998.688000000001,CMR
1974,7194.6965,CMR
1975,7397.4175,CMR
1976,7598.027499999999,CMR
1977,7796.825000000002,CMR
1978,8013.279,CMR
1979,8243.376499999998,CMR
1980,8519.8915,CMR
1981,8829.047999999999,CMR
1982,9046.985999999995,CMR
1983,9240.6715,CMR
1984,9508.570499999994,CMR
1985,9804.2545,CMR
1986,10112.712,CMR
1987,10433.904499999995,CMR
1988,10759.573000000004,CMR
1989,11089.222000000002,CMR
1990,11430.520000000002,CMR
1991,11777.719499999996,CMR
1992,12128.6045,CMR
1993,12486.773,CMR
1994,12848.8625,CMR
1995,13211.6475,CMR
1996,13575.323500000002,CMR
1997,13941.181,CMR
1998,14314.598499999998,CMR
1999,14698.973000000004,CMR
2000,15091.594500000008,CMR
2001,15493.253,CMR
2002,15914.033,CMR
2003,16354.326,CMR
2004,16809.406999999996,CMR
2005,17275.1705,CMR
2006,17751.332499999997,CMR
2007,18251.866,CMR
2008,18777.080999999995,CMR
2009,19319.274,CMR
2010,19878.0365,CMR
2011,20448.873,CMR
2012,21032.684,CMR
2013,21632.85,CMR
2014,22299.585000000003,CMR
2015,23012.646500000003,CMR
2016,23711.629999999997,CMR
2017,24393.1815,CMR
2018,25076.746499999997,CMR
2019,25782.340999999997,CMR
2020,26491.086500000005,CMR
2021,27198.628000000004,CMR
2022,27914.536500000013,CMR
2023,28647.293,CMR
2024,29394.4335,CMR
2025,30150.7805,CMR
2026,30914.4815,CMR
2027,31686.3605,CMR
2028,32466.4545,CMR
2029,33255.39800000001,CMR
2030,34051.102499999986,CMR
2031,34852.7295,CMR
2032,35661.603,CMR
2033,36480.5295,CMR
2034,37308.7225,CMR
2035,38142.78949999999,CMR
2036,38983.91650000001,CMR
2037,39833.66799999999,CMR
2038,40690.7185,CMR
2039,41554.15550000001,CMR
2040,42424.0305,CMR
2041,43298.3055,CMR
2042,44174.7675,CMR
2043,45054.826,CMR
2044,45938.5715,CMR
2045,46825.26300000001,CMR
2046,47716.02899999998,CMR
2047,48606.9525,CMR
2048,49497.46100000001,CMR
2049,50390.18150000002,CMR
2050,51279.55999999999,CMR
2051,52162.73850000002,CMR
2052,53045.279,CMR
2053,53927.9885,CMR
2054,54807.3075,CMR
2055,55681.65500000001,CMR
2056,56550.647,CMR
2057,57418.5995,CMR
2058,58282.583,CMR
2059,59139.38050000001,CMR
2060,59993.35049999999,CMR
2061,60843.94000000002,CMR
2062,61687.8625,CMR
2063,62526.4425,CMR
2064,63365.06650000001,CMR
2065,64199.44500000001,CMR
2066,65025.56250000001,CMR
2067,65843.85650000001,CMR
2068,66654.8575,CMR
2069,67458.4465,CMR
2070,68255.118,CMR
2071,69045.58150000001,CMR
2072,69825.6965,CMR
2073,70598.503,CMR
2074,71362.90400000002,CMR
2075,72118.04449999997,CMR
2076,72864.71650000001,CMR
2077,73599.15349999997,CMR
2078,74323.74099999998,CMR
2079,75037.9675,CMR
2080,75738.6465,CMR
2081,76427.16200000001,CMR
2082,77102.70050000002,CMR
2083,77767.97350000001,CMR
2084,78425.17150000001,CMR
2085,79067.78349999999,CMR
2086,79697.3795,CMR
2087,80316.5965,CMR
2088,80924.12600000002,CMR
2089,81517.08999999997,CMR
2090,82094.73500000003,CMR
2091,82655.6625,CMR
2092,83199.87649999998,CMR
2093,83732.06250000003,CMR
2094,84255.11750000002,CMR
2095,84765.05799999999,CMR
2096,85256.9745,CMR
2097,85736.05000000003,CMR
2098,86201.6485,CMR
2099,86653.29049999999,CMR
2100,87093.21849999999,CMR
1950,13743.069,CAN
1951,14085.723499999996,CAN
1952,14485.7445,CAN
1953,14901.524999999996,CAN
1954,15323.201499999996,CAN
1955,15733.923,CAN
1956,16167.046500000002,CAN
1957,16650.0515,CAN
1958,17113.389,CAN
1959,17524.905500000008,CAN
1960,17909.356000000003,CAN
1961,18273.684,CAN
1962,18622.345000000005,CAN
1963,18971.0055,CAN
1964,19326.326,CAN
1965,19688.804999999997,CAN
1966,20055.2325,CAN
1967,20408.05000000001,CAN
1968,20731.9285,CAN
1969,21033.939499999997,CAN
1970,21434.577000000005,CAN
1971,21888.679,CAN
1972,22222.221,CAN
1973,22502.029,CAN
1974,22812.432,CAN
1975,23136.252000000004,CAN
1976,23442.114500000007,CAN
1977,23715.3085,CAN
1978,23962.6895,CAN
1979,24219.124000000007,CAN
1980,24511.5095,CAN
1981,24815.7865,CAN
1982,25101.5175,CAN
1983,25360.726,CAN
1984,25602.075500000003,CAN
1985,25843.9215,CAN
1986,26116.071000000004,CAN
1987,26436.888500000005,CAN
1988,26815.064,CAN
1989,27244.405999999995,CAN
1990,27657.2045,CAN
1991,28015.7605,CAN
1992,28347.6405,CAN
1993,28668.166500000007,CAN
1994,28981.1885,CAN
1995,29289.422500000008,CAN
1996,29593.84900000001,CAN
1997,29882.752,CAN
1998,30144.812,CAN
1999,30399.777500000004,CAN
2000,30683.312500000007,CAN
2001,31002.76250000001,CAN
2002,31322.39800000001,CAN
2003,31619.45,CAN
2004,31911.6685,CAN
2005,32215.91599999999,CAN
2006,32531.867000000013,CAN
2007,32862.45849999999,CAN
2008,33218.5405,CAN
2009,33593.916999999994,CAN
2010,33963.4125,CAN
2011,34323.531,CAN
2012,34691.87849999999,CAN
2013,35063.69100000001,CAN
2014,35404.608,CAN
2015,35732.12600000002,CAN
2016,36113.532,CAN
2017,36554.3475,CAN
2018,37035.254000000015,CAN
2019,37522.58449999998,CAN
2020,37888.705,CAN
2021,38155.012,CAN
2022,38454.327,CAN
2023,38781.29149999999,CAN
2024,39107.04599999999,CAN
2025,39431.447,CAN
2026,39753.7655,CAN
2027,40071.42699999998,CAN
2028,40385.878,CAN
2029,40697.516500000005,CAN
2030,41008.596,CAN
2031,41319.8725,CAN
2032,41626.31900000001,CAN
2033,41926.28850000001,CAN
2034,42218.80599999999,CAN
2035,42503.20450000001,CAN
2036,42780.16250000001,CAN
2037,43051.176,CAN
2038,43315.5975,CAN
2039,43572.770500000006,CAN
2040,43822.96950000001,CAN
2041,44062.266500000005,CAN
2042,44290.53299999999,CAN
2043,44510.9825,CAN
2044,44724.54699999999,CAN
2045,44932.1765,CAN
2046,45134.172000000006,CAN
2047,45330.6415,CAN
2048,45521.68,CAN
2049,45708.266,CAN
2050,45890.81899999999,CAN
2051,46068.6235,CAN
2052,46243.95500000002,CAN
2053,46418.61000000001,CAN
2054,46591.93349999999,CAN
2055,46763.8935,CAN
2056,46936.016,CAN
2057,47109.53250000001,CAN
2058,47284.35549999999,CAN
2059,47460.22849999999,CAN
2060,47637.60149999999,CAN
2061,47818.581,CAN
2062,48002.08250000001,CAN
2063,48186.58050000001,CAN
2064,48373.234500000006,CAN
2065,48562.18399999999,CAN
2066,48752.676,CAN
2067,48943.4915,CAN
2068,49133.8755,CAN
2069,49323.233,CAN
2070,49510.916,CAN
2071,49696.10600000001,CAN
2072,49878.406,CAN
2073,50058.21299999998,CAN
2074,50235.43649999999,CAN
2075,50408.1715,CAN
2076,50575.618,CAN
2077,50738.64299999999,CAN
2078,50897.357500000006,CAN
2079,51052.19300000001,CAN
2080,51202.5405,CAN
2081,51348.9005,CAN
2082,51492.0285,CAN
2083,51632.492000000006,CAN
2084,51770.45500000001,CAN
2085,51904.994,CAN
2086,52037.31699999999,CAN
2087,52168.30549999999,CAN
2088,52297.522500000014,CAN
2089,52425.424,CAN
2090,52552.741,CAN
2091,52680.58,CAN
2092,52810.045,CAN
2093,52941.16599999999,CAN
2094,53074.20250000001,CAN
2095,53208.81900000001,CAN
2096,53344.64650000001,CAN
2097,53482.77600000001,CAN
2098,53622.29400000001,CAN
2099,53762.154,CAN
2100,53903.7795,CAN
1950,184.9985,CPV
1951,187.255,CPV
1952,189.4675,CPV
1953,191.5225,CPV
1954,193.466,CPV
1955,195.389,CPV
1956,197.4594999999999,CPV
1957,199.86,CPV
1958,202.73549999999997,CPV
1959,206.15,CPV
1960,209.84849999999997,CPV
1961,214.78849999999997,CPV
1962,221.48399999999995,CPV
1963,228.81350000000003,CPV
1964,236.36199999999997,CPV
1965,244.15650000000008,CPV
1966,252.23800000000003,CPV
1967,260.648,CPV
1968,269.4074999999999,CPV
1969,278.5245,CPV
1970,287.2625,CPV
1971,293.50549999999987,CPV
1972,296.8184999999999,CPV
1973,299.19100000000003,CPV
1974,301.68149999999986,CPV
1975,304.37550000000005,CPV
1976,307.0155000000001,CPV
1977,309.389,CPV
1978,311.68450000000007,CPV
1979,313.99549999999994,CPV
1980,317.234,CPV
1981,321.6334999999999,CPV
1982,326.319,CPV
1983,330.9705,CPV
1984,335.4725,CPV
1985,339.874,CPV
1986,344.271,CPV
1987,348.718,CPV
1988,353.2324999999999,CPV
1989,358.15,CPV
1990,364.5634999999999,CPV
1991,372.7215,CPV
1992,381.947,CPV
1993,391.749,CPV
1994,401.655,CPV
1995,411.3814999999999,CPV
1996,421.007,CPV
1997,430.6535,CPV
1998,440.2139999999998,CPV
1999,449.62699999999984,CPV
2000,458.251,CPV
2001,465.958,CPV
2002,473.2310000000001,CPV
2003,480.08900000000006,CPV
2004,486.58300000000014,CPV
2005,492.8274999999999,CPV
2006,498.88400000000007,CPV
2007,504.7325,CPV
2008,510.3354999999999,CPV
2009,515.6374999999999,CPV
2010,521.2124999999997,CPV
2011,527.5215,CPV
2012,533.864,CPV
2013,539.9399999999999,CPV
2014,546.0760000000001,CPV
2015,552.1659999999998,CPV
2016,558.3945,CPV
2017,564.9540000000001,CPV
2018,571.2014999999997,CPV
2019,577.0305000000002,CPV
2020,582.64,CPV
2021,587.9250000000001,CPV
2022,593.1495,CPV
2023,598.6820000000001,CPV
2024,604.4610000000002,CPV
2025,610.2089999999998,CPV
2026,615.9485000000001,CPV
2027,621.716,CPV
2028,627.4674999999997,CPV
2029,633.1775,CPV
2030,638.8394999999998,CPV
2031,644.4304999999997,CPV
2032,649.9575000000002,CPV
2033,655.4190000000001,CPV
2034,660.7744999999999,CPV
2035,666.035,CPV
2036,671.179,CPV
2037,676.1849999999998,CPV
2038,681.0445,CPV
2039,685.7395,CPV
2040,690.2885000000001,CPV
2041,694.6969999999998,CPV
2042,698.9599999999999,CPV
2043,703.079,CPV
2044,707.0575000000001,CPV
2045,710.8695000000002,CPV
2046,714.5250000000001,CPV
2047,718.0315000000002,CPV
2048,721.3600000000001,CPV
2049,724.501,CPV
2050,727.4569999999999,CPV
2051,730.2435,CPV
2052,732.8689999999998,CPV
2053,735.335,CPV
2054,737.6474999999999,CPV
2055,739.8045000000001,CPV
2056,741.7905000000002,CPV
2057,743.6049999999999,CPV
2058,745.2429999999998,CPV
2059,746.696,CPV
2060,747.9604999999999,CPV
2061,749.0465,CPV
2062,749.9504999999997,CPV
2063,750.6600000000001,CPV
2064,751.1844999999998,CPV
2065,751.5065000000001,CPV
2066,751.6054999999999,CPV
2067,751.476,CPV
2068,751.1324999999998,CPV
2069,750.5925000000001,CPV
2070,749.8320000000001,CPV
2071,748.8439999999999,CPV
2072,747.6524999999999,CPV
2073,746.2790000000001,CPV
2074,744.7185000000001,CPV
2075,742.9795000000001,CPV
2076,741.0554999999999,CPV
2077,738.9354999999998,CPV
2078,736.6505000000001,CPV
2079,734.2154999999999,CPV
2080,731.628,CPV
2081,728.9075,CPV
2082,726.0804999999999,CPV
2083,723.1600000000001,CPV
2084,720.139,CPV
2085,717.0345000000001,CPV
2086,713.8810000000001,CPV
2087,710.6590000000002,CPV
2088,707.3784999999999,CPV
2089,704.0825000000001,CPV
2090,700.7780000000001,CPV
2091,697.4635000000001,CPV
2092,694.1300000000002,CPV
2093,690.7889999999999,CPV
2094,687.4540000000001,CPV
2095,684.1055,CPV
2096,680.7475000000001,CPV
2097,677.3915,CPV
2098,674.041,CPV
2099,670.6965000000001,CPV
2100,667.3644999999999,CPV
1950,6.912,CYM
1951,7.1065,CYM
1952,7.453499999999999,CYM
1953,7.686,CYM
1954,7.933499999999999,CYM
1955,8.128999999999998,CYM
1956,8.2035,CYM
1957,8.275,CYM
1958,8.327500000000002,CYM
1959,8.373999999999999,CYM
1960,8.473000000000003,CYM
1961,8.6255,CYM
1962,8.799,CYM
1963,8.984499999999999,CYM
1964,9.1715,CYM
1965,9.3655,CYM
1966,9.5665,CYM
1967,9.770500000000002,CYM
1968,9.981000000000002,CYM
1969,10.181,CYM
1970,10.5325,CYM
1971,11.117,CYM
1972,11.777999999999995,CYM
1973,12.443000000000003,CYM
1974,13.118,CYM
1975,13.791000000000004,CYM
1976,14.455499999999995,CYM
1977,15.115500000000004,CYM
1978,15.7465,CYM
1979,16.377499999999998,CYM
1980,17.1,CYM
1981,17.904000000000003,CYM
1982,18.7285,CYM
1983,19.571500000000007,CYM
1984,20.4335,CYM
1985,21.3125,CYM
1986,22.195500000000006,CYM
1987,23.0745,CYM
1988,23.9555,CYM
1989,24.88799999999999,CYM
1990,26.027500000000003,CYM
1991,27.34049999999999,CYM
1992,28.676499999999997,CYM
1993,30.038500000000003,CYM
1994,31.4175,CYM
1995,32.80200000000001,CYM
1996,34.19350000000003,CYM
1997,35.57899999999999,CYM
1998,36.946500000000015,CYM
1999,38.295,CYM
2000,39.65850000000001,CYM
2001,41.0545,CYM
2002,42.4565,CYM
2003,43.8625,CYM
2004,45.2865,CYM
2005,46.72650000000001,CYM
2006,48.17700000000001,CYM
2007,49.647000000000006,CYM
2008,51.12299999999998,CYM
2009,52.6015,CYM
2010,54.07350000000002,CYM
2011,55.492,CYM
2012,56.85999999999999,CYM
2013,58.212,CYM
2014,59.559500000000014,CYM
2015,60.911,CYM
2016,62.2545,CYM
2017,63.581,CYM
2018,64.884,CYM
2019,66.134,CYM
2020,67.31049999999998,CYM
2021,68.13600000000001,CYM
2022,68.70550000000001,CYM
2023,69.30999999999997,CYM
2024,69.88550000000002,CYM
2025,70.4445,CYM
2026,70.981,CYM
2027,71.49200000000002,CYM
2028,71.98000000000002,CYM
2029,72.4375,CYM
2030,72.86449999999998,CYM
2031,73.26299999999999,CYM
2032,73.63600000000001,CYM
2033,73.97899999999998,CYM
2034,74.2915,CYM
2035,74.58500000000001,CYM
2036,74.85950000000001,CYM
2037,75.11049999999999,CYM
2038,75.34199999999998,CYM
2039,75.55899999999998,CYM
2040,75.762,CYM
2041,75.95749999999997,CYM
2042,76.14550000000001,CYM
2043,76.334,CYM
2044,76.523,CYM
2045,76.71149999999997,CYM
2046,76.907,CYM
2047,77.0975,CYM
2048,77.28000000000003,CYM
2049,77.46350000000001,CYM
2050,77.63300000000001,CYM
2051,77.78400000000002,CYM
2052,77.919,CYM
2053,78.02749999999999,CYM
2054,78.108,CYM
2055,78.161,CYM
2056,78.19299999999998,CYM
2057,78.19900000000001,CYM
2058,78.16799999999998,CYM
2059,78.11700000000002,CYM
2060,78.0545,CYM
2061,77.9725,CYM
2062,77.8815,CYM
2063,77.776,CYM
2064,77.66349999999998,CYM
2065,77.5435,CYM
2066,77.4135,CYM
2067,77.28349999999999,CYM
2068,77.15049999999998,CYM
2069,77.01700000000002,CYM
2070,76.88050000000001,CYM
2071,76.75500000000001,CYM
2072,76.64000000000001,CYM
2073,76.52099999999999,CYM
2074,76.41399999999999,CYM
2075,76.33,CYM
2076,76.26250000000003,CYM
2077,76.2045,CYM
2078,76.17,CYM
2079,76.15149999999997,CYM
2080,76.15249999999999,CYM
2081,76.18299999999999,CYM
2082,76.23349999999998,CYM
2083,76.29899999999998,CYM
2084,76.38,CYM
2085,76.48249999999999,CYM
2086,76.5975,CYM
2087,76.72600000000003,CYM
2088,76.86500000000001,CYM
2089,77.011,CYM
2090,77.16250000000001,CYM
2091,77.31599999999999,CYM
2092,77.47549999999998,CYM
2093,77.6425,CYM
2094,77.805,CYM
2095,77.96549999999999,CYM
2096,78.126,CYM
2097,78.2825,CYM
2098,78.4285,CYM
2099,78.57,CYM
2100,78.71200000000002,CYM
1950,1436.591,CAF
1951,1456.939,CAF
1952,1477.9004999999995,CAF
1953,1499.6805000000002,CAF
1954,1522.3170000000002,CAF
1955,1545.8980000000004,CAF
1956,1570.4530000000002,CAF
1957,1596.0215,CAF
1958,1622.6175,CAF
1959,1650.4655,CAF
1960,1679.7284999999997,CAF
1961,1710.3644999999997,CAF
1962,1742.5019999999995,CAF
1963,1776.2134999999998,CAF
1964,1811.6935000000003,CAF
1965,1849.1715,CAF
1966,1888.853,CAF
1967,1930.8615,CAF
1968,1975.2575,CAF
1969,2021.519,CAF
1970,2067.3565000000003,CAF
1971,2111.2235,CAF
1972,2153.6135,CAF
1973,2195.9055,CAF
1974,2239.3050000000007,CAF
1975,2283.927,CAF
1976,2318.3485,CAF
1977,2342.0484999999994,CAF
1978,2365.9570000000003,CAF
1979,2390.3285000000005,CAF
1980,2415.2754999999997,CAF
1981,2441.0100000000007,CAF
1982,2467.635500000001,CAF
1983,2495.0975000000003,CAF
1984,2523.5380000000005,CAF
1985,2553.0745000000006,CAF
1986,2583.6304999999998,CAF
1987,2615.5940000000005,CAF
1988,2657.234500000001,CAF
1989,2724.109000000001,CAF
1990,2809.221,CAF
1991,2898.052499999999,CAF
1992,2991.727499999999,CAF
1993,3089.1460000000006,CAF
1994,3187.844,CAF
1995,3276.7065,CAF
1996,3363.57,CAF
1997,3458.471500000002,CAF
1998,3555.0635,CAF
1999,3655.3599999999983,CAF
2000,3759.170000000001,CAF
2001,3844.7725,CAF
2002,3930.648,CAF
2003,4026.841500000001,CAF
2004,4115.138,CAF
2005,4208.8345,CAF
2006,4294.352500000002,CAF
2007,4375.569,CAF
2008,4467.233,CAF
2009,4564.540000000002,CAF
2010,4660.067000000001,CAF
2011,4732.022,CAF
2012,4773.3055,CAF
2013,4802.428499999999,CAF
2014,4798.734499999998,CAF
2015,4819.3330000000005,CAF
2016,4904.177499999999,CAF
2017,4996.741000000001,CAF
2018,5094.780000000001,CAF
2019,5209.324499999999,CAF
2020,5343.019999999999,CAF
2021,5457.154499999999,CAF
2022,5579.143500000001,CAF
2023,5742.315500000001,CAF
2024,5915.6275,CAF
2025,6097.449000000003,CAF
2026,6286.949500000001,CAF
2027,6483.409000000001,CAF
2028,6685.7085,CAF
2029,6892.981500000001,CAF
2030,7104.273499999998,CAF
2031,7318.808500000003,CAF
2032,7535.935000000001,CAF
2033,7755.423499999999,CAF
2034,7977.058500000001,CAF
2035,8200.170999999997,CAF
2036,8423.55,CAF
2037,8646.900000000001,CAF
2038,8870.492000000002,CAF
2039,9093.367500000002,CAF
2040,9316.419000000002,CAF
2041,9540.435,CAF
2042,9763.939000000002,CAF
2043,9986.569499999994,CAF
2044,10208.909,CAF
2045,10430.913,CAF
2046,10652.536500000007,CAF
2047,10873.819499999996,CAF
2048,11094.632,CAF
2049,11314.635999999997,CAF
2050,11533.422999999995,CAF
2051,11751.239999999998,CAF
2052,11968.909500000002,CAF
2053,12186.151499999998,CAF
2054,12402.736999999996,CAF
2055,12618.199,CAF
2056,12831.979999999998,CAF
2057,13043.646499999995,CAF
2058,13253.1695,CAF
2059,13459.709999999995,CAF
2060,13663.438500000006,CAF
2061,13865.762999999995,CAF
2062,14065.0755,CAF
2063,14261.4485,CAF
2064,14455.640500000003,CAF
2065,14646.42,CAF
2066,14834.6455,CAF
2067,15019.951,CAF
2068,15200.225,CAF
2069,15376.562500000004,CAF
2070,15549.585000000005,CAF
2071,15718.379999999996,CAF
2072,15883.217000000004,CAF
2073,16043.970000000005,CAF
2074,16200.657499999998,CAF
2075,16353.651999999998,CAF
2076,16502.512499999997,CAF
2077,16647.195500000005,CAF
2078,16787.129500000003,CAF
2079,16922.2615,CAF
2080,17052.98200000001,CAF
2081,17179.017000000003,CAF
2082,17301.001000000004,CAF
2083,17419.408999999996,CAF
2084,17534.178,CAF
2085,17645.132499999996,CAF
2086,17752.10299999999,CAF
2087,17855.658999999996,CAF
2088,17954.874,CAF
2089,18048.5735,CAF
2090,18138.0885,CAF
2091,18223.519000000004,CAF
2092,18303.781499999997,CAF
2093,18379.780999999995,CAF
2094,18451.7885,CAF
2095,18519.344,CAF
2096,18582.684500000003,CAF
2097,18641.628499999995,CAF
2098,18696.432999999997,CAF
2099,18747.112,CAF
2100,18793.631500000007,CAF
1950,7945.977000000001,LKA
1951,8091.460499999999,LKA
1952,8245.474499999998,LKA
1953,8406.910499999998,LKA
1954,8575.074999999999,LKA
1955,8749.627,LKA
1956,8931.0955,LKA
1957,9122.978500000005,LKA
1958,9329.666499999998,LKA
1959,9551.293499999996,LKA
1960,9783.871500000005,LKA
1961,10022.887500000004,LKA
1962,10267.067500000005,LKA
1963,10517.5305,LKA
1964,10774.0865,LKA
1965,11035.224000000002,LKA
1966,11299.7215,LKA
1967,11571.008,LKA
1968,11846.814999999997,LKA
1969,12119.207000000002,LKA
1970,12388.769000000002,LKA
1971,12654.6515,LKA
1972,12914.456999999997,LKA
1973,13169.737,LKA
1974,13418.275999999996,LKA
1975,13662.8735,LKA
1976,13910.170000000002,LKA
1977,14159.052500000003,LKA
1978,14414.8155,LKA
1979,14680.386999999995,LKA
1980,14943.6445,LKA
1981,15198.918,LKA
1982,15438.752999999995,LKA
1983,15658.4425,LKA
1984,15872.577499999998,LKA
1985,16092.338,LKA
1986,16317.994999999995,LKA
1987,16547.139000000003,LKA
1988,16773.736500000003,LKA
1989,16990.5755,LKA
1990,17204.094000000005,LKA
1991,17416.596500000003,LKA
1992,17624.457000000006,LKA
1993,17825.611500000003,LKA
1994,18011.744000000002,LKA
1995,18177.5725,LKA
1996,18322.506000000005,LKA
1997,18449.1225,LKA
1998,18560.797500000004,LKA
1999,18670.4115,LKA
2000,18776.371,LKA
2001,18920.275000000005,LKA
2002,19110.7065,LKA
2003,19303.18,LKA
2004,19490.431,LKA
2005,19673.866,LKA
2006,19870.706,LKA
2007,20078.654500000004,LKA
2008,20285.6425,LKA
2009,20482.476500000004,LKA
2010,20668.5575,LKA
2011,20859.742500000004,LKA
2012,21017.147,LKA
2013,21131.756500000007,LKA
2014,21239.45700000001,LKA
2015,21336.69750000001,LKA
2016,21425.49400000001,LKA
2017,21506.812500000007,LKA
2018,21580.710000000006,LKA
2019,21649.664,LKA
2020,21715.079499999996,LKA
2021,21773.4405,LKA
2022,21832.143000000007,LKA
2023,21893.579,LKA
2024,21949.267500000005,LKA
2025,22000.2455,LKA
2026,22046.3855,LKA
2027,22087.5095,LKA
2028,22124.288499999995,LKA
2029,22157.455999999995,LKA
2030,22186.970500000003,LKA
2031,22212.436,LKA
2032,22234.271,LKA
2033,22252.909,LKA
2034,22268.031000000003,LKA
2035,22278.745000000003,LKA
2036,22285.234,LKA
2037,22287.570499999994,LKA
2038,22285.26950000001,LKA
2039,22277.4885,LKA
2040,22263.893499999995,LKA
2041,22244.993499999997,LKA
2042,22220.535,LKA
2043,22190.606000000003,LKA
2044,22154.591,LKA
2045,22112.321,LKA
2046,22064.178500000005,LKA
2047,22009.91700000001,LKA
2048,21950.180499999995,LKA
2049,21885.41250000001,LKA
2050,21814.985,LKA
2051,21739.2065,LKA
2052,21658.999,LKA
2053,21574.573499999995,LKA
2054,21486.2625,LKA
2055,21394.2595,LKA
2056,21298.669,LKA
2057,21200.04700000001,LKA
2058,21099.206999999995,LKA
2059,20995.890999999992,LKA
2060,20889.752,LKA
2061,20781.245000000003,LKA
2062,20670.566,LKA
2063,20557.583,LKA
2064,20441.962500000005,LKA
2065,20323.834000000003,LKA
2066,20203.022000000004,LKA
2067,20079.33050000001,LKA
2068,19953.22,LKA
2069,19824.9595,LKA
2070,19694.118,LKA
2071,19560.333,LKA
2072,19424.029,LKA
2073,19285.397,LKA
2074,19144.097,LKA
2075,18999.9445,LKA
2076,18853.1795,LKA
2077,18703.8755,LKA
2078,18551.931000000004,LKA
2079,18397.625,LKA
2080,18241.1335,LKA
2081,18082.316500000004,LKA
2082,17921.136000000002,LKA
2083,17757.731499999998,LKA
2084,17592.497999999996,LKA
2085,17425.401500000007,LKA
2086,17256.3915,LKA
2087,17085.472999999998,LKA
2088,16912.546,LKA
2089,16737.4415,LKA
2090,16560.059500000003,LKA
2091,16380.632,LKA
2092,16199.412000000004,LKA
