Entity,Code,Year,Source,Consumption,Classification
Algeria,DZA,1965,Coal,0.8141,Combustiveis Fosseis
Algeria,DZA,1966,Coal,0.79084,Combustiveis Fosseis
Algeria,DZA,1967,Coal,0.60476,Combustiveis Fosseis
Algeria,DZA,1968,Coal,0.63965,Combustiveis Fosseis
Algeria,DZA,1969,Coal,0.8141,Combustiveis Fosseis
Algeria,DZA,1970,Coal,0.96529,Combustiveis Fosseis
Algeria,DZA,1971,Coal,0.26749,Combustiveis Fosseis
Algeria,DZA,1972,Coal,0.2326,Combustiveis Fosseis
Algeria,DZA,1973,Coal,0.26749,Combustiveis Fosseis
Algeria,DZA,1974,Coal,0.22097,Combustiveis Fosseis
Algeria,DZA,1975,Coal,0.27912,Combustiveis Fosseis
Algeria,DZA,1976,Coal,0.54661,Combustiveis Fosseis
Algeria,DZA,1977,Coal,0.70943,Combustiveis Fosseis
Algeria,DZA,1978,Coal,0.36053,Combustiveis Fosseis
Algeria,DZA,1979,Coal,0.83736,Combustiveis Fosseis
Algeria,DZA,1980,Coal,0.74432,Combustiveis Fosseis
Algeria,DZA,1981,Coal,0.52335,Combustiveis Fosseis
Algeria,DZA,1982,Coal,9.71105,Combustiveis Fosseis
Algeria,DZA,1983,Coal,8.66435,Combustiveis Fosseis
Algeria,DZA,1984,Coal,9.60638,Combustiveis Fosseis
Algeria,DZA,1985,Coal,10.02506,Combustiveis Fosseis
Algeria,DZA,1986,Coal,10.29255,Combustiveis Fosseis
Algeria,DZA,1987,Coal,12.30454,Combustiveis Fosseis
Algeria,DZA,1988,Coal,11.57185,Combustiveis Fosseis
Algeria,DZA,1989,Coal,9.78083,Combustiveis Fosseis
Algeria,DZA,1990,Coal,7.66417,Combustiveis Fosseis
Algeria,DZA,1991,Coal,7.9084,Combustiveis Fosseis
Algeria,DZA,1992,Coal,9.39704,Combustiveis Fosseis
Algeria,DZA,1993,Coal,7.65254,Combustiveis Fosseis
Algeria,DZA,1994,Coal,7.2106,Combustiveis Fosseis
Algeria,DZA,1995,Coal,7.2106,Combustiveis Fosseis
Algeria,DZA,1996,Coal,3.39596,Combustiveis Fosseis
Algeria,DZA,1997,Coal,5.95456,Combustiveis Fosseis
Algeria,DZA,1998,Coal,6.37324,Combustiveis Fosseis
Algeria,DZA,1999,Coal,6.82681,Combustiveis Fosseis
Algeria,DZA,2000,Coal,5.64055,Combustiveis Fosseis
Algeria,DZA,2001,Coal,6.5128,Combustiveis Fosseis
Algeria,DZA,2002,Coal,8.54805,Combustiveis Fosseis
Algeria,DZA,2003,Coal,7.04778,Combustiveis Fosseis
Algeria,DZA,2004,Coal,8.40849,Combustiveis Fosseis
Algeria,DZA,2005,Coal,6.90822,Combustiveis Fosseis
Algeria,DZA,2006,Coal,10.25766,Combustiveis Fosseis
Algeria,DZA,2007,Coal,8.80391,Combustiveis Fosseis
Algeria,DZA,2008,Coal,8.80391,Combustiveis Fosseis
Algeria,DZA,2009,Coal,5.65218,Combustiveis Fosseis
Algeria,DZA,2010,Coal,3.6053,Combustiveis Fosseis
Algeria,DZA,2011,Coal,3.19825,Combustiveis Fosseis
Algeria,DZA,2012,Coal,3.39596,Combustiveis Fosseis
Algeria,DZA,2013,Coal,1.83754,Combustiveis Fosseis
Algeria,DZA,2014,Coal,2.08177,Combustiveis Fosseis
Algeria,DZA,2015,Coal,1.54679,Combustiveis Fosseis
Algeria,DZA,2016,Coal,0.56987,Combustiveis Fosseis
Algeria,DZA,2017,Coal,2.11666,Combustiveis Fosseis
Algeria,DZA,2018,Coal,5815.0,Combustiveis Fosseis
Algeria,DZA,2019,Coal,4.80319,Combustiveis Fosseis
Algeria,DZA,2020,Coal,4.8163495,Combustiveis Fosseis
Algeria,DZA,2021,Coal,4.80319,Combustiveis Fosseis
Argentina,ARG,1965,Coal,8.4550495,Combustiveis Fosseis
Argentina,ARG,1966,Coal,6.9718184,Combustiveis Fosseis
Argentina,ARG,1967,Coal,7.840397,Combustiveis Fosseis
Argentina,ARG,1968,Coal,7.6190352,Combustiveis Fosseis
Argentina,ARG,1969,Coal,9.12217,Combustiveis Fosseis
Argentina,ARG,1970,Coal,11.722598,Combustiveis Fosseis
Argentina,ARG,1971,Coal,10.277542,Combustiveis Fosseis
Argentina,ARG,1972,Coal,8.651295,Combustiveis Fosseis
Argentina,ARG,1973,Coal,9.496522,Combustiveis Fosseis
Argentina,ARG,1974,Coal,11.825922,Combustiveis Fosseis
Argentina,ARG,1975,Coal,11.510941,Combustiveis Fosseis
Argentina,ARG,1976,Coal,11.642586,Combustiveis Fosseis
Argentina,ARG,1977,Coal,11.008503,Combustiveis Fosseis
Argentina,ARG,1978,Coal,13.419195,Combustiveis Fosseis
Argentina,ARG,1979,Coal,12.501674,Combustiveis Fosseis
Argentina,ARG,1980,Coal,11.144589,Combustiveis Fosseis
Argentina,ARG,1981,Coal,10.560467,Combustiveis Fosseis
Argentina,ARG,1982,Coal,10.666076,Combustiveis Fosseis
Argentina,ARG,1983,Coal,9.679963,Combustiveis Fosseis
Argentina,ARG,1984,Coal,7.1852236,Combustiveis Fosseis
Argentina,ARG,1985,Coal,10.599606,Combustiveis Fosseis
Argentina,ARG,1986,Coal,12.109349,Combustiveis Fosseis
Argentina,ARG,1987,Coal,13.439672,Combustiveis Fosseis
Argentina,ARG,1988,Coal,13.772349,Combustiveis Fosseis
Argentina,ARG,1989,Coal,14.902768,Combustiveis Fosseis
Argentina,ARG,1990,Coal,12.266132,Combustiveis Fosseis
Argentina,ARG,1991,Coal,10.794012,Combustiveis Fosseis
Argentina,ARG,1992,Coal,12.168163,Combustiveis Fosseis
Argentina,ARG,1993,Coal,8.069987,Combustiveis Fosseis
Argentina,ARG,1994,Coal,7.065107,Combustiveis Fosseis
Argentina,ARG,1995,Coal,7.4141526,Combustiveis Fosseis
Argentina,ARG,1996,Coal,7.766816,Combustiveis Fosseis
Argentina,ARG,1997,Coal,6.1277137,Combustiveis Fosseis
Argentina,ARG,1998,Coal,8.23741,Combustiveis Fosseis
Argentina,ARG,1999,Coal,9.885469,Combustiveis Fosseis
Argentina,ARG,2000,Coal,7.512647,Combustiveis Fosseis
Argentina,ARG,2001,Coal,6.1568522,Combustiveis Fosseis
Argentina,ARG,2002,Coal,4.5862966,Combustiveis Fosseis
Argentina,ARG,2003,Coal,5.593865,Combustiveis Fosseis
Argentina,ARG,2004,Coal,9.519819,Combustiveis Fosseis
Argentina,ARG,2005,Coal,10.961645,Combustiveis Fosseis
Argentina,ARG,2006,Coal,9.9238205,Combustiveis Fosseis
Argentina,ARG,2007,Coal,14.360361,Combustiveis Fosseis
Argentina,ARG,2008,Coal,17.51607,Combustiveis Fosseis
Argentina,ARG,2009,Coal,9.620938,Combustiveis Fosseis
Argentina,ARG,2010,Coal,13.47208,Combustiveis Fosseis
Argentina,ARG,2011,Coal,14.618646,Combustiveis Fosseis
Argentina,ARG,2012,Coal,13.669181,Combustiveis Fosseis
Argentina,ARG,2013,Coal,14.939302,Combustiveis Fosseis
Argentina,ARG,2014,Coal,15.891717,Combustiveis Fosseis
Argentina,ARG,2015,Coal,15.814129,Combustiveis Fosseis
Argentina,ARG,2016,Coal,12.188642,Combustiveis Fosseis
Argentina,ARG,2017,Coal,12.525288,Combustiveis Fosseis
Argentina,ARG,2018,Coal,13.709147,Combustiveis Fosseis
Argentina,ARG,2019,Coal,8.123962,Combustiveis Fosseis
Argentina,ARG,2020,Coal,10.015326,Combustiveis Fosseis
Argentina,ARG,2021,Coal,18.253904,Combustiveis Fosseis
Australia,AUS,1965,Coal,202.02777,Combustiveis Fosseis
Australia,AUS,1966,Coal,209.38889,Combustiveis Fosseis
Australia,AUS,1967,Coal,215.25,Combustiveis Fosseis
Australia,AUS,1968,Coal,221.69444,Combustiveis Fosseis
Australia,AUS,1969,Coal,229.27777,Combustiveis Fosseis
Australia,AUS,1970,Coal,231.69444,Combustiveis Fosseis
Australia,AUS,1971,Coal,232.56944,Combustiveis Fosseis
Australia,AUS,1972,Coal,242.93056,Combustiveis Fosseis
Australia,AUS,1973,Coal,252.98611,Combustiveis Fosseis
Australia,AUS,1974,Coal,264.06946,Combustiveis Fosseis
Australia,AUS,1975,Coal,272.54166,Combustiveis Fosseis
Australia,AUS,1976,Coal,281.79166,Combustiveis Fosseis
Australia,AUS,1977,Coal,294.18054,Combustiveis Fosseis
Australia,AUS,1978,Coal,301.8611,Combustiveis Fosseis
Australia,AUS,1979,Coal,315.54166,Combustiveis Fosseis
Australia,AUS,1980,Coal,324.7639,Combustiveis Fosseis
Australia,AUS,1981,Coal,333.1389,Combustiveis Fosseis
Australia,AUS,1982,Coal,336.68054,Combustiveis Fosseis
Australia,AUS,1983,Coal,336.55554,Combustiveis Fosseis
Australia,AUS,1984,Coal,355.90277,Combustiveis Fosseis
Australia,AUS,1985,Coal,368.1389,Combustiveis Fosseis
Australia,AUS,1986,Coal,377.4861,Combustiveis Fosseis
Australia,AUS,1987,Coal,393.3611,Combustiveis Fosseis
Australia,AUS,1988,Coal,413.7639,Combustiveis Fosseis
Australia,AUS,1989,Coal,433.95834,Combustiveis Fosseis
Australia,AUS,1990,Coal,444.34723,Combustiveis Fosseis
Australia,AUS,1991,Coal,453.2639,Combustiveis Fosseis
Australia,AUS,1992,Coal,455.95834,Combustiveis Fosseis
Australia,AUS,1993,Coal,458.8889,Combustiveis Fosseis
Australia,AUS,1994,Coal,468.2639,Combustiveis Fosseis
Australia,AUS,1995,Coal,484.16666,Combustiveis Fosseis
Australia,AUS,1996,Coal,503.95834,Combustiveis Fosseis
Australia,AUS,1997,Coal,529.4583,Combustiveis Fosseis
Australia,AUS,1998,Coal,553.0833,Combustiveis Fosseis
Australia,AUS,1999,Coal,587443.0,Combustiveis Fosseis
Australia,AUS,2000,Coal,591.6619,Combustiveis Fosseis
Australia,AUS,2001,Coal,585.69135,Combustiveis Fosseis
Australia,AUS,2002,Coal,598.8721,Combustiveis Fosseis
Australia,AUS,2003,Coal,616.0213,Combustiveis Fosseis
Australia,AUS,2004,Coal,641.9212,Combustiveis Fosseis
Australia,AUS,2005,Coal,638.2223,Combustiveis Fosseis
Australia,AUS,2006,Coal,655.49884,Combustiveis Fosseis
Australia,AUS,2007,Coal,649.8025,Combustiveis Fosseis
Australia,AUS,2008,Coal,677.29144,Combustiveis Fosseis
Australia,AUS,2009,Coal,654.86127,Combustiveis Fosseis
Australia,AUS,2010,Coal,607.39435,Combustiveis Fosseis
Australia,AUS,2011,Coal,592.0622,Combustiveis Fosseis
Australia,AUS,2012,Coal,554.4683,Combustiveis Fosseis
Australia,AUS,2013,Coal,526.2419,Combustiveis Fosseis
Australia,AUS,2014,Coal,521.8884,Combustiveis Fosseis
Australia,AUS,2015,Coal,540.4112,Combustiveis Fosseis
Australia,AUS,2016,Coal,540.0623,Combustiveis Fosseis
Australia,AUS,2017,Coal,521.52594,Combustiveis Fosseis
Australia,AUS,2018,Coal,508.88226,Combustiveis Fosseis
Australia,AUS,2019,Coal,486.3916,Combustiveis Fosseis
Australia,AUS,2020,Coal,468.52548,Combustiveis Fosseis
Australia,AUS,2021,Coal,452.96805,Combustiveis Fosseis
Austria,AUT,1965,Coal,59.1149,Combustiveis Fosseis
Austria,AUT,1966,Coal,56.467598,Combustiveis Fosseis
Austria,AUT,1967,Coal,53.4509,Combustiveis Fosseis
Austria,AUT,1968,Coal,52.773685,Combustiveis Fosseis
Austria,AUT,1969,Coal,51.936398,Combustiveis Fosseis
Austria,AUT,1970,Coal,55.854168,Combustiveis Fosseis
Austria,AUT,1971,Coal,51.233612,Combustiveis Fosseis
Austria,AUT,1972,Coal,46.453888,Combustiveis Fosseis
Austria,AUT,1973,Coal,46.169724,Combustiveis Fosseis
Austria,AUT,1974,Coal,48.72278,Combustiveis Fosseis
Austria,AUT,1975,Coal,42.340557,Combustiveis Fosseis
Austria,AUT,1976,Coal,45.06,Combustiveis Fosseis
Austria,AUT,1977,Coal,37.800278,Combustiveis Fosseis
Austria,AUT,1978,Coal,38.40222,Combustiveis Fosseis
Austria,AUT,1979,Coal,41.68611,Combustiveis Fosseis
Austria,AUT,1980,Coal,42.83472,Combustiveis Fosseis
Austria,AUT,1981,Coal,43.85,Combustiveis Fosseis
Austria,AUT,1982,Coal,41.705555,Combustiveis Fosseis
Austria,AUT,1983,Coal,44.655834,Combustiveis Fosseis
Austria,AUT,1984,Coal,50.88639,Combustiveis Fosseis
Austria,AUT,1985,Coal,50815.0,Combustiveis Fosseis
Austria,AUT,1986,Coal,45.3025,Combustiveis Fosseis
Austria,AUT,1987,Coal,44.939445,Combustiveis Fosseis
Austria,AUT,1988,Coal,43.03389,Combustiveis Fosseis
Austria,AUT,1989,Coal,43.228054,Combustiveis Fosseis
Austria,AUT,1990,Coal,47.640556,Combustiveis Fosseis
Austria,AUT,1991,Coal,49.97222,Combustiveis Fosseis
Austria,AUT,1992,Coal,38.882023,Combustiveis Fosseis
Austria,AUT,1993,Coal,34.95875,Combustiveis Fosseis
Austria,AUT,1994,Coal,35.454445,Combustiveis Fosseis
Austria,AUT,1995,Coal,40.338642,Combustiveis Fosseis
Austria,AUT,1996,Coal,40.510193,Combustiveis Fosseis
Austria,AUT,1997,Coal,42.96853,Combustiveis Fosseis
Austria,AUT,1998,Coal,37.83,Combustiveis Fosseis
Austria,AUT,1999,Coal,37.569916,Combustiveis Fosseis
Austria,AUT,2000,Coal,42.479004,Combustiveis Fosseis
Austria,AUT,2001,Coal,43.881134,Combustiveis Fosseis
Austria,AUT,2002,Coal,44.579712,Combustiveis Fosseis
Austria,AUT,2003,Coal,47.547695,Combustiveis Fosseis
Austria,AUT,2004,Coal,46.576305,Combustiveis Fosseis
Austria,AUT,2005,Coal,46.43805,Combustiveis Fosseis
Austria,AUT,2006,Coal,46.397972,Combustiveis Fosseis
Austria,AUT,2007,Coal,44.859592,Combustiveis Fosseis
Austria,AUT,2008,Coal,44.31641,Combustiveis Fosseis
Austria,AUT,2009,Coal,33.390785,Combustiveis Fosseis
Austria,AUT,2010,Coal,39.26068,Combustiveis Fosseis
Austria,AUT,2011,Coal,40.319637,Combustiveis Fosseis
Austria,AUT,2012,Coal,37.45485,Combustiveis Fosseis
Austria,AUT,2013,Coal,38.096313,Combustiveis Fosseis
Austria,AUT,2014,Coal,34.895565,Combustiveis Fosseis
Austria,AUT,2015,Coal,37.713593,Combustiveis Fosseis
Austria,AUT,2016,Coal,34.979595,Combustiveis Fosseis
Austria,AUT,2017,Coal,36.490314,Combustiveis Fosseis
Austria,AUT,2018,Coal,32.213512,Combustiveis Fosseis
Austria,AUT,2019,Coal,33.8888,Combustiveis Fosseis
Austria,AUT,2020,Coal,28.976196,Combustiveis Fosseis
Austria,AUT,2021,Coal,31.2038,Combustiveis Fosseis
Azerbaijan,AZE,1985,Coal,1.06996,Combustiveis Fosseis
Azerbaijan,AZE,1986,Coal,1.06996,Combustiveis Fosseis
Azerbaijan,AZE,1987,Coal,1.06996,Combustiveis Fosseis
Azerbaijan,AZE,1988,Coal,1.06996,Combustiveis Fosseis
Azerbaijan,AZE,1989,Coal,1.06996,Combustiveis Fosseis
Azerbaijan,AZE,1990,Coal,1.03507,Combustiveis Fosseis
Azerbaijan,AZE,1991,Coal,0.77921,Combustiveis Fosseis
Azerbaijan,AZE,1992,Coal,0.13956,Combustiveis Fosseis
Azerbaijan,AZE,1993,Coal,0.03489,Combustiveis Fosseis
Azerbaijan,AZE,1994,Coal,0.04652,Combustiveis Fosseis
Azerbaijan,AZE,1995,Coal,0.03489,Combustiveis Fosseis
Azerbaijan,AZE,1996,Coal,0.03489,Combustiveis Fosseis
Azerbaijan,AZE,1997,Coal,0.03489,Combustiveis Fosseis
Azerbaijan,AZE,1998,Coal,0.0,Combustiveis Fosseis
Azerbaijan,AZE,1999,Coal,0.0,Combustiveis Fosseis
Azerbaijan,AZE,2000,Coal,0.0,Combustiveis Fosseis
Azerbaijan,AZE,2001,Coal,0.03489,Combustiveis Fosseis
Azerbaijan,AZE,2002,Coal,0.02326,Combustiveis Fosseis
Azerbaijan,AZE,2003,Coal,0.03489,Combustiveis Fosseis
Azerbaijan,AZE,2004,Coal,0.010694444,Combustiveis Fosseis
Azerbaijan,AZE,2005,Coal,0.03744861,Combustiveis Fosseis
Azerbaijan,AZE,2006,Coal,0.03744861,Combustiveis Fosseis
Azerbaijan,AZE,2007,Coal,0.05733333,Combustiveis Fosseis
Azerbaijan,AZE,2008,Coal,43.0,Combustiveis Fosseis
Azerbaijan,AZE,2009,Coal,43.0,Combustiveis Fosseis
Azerbaijan,AZE,2010,Coal,0.0645,Combustiveis Fosseis
Azerbaijan,AZE,2011,Coal,0.05733333,Combustiveis Fosseis
Azerbaijan,AZE,2012,Coal,43.0,Combustiveis Fosseis
Azerbaijan,AZE,2013,Coal,0.035833333,Combustiveis Fosseis
Azerbaijan,AZE,2014,Coal,0.0215,Combustiveis Fosseis
Azerbaijan,AZE,2015,Coal,0.035833333,Combustiveis Fosseis
Azerbaijan,AZE,2016,Coal,0.014333333,Combustiveis Fosseis
Azerbaijan,AZE,2017,Coal,0.014333333,Combustiveis Fosseis
Azerbaijan,AZE,2018,Coal,0.0071666664,Combustiveis Fosseis
Azerbaijan,AZE,2019,Coal,0.009316667,Combustiveis Fosseis
Azerbaijan,AZE,2020,Coal,0.009333333,Combustiveis Fosseis
Azerbaijan,AZE,2021,Coal,0.009316667,Combustiveis Fosseis
Bangladesh,BGD,1971,Coal,1.0869898,Combustiveis Fosseis
Bangladesh,BGD,1972,Coal,1.0869864,Combustiveis Fosseis
Bangladesh,BGD,1973,Coal,1.41251,Combustiveis Fosseis
Bangladesh,BGD,1974,Coal,1.255563,Combustiveis Fosseis
Bangladesh,BGD,1975,Coal,1.4531916,Combustiveis Fosseis
Bangladesh,BGD,1976,Coal,1.4357584,Combustiveis Fosseis
Bangladesh,BGD,1977,Coal,1.4997,Combustiveis Fosseis
Bangladesh,BGD,1978,Coal,1.4531916,Combustiveis Fosseis
Bangladesh,BGD,1979,Coal,1.0811831,Combustiveis Fosseis
Bangladesh,BGD,1980,Coal,1.4443297,Combustiveis Fosseis
Bangladesh,BGD,1981,Coal,1.4847789,Combustiveis Fosseis
Bangladesh,BGD,1982,Coal,1.7986726,Combustiveis Fosseis
Bangladesh,BGD,1983,Coal,1.0179856,Combustiveis Fosseis
Bangladesh,BGD,1984,Coal,0.40738723,Combustiveis Fosseis
Bangladesh,BGD,1985,Coal,0.56964916,Combustiveis Fosseis
Bangladesh,BGD,1986,Coal,0.86029446,Combustiveis Fosseis
Bangladesh,BGD,1987,Coal,1.3543717,Combustiveis Fosseis
Bangladesh,BGD,1988,Coal,1.395065,Combustiveis Fosseis
Bangladesh,BGD,1989,Coal,1.4531916,Combustiveis Fosseis
Bangladesh,BGD,1990,Coal,3.272589,Combustiveis Fosseis
Bangladesh,BGD,1991,Coal,1.0463045,Combustiveis Fosseis
Bangladesh,BGD,1992,Coal,0.9823628,Combustiveis Fosseis
Bangladesh,BGD,1993,Coal,0.36620554,Combustiveis Fosseis
Bangladesh,BGD,1994,Coal,0.34295693,Combustiveis Fosseis
Bangladesh,BGD,1995,Coal,3.7317994,Combustiveis Fosseis
Bangladesh,BGD,1996,Coal,2.0461009,Combustiveis Fosseis
Bangladesh,BGD,1997,Coal,3.7550595,Combustiveis Fosseis
Bangladesh,BGD,1998,Coal,1.0811714,Combustiveis Fosseis
Bangladesh,BGD,1999,Coal,0.53477055,Combustiveis Fosseis
Bangladesh,BGD,2000,Coal,3.8364348,Combustiveis Fosseis
Bangladesh,BGD,2001,Coal,4.0689416,Combustiveis Fosseis
Bangladesh,BGD,2002,Coal,4.2491364,Combustiveis Fosseis
Bangladesh,BGD,2003,Coal,4.0631266,Combustiveis Fosseis
Bangladesh,BGD,2004,Coal,4.0689416,Combustiveis Fosseis
Bangladesh,BGD,2005,Coal,8.347995,Combustiveis Fosseis
Bangladesh,BGD,2006,Coal,12.683871,Combustiveis Fosseis
Bangladesh,BGD,2007,Coal,10.3513975,Combustiveis Fosseis
Bangladesh,BGD,2008,Coal,10.896066,Combustiveis Fosseis
Bangladesh,BGD,2009,Coal,13.61483,Combustiveis Fosseis
Bangladesh,BGD,2010,Coal,8.675766,Combustiveis Fosseis
Bangladesh,BGD,2011,Coal,12.915543,Combustiveis Fosseis
Bangladesh,BGD,2012,Coal,10.657114,Combustiveis Fosseis
Bangladesh,BGD,2013,Coal,14.754073,Combustiveis Fosseis
Bangladesh,BGD,2014,Coal,8.853395,Combustiveis Fosseis
Bangladesh,BGD,2015,Coal,26.352102,Combustiveis Fosseis
Bangladesh,BGD,2016,Coal,19.364847,Combustiveis Fosseis
Bangladesh,BGD,2017,Coal,21.72667,Combustiveis Fosseis
Bangladesh,BGD,2018,Coal,23.806307,Combustiveis Fosseis
Bangladesh,BGD,2019,Coal,38.54491,Combustiveis Fosseis
Bangladesh,BGD,2020,Coal,43.539238,Combustiveis Fosseis
Bangladesh,BGD,2021,Coal,38.15637,Combustiveis Fosseis
Belarus,BLR,1985,Coal,25.11238,Combustiveis Fosseis
Belarus,BLR,1986,Coal,27.471886,Combustiveis Fosseis
Belarus,BLR,1987,Coal,26.710539,Combustiveis Fosseis
Belarus,BLR,1988,Coal,28.616346,Combustiveis Fosseis
Belarus,BLR,1989,Coal,28.09227,Combustiveis Fosseis
Belarus,BLR,1990,Coal,24.710203,Combustiveis Fosseis
Belarus,BLR,1991,Coal,23.473154,Combustiveis Fosseis
Belarus,BLR,1992,Coal,19.550192,Combustiveis Fosseis
Belarus,BLR,1993,Coal,16.790056,Combustiveis Fosseis
Belarus,BLR,1994,Coal,11.763757,Combustiveis Fosseis
Belarus,BLR,1995,Coal,11.069911,Combustiveis Fosseis
Belarus,BLR,1996,Coal,13.434569,Combustiveis Fosseis
Belarus,BLR,1997,Coal,14.157129,Combustiveis Fosseis
Belarus,BLR,1998,Coal,12.563811,Combustiveis Fosseis
Belarus,BLR,1999,Coal,11.656456,Combustiveis Fosseis
Belarus,BLR,2000,Coal,11.571726,Combustiveis Fosseis
Belarus,BLR,2001,Coal,8.308524,Combustiveis Fosseis
Belarus,BLR,2002,Coal,7.837448,Combustiveis Fosseis
Belarus,BLR,2003,Coal,7.3767715,Combustiveis Fosseis
Belarus,BLR,2004,Coal,7.225938,Combustiveis Fosseis
Belarus,BLR,2005,Coal,7.979854,Combustiveis Fosseis
Belarus,BLR,2006,Coal,7.14469,Combustiveis Fosseis
Belarus,BLR,2007,Coal,8.080224,Combustiveis Fosseis
Belarus,BLR,2008,Coal,7.532654,Combustiveis Fosseis
Belarus,BLR,2009,Coal,7.1767774,Combustiveis Fosseis
Belarus,BLR,2010,Coal,7.507349,Combustiveis Fosseis
Belarus,BLR,2011,Coal,9.018615,Combustiveis Fosseis
Belarus,BLR,2012,Coal,9.199353,Combustiveis Fosseis
Belarus,BLR,2013,Coal,9.764291,Combustiveis Fosseis
Belarus,BLR,2014,Coal,9.686455,Combustiveis Fosseis
Belarus,BLR,2015,Coal,8.61383,Combustiveis Fosseis
Belarus,BLR,2016,Coal,9.467983,Combustiveis Fosseis
Belarus,BLR,2017,Coal,9.79246,Combustiveis Fosseis
Belarus,BLR,2018,Coal,14.68869,Combustiveis Fosseis
Belarus,BLR,2019,Coal,15.4679,Combustiveis Fosseis
Belarus,BLR,2020,Coal,9.73431,Combustiveis Fosseis
Belarus,BLR,2021,Coal,8.457041,Combustiveis Fosseis
Belgium,BEL,1965,Coal,222.93715,Combustiveis Fosseis
Belgium,BEL,1966,Coal,203.37099,Combustiveis Fosseis
Belgium,BEL,1967,Coal,199.59724,Combustiveis Fosseis
Belgium,BEL,1968,Coal,206.06418,Combustiveis Fosseis
Belgium,BEL,1969,Coal,200.69035,Combustiveis Fosseis
Belgium,BEL,1970,Coal,189.13449,Combustiveis Fosseis
Belgium,BEL,1971,Coal,156.61696,Combustiveis Fosseis
Belgium,BEL,1972,Coal,149.58344,Combustiveis Fosseis
Belgium,BEL,1973,Coal,125.52782,Combustiveis Fosseis
Belgium,BEL,1974,Coal,134.26744,Combustiveis Fosseis
Belgium,BEL,1975,Coal,100.27897,Combustiveis Fosseis
Belgium,BEL,1976,Coal,104.50377,Combustiveis Fosseis
Belgium,BEL,1977,Coal,105.99527,Combustiveis Fosseis
Belgium,BEL,1978,Coal,108.54406,Combustiveis Fosseis
Belgium,BEL,1979,Coal,120.93532,Combustiveis Fosseis
Belgium,BEL,1980,Coal,121.914505,Combustiveis Fosseis
Belgium,BEL,1981,Coal,126.292564,Combustiveis Fosseis
Belgium,BEL,1982,Coal,126.49051,Combustiveis Fosseis
Belgium,BEL,1983,Coal,107.940125,Combustiveis Fosseis
Belgium,BEL,1984,Coal,125.178535,Combustiveis Fosseis
Belgium,BEL,1985,Coal,124.82669,Combustiveis Fosseis
Belgium,BEL,1986,Coal,106.50946,Combustiveis Fosseis
Belgium,BEL,1987,Coal,105.99314,Combustiveis Fosseis
Belgium,BEL,1988,Coal,107.1085,Combustiveis Fosseis
Belgium,BEL,1989,Coal,112.53452,Combustiveis Fosseis
Belgium,BEL,1990,Coal,123.63173,Combustiveis Fosseis
Belgium,BEL,1991,Coal,118.26104,Combustiveis Fosseis
Belgium,BEL,1992,Coal,105.84025,Combustiveis Fosseis
Belgium,BEL,1993,Coal,100.25862,Combustiveis Fosseis
Belgium,BEL,1994,Coal,107.76567,Combustiveis Fosseis
Belgium,BEL,1995,Coal,102.9294,Combustiveis Fosseis
Belgium,BEL,1996,Coal,98.50768,Combustiveis Fosseis
Belgium,BEL,1997,Coal,91.96225,Combustiveis Fosseis
Belgium,BEL,1998,Coal,91.476814,Combustiveis Fosseis
Belgium,BEL,1999,Coal,80.151695,Combustiveis Fosseis
Belgium,BEL,2000,Coal,88.68365,Combustiveis Fosseis
Belgium,BEL,2001,Coal,84.474434,Combustiveis Fosseis
Belgium,BEL,2002,Coal,72.41642,Combustiveis Fosseis
Belgium,BEL,2003,Coal,70.049095,Combustiveis Fosseis
Belgium,BEL,2004,Coal,65.15432,Combustiveis Fosseis
Belgium,BEL,2005,Coal,59.86575,Combustiveis Fosseis
Belgium,BEL,2006,Coal,59.076748,Combustiveis Fosseis
Belgium,BEL,2007,Coal,53.98673,Combustiveis Fosseis
Belgium,BEL,2008,Coal,53.31606,Combustiveis Fosseis
Belgium,BEL,2009,Coal,34.345123,Combustiveis Fosseis
Belgium,BEL,2010,Coal,43.6005,Combustiveis Fosseis
Belgium,BEL,2011,Coal,41.048958,Combustiveis Fosseis
Belgium,BEL,2012,Coal,38.662643,Combustiveis Fosseis
Belgium,BEL,2013,Coal,40.907597,Combustiveis Fosseis
Belgium,BEL,2014,Coal,39.672768,Combustiveis Fosseis
Belgium,BEL,2015,Coal,38.741543,Combustiveis Fosseis
Belgium,BEL,2016,Coal,36.708572,Combustiveis Fosseis
Belgium,BEL,2017,Coal,35.91473,Combustiveis Fosseis
Belgium,BEL,2018,Coal,35.71365,Combustiveis Fosseis
Belgium,BEL,2019,Coal,35.81248,Combustiveis Fosseis
Belgium,BEL,2020,Coal,27.784756,Combustiveis Fosseis
Belgium,BEL,2021,Coal,28.736017,Combustiveis Fosseis
Brazil,BRA,1965,Coal,20.17805,Combustiveis Fosseis
Brazil,BRA,1966,Coal,21.8644,Combustiveis Fosseis
Brazil,BRA,1967,Coal,22.59709,Combustiveis Fosseis
Brazil,BRA,1968,Coal,22.23656,Combustiveis Fosseis
Brazil,BRA,1969,Coal,24.81842,Combustiveis Fosseis
Brazil,BRA,1970,Coal,28.344795,Combustiveis Fosseis
Brazil,BRA,1971,Coal,28.53244,Combustiveis Fosseis
Brazil,BRA,1972,Coal,30.035912,Combustiveis Fosseis
Brazil,BRA,1973,Coal,29.51856,Combustiveis Fosseis
