Code,Year,Entity,Population,GDP_2010_dolar,GDP_PPP_2010_dolar,Consumption
BEL,1968,Belgium,9618756.0,0.0,0.0,12752.11798363
BEL,1969,Belgium,9646032.0,0.0,0.0,25820.439842778
BEL,1970,Belgium,9655549.0,0.0,0.0,539.59103776
BEL,1971,Belgium,9673162.0,0.0,0.0,529.33438666
BEL,1972,Belgium,9711115.0,0.0,0.0,562.7328808069999
BEL,1973,Belgium,9741720.0,0.0,0.0,570.3259621999999
BEL,1974,Belgium,9772419.0,0.0,0.0,550.7825976999999
BEL,1975,Belgium,9800700.0,0.0,0.0,518.0192222
BEL,1976,Belgium,9818227.0,0.0,0.0,549.5793175
BEL,1977,Belgium,9830358.0,0.0,0.0,550.6024199
BEL,1978,Belgium,9839534.0,0.0,0.0,574.7142666999999
BEL,1979,Belgium,9848382.0,0.0,0.0,591.3229100000001
BEL,1980,Belgium,9859242.0,337078576962.2834,290037500509.684,566.1063543
BEL,1981,Belgium,9858982.0,253061099815.1571,287038534195.9335,538.2971601
BEL,1982,Belgium,9856303.0,209667122715.4047,288711241079.1993,514.8800138
BEL,1983,Belgium,9855520.0,192014406408.09445,291565556492.4115,498.9692919999999
BEL,1984,Belgium,9855372.0,175871209377.52628,296775223928.86017,521.4768070000001
BEL,1985,Belgium,9858308.0,176582846213.89542,300527626854.0203,86322.5042678
BEL,1986,Belgium,9861823.0,240225834482.7586,306424763218.3908,77579.6288394
BEL,1987,Belgium,9870234.0,288025634615.38464,310079519230.7692,578.6796212
BEL,1988,Belgium,9901664.0,300698697443.1818,322805511363.63635,84412.29797249999
BEL,1989,Belgium,9937697.0,289964260162.6016,331110387533.87537,594.5704471000001
BEL,1990,Belgium,9967379.0,344472379177.37787,336063183804.62726,621.3526352
BEL,1991,Belgium,10004486.0,339283270820.4812,339612032078.9636,102618.80179639997
BEL,1992,Belgium,10045158.0,366792991616.7665,342320561676.6467,641.5093081
BEL,1993,Belgium,10084475.0,340541953488.37213,336971805813.95355,110614.08990179999
BEL,1994,Belgium,10115603.0,362261743764.1724,346410837868.4808,113127.3320194
BEL,1995,Belgium,10136811.0,425617463065.0496,352127474090.408,672.119811
BEL,1996,Belgium,10156637.0,400398274089.9358,352810730192.71954,713.8814643000001
BEL,1997,Belgium,10181245.0,354575047619.0476,364126721088.4354,721.2619045
BEL,1998,Belgium,10203008.0,357355632989.69073,369837321649.4846,510811.799481
BEL,1999,Belgium,10226419.0,349098840141.20026,380045068078.6687,730.1409824
BEL,2000,Belgium,10251250.0,309468373658.5366,389810986341.4634,743.3484788000001
BEL,2001,Belgium,10286570.0,300764299810.2467,391660040796.964,153959.4827323
BEL,2002,Belgium,10332785.0,322810270774.9767,398224351073.7628,733.4744733
BEL,2003,Belgium,10376133.0,388865165296.8037,400847686757.9909,761.6910256000001
BEL,2004,Belgium,10421137.0,439443248554.9134,415154300578.0347,764.6199424
BEL,2005,Belgium,10478617.0,444521507956.98926,423706824946.2366,756.117814
BEL,2006,Belgium,10547958.0,455573549166.6667,433679783333.3334,174473.3521055
