Code,Year,Population
96,1950,48.268499999999996
96,1951,51.092499999999994
96,1952,54.0215
96,1953,57.177
96,1954,60.591
96,1955,64.2675
96,1956,68.2045
96,1957,72.3765
96,1958,76.68849999999999
96,1959,81.04650000000001
96,1960,85.34600000000002
96,1961,89.56099999999998
96,1962,93.83649999999993
96,1963,98.27699999999997
96,1964,102.90400000000001
96,1965,107.68650000000001
96,1966,112.59750000000001
96,1967,117.628
96,1968,122.76449999999997
96,1969,128.01250000000002
96,1970,133.3425
96,1971,138.66549999999998
96,1972,143.88600000000005
96,1973,149.06449999999998
96,1974,154.31349999999998
96,1975,159.65300000000005
96,1976,165.06349999999998
96,1977,170.55949999999999
96,1978,176.17600000000002
96,1979,181.95099999999996
96,1980,187.92050000000003
96,1981,194.09849999999997
96,1982,200.6295
96,1983,207.52299999999997
96,1984,214.682
96,1985,222.11950000000002
96,1986,229.81549999999996
96,1987,237.712
96,1988,245.72899999999996
96,1989,253.82050000000004
96,1990,261.92749999999995
96,1991,269.85999999999996
96,1992,277.4155
96,1993,284.713
96,1994,291.9355
96,1995,299.097
96,1996,306.196
96,1997,313.21500000000015
96,1998,320.15250000000003
96,1999,327.0445
96,2000,333.9265
96,2001,340.7485
96,2002,347.46299999999997
96,2003,354.04449999999997
96,2004,360.46049999999997
96,2005,366.7175
96,2006,372.80800000000005
96,2007,378.74850000000004
96,2008,384.568
96,2009,390.31100000000004
96,2010,396.0524999999999
96,2011,401.5060000000001
96,2012,406.634
96,2013,411.7025
96,2014,416.65599999999995
96,2015,421.4365
96,2016,425.9939999999999
96,2017,430.2765
96,2018,434.2744999999999
96,2019,438.0485
96,2020,441.7250000000002
96,2021,445.37299999999993
96,2022,449.00149999999996
96,2023,452.52349999999996
96,2024,455.8585000000001
96,2025,459.045
96,2026,462.1034999999998
96,2027,465.0485
96,2028,467.8935
96,2029,470.64950000000005
96,2030,473.3115
96,2031,475.86800000000005
96,2032,478.32150000000007
96,2033,480.6550000000001
96,2034,482.85299999999995
96,2035,484.91750000000013
96,2036,486.8439999999999
96,2037,488.611
96,2038,490.2250000000001
96,2039,491.69250000000017
96,2040,493.0060000000001
96,2041,494.19100000000003
96,2042,495.249
96,2043,496.17200000000014
96,2044,496.951
96,2045,497.5719999999999
96,2046,498.0389999999999
96,2047,498.3525
96,2048,498.52049999999986
96,2049,498.52850000000007
96,2050,498.3734999999999
96,2051,498.0615
96,2052,497.59600000000006
96,2053,496.9835
96,2054,496.2234999999999
96,2055,495.3215000000002
96,2056,494.2824999999999
96,2057,493.11449999999996
96,2058,491.83099999999996
96,2059,490.4475
96,2060,488.9680000000001
96,2061,487.40299999999996
96,2062,485.76300000000015
96,2063,484.0464999999999
96,2064,482.2510000000001
96,2065,480.39149999999995
96,2066,478.46400000000006
96,2067,476.49749999999995
96,2068,474.49749999999995
96,2069,472.4565000000001
96,2070,470.399
96,2071,468.319
96,2072,466.2124999999999
96,2073,464.0939999999999
96,2074,461.9705000000001
96,2075,459.8355000000001
96,2076,457.69050000000004
96,2077,455.5370000000001
96,2078,453.37550000000005
96,2079,451.20750000000004
96,2080,449.04050000000007
96,2081,446.87249999999995
96,2082,444.70550000000003
96,2083,442.54549999999995
96,2084,440.37700000000007
96,2085,438.2014999999998
96,2086,436.03450000000004
96,2087,433.85999999999996
96,2088,431.66499999999996
96,2089,429.45950000000016
96,2090,427.2475000000001
96,2091,425.01900000000006
96,2092,422.77949999999987
96,2093,420.531
96,2094,418.2684999999999
96,2095,416.004
96,2096,413.7255
96,2097,411.43049999999994
96,2098,409.1365
96,2099,406.836
96,2100,404.52049999999986
