Code,Year,Population
344,1950,1980.5244999999998
344,1951,2075.5035
344,1952,2173.5969999999998
344,1953,2275.0099999999998
344,1954,2380.4724999999994
344,1955,2490.487
344,1956,2606.2925000000005
344,1957,2728.466
344,1958,2855.691999999999
344,1959,2985.0499999999993
344,1960,3114.671
344,1961,3231.758499999999
344,1962,3331.1875000000005
344,1963,3424.3529999999996
344,1964,3514.7630000000004
344,1965,3602.0290000000005
344,1966,3684.6649999999995
344,1967,3762.177500000001
344,1968,3834.043
344,1969,3898.3865
344,1970,3955.0715
344,1971,4028.605000000001
344,1972,4128.3335000000025
344,1973,4234.754
344,1974,4342.772499999999
344,1975,4451.219499999998
344,1976,4558.8724999999995
344,1977,4664.903
344,1978,4768.798
344,1979,4872.7525000000005
344,1980,4978.5445
344,1981,5077.741999999999
344,1982,5166.904999999999
344,1983,5252.1269999999995
344,1984,5333.571000000002
344,1985,5411.68
344,1986,5492.791000000003
344,1987,5578.533
344,1988,5665.6165
344,1989,5752.708
344,1990,5838.5734999999995
344,1991,5923.447
344,1992,6007.685499999999
344,1993,6089.807999999999
344,1994,6168.707000000002
344,1995,6243.858999999999
344,1996,6333.4435
344,1997,6441.235999999999
344,1998,6546.057499999999
344,1999,6641.9645
344,2000,6731.1950000000015
344,2001,6801.541499999997
344,2002,6848.847000000002
344,2003,6886.456499999999
344,2004,6915.9985000000015
344,2005,6936.874499999999
344,2006,6960.594499999998
344,2007,7001.455499999999
344,2008,7050.677000000001
344,2009,7094.595
344,2010,7132.437499999999
344,2011,7175.364500000001
344,2012,7234.060000000001
344,2013,7296.826500000002
344,2014,7352.183000000002
344,2015,7399.8385
344,2016,7435.927000000001
344,2017,7461.518499999999
344,2018,7481.555
344,2019,7496.121500000001
344,2020,7500.957500000001
344,2021,7494.5785000000005
344,2022,7488.865000000001
344,2023,7491.608499999999
344,2024,7496.6815000000015
344,2025,7499.790999999999
344,2026,7500.961499999999
344,2027,7500.208500000002
344,2028,7497.463000000002
344,2029,7492.673999999999
344,2030,7485.8870000000015
344,2031,7476.879
344,2032,7465.576999999999
344,2033,7452.152000000001
344,2034,7436.708
344,2035,7419.486500000001
344,2036,7400.465500000001
344,2037,7379.746000000002
344,2038,7357.445500000001
344,2039,7333.540499999999
344,2040,7308.137999999999
344,2041,7281.090499999999
344,2042,7252.429
344,2043,7222.400500000001
344,2044,7191.086499999999
344,2045,7158.4295
344,2046,7124.4575
344,2047,7089.170500000002
344,2048,7052.590500000001
344,2049,7014.6895
344,2050,6975.390999999999
344,2051,6934.580499999998
344,2052,6892.0555
344,2053,6847.847500000001
344,2054,6802.104000000001
344,2055,6754.880500000002
344,2056,6706.1705
344,2057,6656.324499999999
344,2058,6605.570499999999
344,2059,6553.9915
344,2060,6501.772
344,2061,6449.158999999998
344,2062,6396.475499999999
344,2063,6343.710999999999
344,2064,6291.078999999998
344,2065,6238.727000000001
344,2066,6186.619000000001
344,2067,6134.739499999999
344,2068,6082.994
344,2069,6031.5685
344,2070,5980.534000000001
344,2071,5929.817000000001
344,2072,5879.443000000002
344,2073,5829.598000000001
344,2074,5780.2604999999985
344,2075,5731.4105
344,2076,5683.2025
344,2077,5635.597
344,2078,5588.5905
344,2079,5542.351
344,2080,5496.975999999999
344,2081,5452.529500000001
344,2082,5409.182499999999
344,2083,5367.0250000000015
344,2084,5326.13
344,2085,5286.4085000000005
344,2086,5247.833
344,2087,5210.554499999999
344,2088,5174.6335
344,2089,5140.078500000001
344,2090,5106.9175
344,2091,5075.114999999999
344,2092,5044.672499999999
344,2093,5015.688000000001
344,2094,4988.165999999999
344,2095,4962.066499999999
344,2096,4937.404
344,2097,4914.239
344,2098,4892.4574999999995
344,2099,4871.891999999999
344,2100,4852.441000000001
