Code,Year,Population
496,1950,781.26
496,1951,793.053
496,1952,805.031
496,1953,817.5160000000001
496,1954,830.7024999999998
496,1955,844.9974999999998
496,1956,864.3789999999999
496,1957,888.9604999999999
496,1958,915.7019999999998
496,1959,945.438
496,1960,977.9030000000001
496,1961,1011.5020000000002
496,1962,1045.3155
496,1963,1075.8874999999998
496,1964,1104.017
496,1965,1134.0725
496,1966,1165.7459999999996
496,1967,1198.1969999999997
496,1968,1230.4054999999998
496,1969,1261.887
496,1970,1293.8795000000005
496,1971,1327.7810000000002
496,1972,1363.8354999999997
496,1973,1402.3085
496,1974,1443.1304999999998
496,1975,1485.6915000000004
496,1976,1529.0845
496,1977,1572.5160000000005
496,1978,1615.867999999999
496,1979,1657.448
496,1980,1697.78
496,1981,1739.2209999999998
496,1982,1781.7969999999993
496,1983,1825.7724999999998
496,1984,1871.652
496,1985,1919.7435
496,1986,1969.9120000000005
496,1987,2021.5014999999996
496,1988,2073.771
496,1989,2120.8244999999997
496,1990,2161.433
496,1991,2200.0765
496,1992,2236.4935
496,1993,2270.3115000000007
496,1994,2301.5105000000003
496,1995,2330.3335
496,1996,2357.0329999999985
496,1997,2381.7714999999994
496,1998,2405.1485000000002
496,1999,2428.4875
496,2000,2450.9795000000004
496,2001,2472.601000000001
496,2002,2494.6175
496,2003,2516.4534999999996
496,2004,2537.9490000000005
496,2005,2559.255000000001
496,2006,2581.2419999999993
496,2007,2605.643
496,2008,2633.8875000000003
496,2009,2666.7125000000005
496,2010,2702.52
496,2011,2743.9374999999995
496,2012,2792.3489999999997
496,2013,2845.153499999999
496,2014,2902.8224999999998
496,2015,2964.7484999999997
496,2016,3029.5544999999993
496,2017,3096.029499999999
496,2018,3163.9910000000004
496,2019,3232.4295000000006
496,2020,3294.334999999999
496,2021,3347.7825000000003
496,2022,3398.366
496,2023,3447.1564999999996
496,2024,3493.629
496,2025,3537.947
496,2026,3580.3185000000003
496,2027,3620.933
496,2028,3660.1645000000003
496,2029,3698.5355
496,2030,3736.326500000001
496,2031,3773.767999999999
496,2032,3811.167
496,2033,3848.847
496,2034,3887.0039999999995
496,2035,3925.745000000001
496,2036,3965.0425
496,2037,4004.9525
496,2038,4045.4795
496,2039,4086.4690000000005
496,2040,4127.814000000001
496,2041,4169.2785
496,2042,4210.687
496,2043,4251.8555
496,2044,4292.545499999999
496,2045,4332.666499999999
496,2046,4372.111499999999
496,2047,4410.654
496,2048,4448.0925
496,2049,4484.188
496,2050,4518.8565
496,2051,4552.14
496,2052,4583.8565
496,2053,4614.013000000001
496,2054,4642.835499999999
496,2055,4670.367000000001
496,2056,4696.549000000001
496,2057,4721.5745000000015
496,2058,4745.606999999999
496,2059,4768.6945000000005
496,2060,4790.8955000000005
496,2061,4812.323499999999
496,2062,4833.1675000000005
496,2063,4853.452999999999
496,2064,4873.3025
496,2065,4892.9215
496,2066,4912.309999999999
496,2067,4931.4775
496,2068,4950.407000000001
496,2069,4968.8955000000005
496,2070,4986.932999999998
496,2071,5004.734
496,2072,5022.1745
496,2073,5039.066999999998
496,2074,5055.427999999997
496,2075,5071.311000000001
496,2076,5086.672499999999
496,2077,5101.3095
496,2078,5115.1925
496,2079,5128.2660000000005
496,2080,5140.606
496,2081,5152.2785
496,2082,5163.062
496,2083,5173.116499999998
496,2084,5182.6770000000015
496,2085,5191.632
496,2086,5200.010000000001
496,2087,5207.9495000000015
496,2088,5215.442
496,2089,5222.364
496,2090,5228.767500000001
496,2091,5234.630499999999
496,2092,5239.921500000001
496,2093,5244.603500000003
496,2094,5248.615000000002
496,2095,5252.0599999999995
496,2096,5254.833999999999
496,2097,5256.8225
496,2098,5257.8949999999995
496,2099,5258.060999999999
496,2100,5257.218499999999
