Code,Year,Population
208,1950,4267.6939999999995
208,1951,4299.579000000001
208,1952,4330.7565
208,1953,4362.483
208,1954,4394.320000000001
208,1955,4426.508000000002
208,1956,4459.558500000001
208,1957,4491.0505
208,1958,4521.329
208,1959,4551.440499999998
208,1960,4581.726999999999
208,1961,4613.434000000001
208,1962,4645.9945
208,1963,4680.811999999998
208,1964,4718.016500000003
208,1965,4756.3375
208,1966,4796.403
208,1967,4834.7305
208,1968,4867.733999999998
208,1969,4896.157
208,1970,4922.963500000001
208,1971,4951.486500000002
208,1972,4981.077500000001
208,1973,5008.581
208,1974,5033.572499999998
208,1975,5058.202500000001
208,1976,5078.773
208,1977,5094.598500000001
208,1978,5108.9299999999985
208,1979,5119.4185
208,1980,5125.392499999998
208,1981,5126.980999999998
208,1982,5126.397999999999
208,1983,5124.3314999999975
208,1984,5121.313999999999
208,1985,5119.452000000001
208,1986,5119.369
208,1987,5121.509499999998
208,1988,5126.107000000002
208,1989,5133.929999999999
208,1990,5144.6235000000015
208,1991,5158.325000000001
208,1992,5175.469000000002
208,1993,5193.775499999999
208,1994,5213.799499999999
208,1995,5235.196499999999
208,1996,5256.0075
208,1997,5277.3814999999995
208,1998,5298.992
208,1999,5319.854
208,2000,5340.654999999998
208,2001,5360.7485
208,2002,5378.696999999999
208,2003,5396.355
208,2004,5415.585999999999
208,2005,5436.3125
208,2006,5457.864500000001
208,2007,5479.722000000001
208,2008,5502.751000000002
208,2009,5526.451999999999
208,2010,5550.848500000001
208,2011,5576.016000000001
208,2012,5600.9595
208,2013,5625.384500000001
208,2014,5650.652499999998
208,2015,5677.796000000001
208,2016,5706.857
208,2017,5737.284500000002
208,2018,5766.686000000001
208,2019,5795.878
208,2020,5825.6410000000005
208,2021,5854.2405
208,2022,5882.2615
208,2023,5910.913000000001
208,2024,5939.6955
208,2025,5968.466500000002
208,2026,5996.995499999999
208,2027,6024.987999999999
208,2028,6052.267
208,2029,6078.8015
208,2030,6104.4735
208,2031,6129.146500000002
208,2032,6152.709000000001
208,2033,6175.218499999999
208,2034,6196.753000000001
208,2035,6217.2435000000005
208,2036,6236.8185
208,2037,6255.494999999999
208,2038,6273.360500000001
208,2039,6290.5729999999985
208,2040,6307.04
208,2041,6322.8925
208,2042,6338.111500000001
208,2043,6352.692500000002
208,2044,6366.856500000002
208,2045,6380.629999999997
208,2046,6394.058499999999
208,2047,6407.170499999999
208,2048,6419.976
208,2049,6432.604500000001
208,2050,6445.1095000000005
208,2051,6457.626
208,2052,6470.277
208,2053,6483.151000000001
208,2054,6496.232
208,2055,6509.4715
208,2056,6522.896000000002
208,2057,6536.5295
208,2058,6550.269
208,2059,6564.273500000002
208,2060,6578.6179999999995
208,2061,6593.3234999999995
208,2062,6608.55
208,2063,6624.096500000001
208,2064,6639.854
208,2065,6655.776999999999
208,2066,6671.831
208,2067,6688.088999999998
208,2068,6704.4749999999985
208,2069,6720.955500000001
208,2070,6737.479000000002
208,2071,6753.786500000002
208,2072,6769.8475
208,2073,6785.672999999999
208,2074,6801.294000000001
208,2075,6816.653499999999
208,2076,6831.615499999997
208,2077,6846.047
208,2078,6860.031499999998
208,2079,6873.516999999999
208,2080,6886.319000000001
208,2081,6898.581499999998
208,2082,6910.299
208,2083,6921.344999999999
208,2084,6931.897499999998
208,2085,6942.097000000002
208,2086,6951.921000000001
208,2087,6961.455499999999
208,2088,6970.8009999999995
208,2089,6980.168999999999
208,2090,6989.549499999998
208,2091,6998.8985
208,2092,7008.43
208,2093,7018.190500000001
208,2094,7028.1765
208,2095,7038.406
208,2096,7048.9265
208,2097,7059.769499999999
208,2098,7070.8279999999995
208,2099,7082.1175
208,2100,7093.770000000002
