Code,Year,Population
554,1950,1911.6080000000004
554,1951,1952.1239999999998
554,1952,1998.948
554,1953,2048.9644999999996
554,1954,2096.332
554,1955,2140.9754999999996
554,1956,2186.348000000001
554,1957,2235.3210000000004
554,1958,2286.5589999999997
554,1959,2335.0095
554,1960,2381.1890000000003
554,1961,2431.6164999999996
554,1962,2486.3104999999996
554,1963,2540.0259999999994
554,1964,2590.648
554,1965,2638.315999999999
554,1966,2684.3560000000007
554,1967,2725.1975
554,1968,2756.4195
554,1969,2786.352500000001
554,1970,2824.0605000000005
554,1971,2868.8855000000003
554,1972,2920.878
554,1973,2980.6379999999995
554,1974,3042.8120000000004
554,1975,3095.4279999999994
554,1976,3127.8119999999994
554,1977,3141.1740000000004
554,1978,3143.299499999999
554,1979,3142.5395000000003
554,1980,3147.1674999999996
554,1981,3160.6224999999995
554,1982,3185.7210000000005
554,1983,3219.827
554,1984,3250.3394999999996
554,1985,3268.3554999999997
554,1986,3281.670999999999
554,1987,3299.4505
554,1988,3316.0020000000004
554,1989,3333.7550000000015
554,1990,3397.388499999999
554,1991,3481.5989999999993
554,1992,3532.5625
554,1993,3573.7420000000006
554,1994,3620.890500000001
554,1995,3673.8930000000005
554,1996,3728.4574999999995
554,1997,3775.8520000000008
554,1998,3810.0440000000012
554,1999,3833.4935
554,2000,3855.266
554,2001,3889.5784999999996
554,2002,3948.5835000000006
554,2003,4019.9410000000003
554,2004,4081.408499999999
554,2005,4132.780999999999
554,2006,4179.978
554,2007,4221.494
554,2008,4260.2385
554,2009,4302.8865
554,2010,4346.3385
554,2011,4381.269000000002
554,2012,4410.2845
554,2013,4450.643999999999
554,2014,4514.194999999999
554,2015,4590.589999999999
554,2016,4668.081000000001
554,2017,4746.251499999999
554,2018,4838.526000000002
554,2019,4959.034
554,2020,5061.133500000001
554,2021,5129.727500000001
554,2022,5185.2885
554,2023,5228.099499999999
554,2024,5269.938500000001
554,2025,5310.695000000001
554,2026,5350.4105
554,2027,5388.806
554,2028,5425.7620000000015
554,2029,5461.3735
554,2030,5495.669999999999
554,2031,5528.743500000001
554,2032,5560.491
554,2033,5590.8665
554,2034,5619.8995
554,2035,5647.638000000002
554,2036,5674.271499999999
554,2037,5699.821499999998
554,2038,5724.318999999999
554,2039,5747.9275
554,2040,5770.708500000001
554,2041,5792.643499999997
554,2042,5813.704000000001
554,2043,5833.849499999998
554,2044,5853.0549999999985
554,2045,5871.298
554,2046,5888.567499999998
554,2047,5904.945499999999
554,2048,5920.3835
554,2049,5934.988499999999
554,2050,5949.0015
554,2051,5962.273
554,2052,5974.8615
554,2053,5987.004000000001
554,2054,5998.6515
554,2055,6009.763499999999
554,2056,6020.399999999997
554,2057,6030.615999999999
554,2058,6040.359500000001
554,2059,6049.561
554,2060,6058.347499999999
554,2061,6066.821
554,2062,6074.974000000002
554,2063,6082.706
554,2064,6089.987499999998
554,2065,6096.900000000001
554,2066,6103.4344999999985
554,2067,6109.432500000002
554,2068,6114.969000000002
554,2069,6120.190499999999
554,2070,6124.9259999999995
554,2071,6129.131999999999
554,2072,6132.753500000001
554,2073,6135.819499999999
554,2074,6138.308500000002
554,2075,6140.249
554,2076,6141.696000000002
554,2077,6142.4860000000035
554,2078,6142.788
554,2079,6142.663
554,2080,6141.929999999999
554,2081,6140.714999999999
554,2082,6139.0895
554,2083,6137.094999999999
554,2084,6134.7585
554,2085,6131.972000000002
554,2086,6128.749
554,2087,6125.258500000002
554,2088,6121.686999999999
554,2089,6117.844499999999
554,2090,6113.774000000001
554,2091,6109.601500000002
554,2092,6105.277500000002
554,2093,6100.933000000001
554,2094,6096.5675
554,2095,6092.149999999998
554,2096,6087.6655
554,2097,6083.0395
554,2098,6078.3955
554,2099,6073.8325
554,2100,6069.340999999999
