Code,Year,Population
430,1950,915.8940000000003
430,1951,933.3340000000002
430,1952,951.8824999999999
430,1953,971.3605
430,1954,991.9489999999998
430,1955,1013.7904999999998
430,1956,1036.7010000000005
430,1957,1060.6045000000001
430,1958,1084.9465
430,1959,1110.2149999999997
430,1960,1137.026
430,1961,1165.0044999999998
430,1962,1194.0849999999996
430,1963,1224.1695
430,1964,1255.1974999999998
430,1965,1287.3155
430,1966,1320.3150000000003
430,1967,1354.2875000000004
430,1968,1389.4525000000003
430,1969,1425.8790000000001
430,1970,1463.5635000000002
430,1971,1501.6579999999992
430,1972,1540.9950000000001
430,1973,1582.6969999999997
430,1974,1626.2829999999997
430,1975,1671.6325000000004
430,1976,1718.4815
430,1977,1768.092
430,1978,1820.8615000000004
430,1979,1875.5665000000004
430,1980,1932.1690000000003
430,1981,1989.69
430,1982,2047.6025000000004
430,1983,2109.1505
430,1984,2174.1939999999995
430,1985,2239.7235000000005
430,1986,2305.86
430,1987,2372.4489999999987
430,1988,2439.639
430,1989,2507.5999999999995
430,1990,2209.7305
430,1991,1939.2355000000002
430,1992,2052.6254999999996
430,1993,2132.770499999999
430,1994,2125.1974999999998
430,1995,2142.4220000000005
430,1996,2203.9665000000005
430,1997,2383.2999999999997
430,1998,2639.2244999999984
430,1999,2789.7429999999995
430,2000,2895.2239999999997
430,2001,2981.6484999999993
430,2002,3060.5995000000003
430,2003,3085.1724999999988
430,2004,3122.446500000001
430,2005,3266.3179999999993
430,2006,3455.3970000000004
430,2007,3632.740500000001
430,2008,3783.8875000000003
430,2009,3905.0655000000006
430,2010,4019.955999999999
430,2011,4181.149500000002
430,2012,4331.740500000001
430,2013,4427.312500000002
430,2014,4519.398000000003
430,2015,4612.329
430,2016,4706.097499999999
430,2017,4796.630999999999
430,2018,4889.391000000001
430,2019,4985.289
430,2020,5087.5845
430,2021,5193.415499999999
430,2022,5302.681
430,2023,5418.3764999999985
430,2024,5536.9485
430,2025,5657.2285
430,2026,5779.303000000002
430,2027,5902.857499999999
430,2028,6028.035999999998
430,2029,6154.5165
430,2030,6282.0745
430,2031,6410.626500000001
430,2032,6539.863000000004
430,2033,6670.119999999999
430,2034,6800.915499999999
430,2035,6932.308499999999
430,2036,7064.344999999999
430,2037,7196.804499999998
430,2038,7329.592999999999
430,2039,7462.143000000002
430,2040,7594.349500000002
430,2041,7726.261499999999
430,2042,7857.657000000002
430,2043,7988.702500000003
430,2044,8119.670500000001
430,2045,8249.921999999999
430,2046,8379.107
430,2047,8507.778500000004
430,2048,8635.984000000004
430,2049,8763.579500000002
430,2050,8890.700000000004
430,2051,9016.679999999998
430,2052,9141.552000000001
430,2053,9265.806999999999
430,2054,9389.2625
430,2055,9512.104000000003
430,2056,9633.8595
430,2057,9754.0615
430,2058,9873.414500000003
430,2059,9991.285500000002
430,2060,10107.693500000003
430,2061,10223.411999999997
430,2062,10337.5155
430,2063,10449.841
430,2064,10560.646000000006
430,2065,10670.493499999999
430,2066,10778.920000000002
430,2067,10885.645000000002
430,2068,10991.351000000002
430,2069,11095.5035
430,2070,11197.486
430,2071,11297.761999999999
430,2072,11396.337
430,2073,11492.835999999998
430,2074,11587.135
430,2075,11679.13
430,2076,11768.604500000003
430,2077,11855.598999999998
430,2078,11940.196500000002
430,2079,12022.245
430,2080,12102.636000000002
430,2081,12181.0275
430,2082,12256.446499999998
430,2083,12329.157499999998
430,2084,12399.467499999999
430,2085,12467.052000000003
430,2086,12532.153000000002
430,2087,12594.959499999999
430,2088,12655.564000000004
430,2089,12714.057999999999
430,2090,12769.796500000002
430,2091,12823.1255
430,2092,12875.146
430,2093,12925.584499999999
430,2094,12974.0125
430,2095,13020.415500000001
430,2096,13064.651000000005
430,2097,13107.256
430,2098,13148.577500000003
430,2099,13188.191000000003
430,2100,13226.139999999996
