Code,Year,Population
348,1950,9337.714
348,1951,9423.044000000002
348,1952,9503.8335
348,1953,9594.223000000005
348,1954,9704.519999999997
348,1955,9823.330999999996
348,1956,9854.128999999999
348,1957,9837.654500000002
348,1958,9879.817999999997
348,1959,9936.018
348,1960,9982.609499999997
348,1961,10025.8475
348,1962,10057.457999999999
348,1963,10083.327000000001
348,1964,10114.173500000003
348,1965,10140.853500000001
348,1966,10170.084500000003
348,1967,10206.826500000001
348,1968,10244.338000000002
348,1969,10281.120999999997
348,1970,10315.366000000002
348,1971,10345.364499999996
348,1972,10376.617000000004
348,1973,10410.508500000002
348,1974,10457.947
348,1975,10520.236500000003
348,1976,10578.5085
348,1977,10627.916000000003
348,1978,10664.861999999996
348,1979,10692.7145
348,1980,10698.678999999998
348,1981,10680.620000000004
348,1982,10655.624500000004
348,1983,10620.934000000003
348,1984,10580.906499999996
348,1985,10542.754500000001
348,1986,10505.772
348,1987,10469.1925
348,1988,10434.265500000003
348,1989,10397.1725
348,1990,10375.989500000003
348,1991,10374.747
348,1992,10370.060500000003
348,1993,10357.420500000004
348,1994,10342.434
348,1995,10327.169500000004
348,1996,10308.2675
348,1997,10286.220000000001
348,1998,10260.966499999997
348,1999,10230.256000000001
348,2000,10202.055
348,2001,10177.954999999996
348,2002,10148.401499999996
348,2003,10118.062000000002
348,2004,10094.492500000002
348,2005,10073.5255
348,2006,10057.0625
348,2007,10041.1715
348,2008,10023.510000000004
348,2009,10008.579500000002
348,2010,9986.825000000003
348,2011,9953.244499999997
348,2012,9922.127
348,2013,9894.639500000003
348,2014,9867.901
348,2015,9844.246
348,2016,9815.1045
348,2017,9788.940999999999
348,2018,9776.3575
348,2019,9771.795499999998
348,2020,9750.572500000004
348,2021,9709.786
348,2022,9967.307499999999
348,2023,10156.239
348,2024,9994.992500000004
348,2025,9870.869999999999
348,2026,9789.542499999996
348,2027,9741.315500000002
348,2028,9706.441500000003
348,2029,9675.328000000001
348,2030,9642.911499999998
348,2031,9609.0815
348,2032,9573.742
348,2033,9536.799499999997
348,2034,9498.2455
348,2035,9458.2985
348,2036,9417.257500000003
348,2037,9375.191
348,2038,9332.3925
348,2039,9289.117
348,2040,9245.460000000001
348,2041,9201.661000000002
348,2042,9157.724
348,2043,9113.777999999998
348,2044,9070.048500000003
348,2045,9026.702999999998
348,2046,8983.697999999999
348,2047,8941.181499999997
348,2048,8899.388999999997
348,2049,8858.141999999998
348,2050,8817.395499999999
348,2051,8777.046499999997
348,2052,8737.265
348,2053,8697.965
348,2054,8658.792000000003
348,2055,8619.464
348,2056,8579.928000000004
348,2057,8540.098499999998
348,2058,8499.632499999998
348,2059,8458.457999999997
348,2060,8416.5
348,2061,8373.7765
348,2062,8330.146499999999
348,2063,8285.679999999998
348,2064,8240.474500000002
348,2065,8194.455000000002
348,2066,8147.948999999999
348,2067,8101.296500000002
348,2068,8054.634499999998
348,2069,8008.162
348,2070,7962.169
348,2071,7916.5395
348,2072,7871.371500000001
348,2073,7826.885000000001
348,2074,7783.238
348,2075,7740.662
348,2076,7699.027999999999
348,2077,7658.406
348,2078,7618.770500000002
348,2079,7580.028000000002
348,2080,7542.098499999999
348,2081,7504.902500000001
348,2082,7468.381999999999
348,2083,7432.501
348,2084,7397.306
348,2085,7362.884999999998
348,2086,7329.216999999999
348,2087,7296.1285
348,2088,7263.754
348,2089,7232.2105
348,2090,7201.487499999999
348,2091,7171.583
348,2092,7142.411
348,2093,7113.867999999998
348,2094,7085.9980000000005
348,2095,7058.751499999999
348,2096,7032.0765
348,2097,7005.912499999999
348,2098,6980.265
348,2099,6954.9495000000015
348,2100,6929.83
