fonte,entities,years,values
Hydropower,353242,2012,111.14
Hydropower,353242,2013,116.39
Hydropower,353242,2014,121.68
Hydropower,353242,2015,119.33
Hydropower,353242,2016,118.52
Hydropower,353242,2017,125.04
Hydropower,353242,2018,132.92
Hydropower,353242,2019,135.51
Hydropower,353242,2020,142.22
Hydropower,353242,2021,145.22
Hydropower,353242,2022,163.01
Hydropower,16,1990,2.85
Hydropower,16,1991,3.52
Hydropower,16,1992,3.23
Hydropower,16,1993,3.31
Hydropower,16,1994,3.77
Hydropower,16,1995,4.2
Hydropower,16,1996,5.73
Hydropower,16,1997,5.03
Hydropower,16,1998,4.92
Hydropower,16,1999,5.28
Hydropower,16,2000,4.55
Hydropower,16,2001,3.52
Hydropower,16,2002,3.48
Hydropower,16,2003,5.12
Hydropower,16,2004,5.41
Hydropower,16,2005,5.32
Hydropower,16,2006,4.95
Hydropower,16,2007,2.76
Hydropower,16,2008,3.76
Hydropower,16,2009,5.2
Hydropower,16,2010,7.49
Hydropower,16,2011,4.09
Hydropower,16,2012,4.68
Hydropower,16,2013,6.89
Hydropower,16,2014,4.68
Hydropower,16,2015,5.84
Hydropower,16,2016,7.7
Hydropower,16,2017,4.48
Hydropower,16,2018,8.47
Hydropower,16,2019,5.15
Hydropower,16,2020,5.28
Hydropower,16,2021,8.89
Hydropower,17,1965,0.4
Hydropower,17,1966,0.355
Hydropower,17,1967,0.41
Hydropower,17,1968,0.563
Hydropower,17,1969,0.361
Hydropower,17,1970,0.58
Hydropower,17,1971,0.33
Hydropower,17,1972,0.495
Hydropower,17,1973,0.752
Hydropower,17,1974,0.497
Hydropower,17,1975,0.328
Hydropower,17,1976,0.389
Hydropower,17,1977,0.269
Hydropower,17,1978,0.25
Hydropower,17,1979,0.291
Hydropower,17,1980,0.257
Hydropower,17,1981,0.366
Hydropower,17,1982,0.479
Hydropower,17,1983,0.235
Hydropower,17,1984,0.452
Hydropower,17,1985,0.646
Hydropower,17,1986,0.25
Hydropower,17,1987,0.499
Hydropower,17,1988,0.183
Hydropower,17,1989,0.226
Hydropower,17,1990,0.135
Hydropower,17,1991,0.293
Hydropower,17,1992,0.199
Hydropower,17,1993,0.353
Hydropower,17,1994,0.166
Hydropower,17,1995,0.193
Hydropower,17,1996,0.135
Hydropower,17,1997,0.075
Hydropower,17,1998,0.215
Hydropower,17,1999,0.203
Hydropower,17,2000,0.05
Hydropower,17,2001,0.07
Hydropower,17,2002,0.06
Hydropower,17,2003,0.26
Hydropower,17,2004,0.25
Hydropower,17,2005,0.55
Hydropower,17,2006,0.22
Hydropower,17,2007,0.22
Hydropower,17,2008,0.28
Hydropower,17,2009,0.3
Hydropower,17,2010,0.17
Hydropower,17,2011,0.5
Hydropower,17,2012,0.62
Hydropower,17,2013,0.33
Hydropower,17,2014,0.25
Hydropower,17,2015,0.14
Hydropower,17,2016,0.22
Hydropower,17,2017,0.06
Hydropower,17,2018,0.12
Hydropower,17,2019,0.15
Hydropower,17,2020,0.05
Hydropower,17,2021,0.09
Hydropower,17,2022,0.07678
Hydropower,246,2000,0.0
Hydropower,246,2001,0.0
Hydropower,246,2002,0.0
Hydropower,246,2003,0.0
Hydropower,246,2004,0.0
Hydropower,246,2005,0.0
Hydropower,246,2006,0.0
Hydropower,246,2007,0.0
Hydropower,246,2008,0.0
Hydropower,246,2009,0.0
Hydropower,246,2010,0.0
Hydropower,246,2011,0.0
Hydropower,246,2012,0.0
Hydropower,246,2013,0.0
Hydropower,246,2014,0.0
Hydropower,246,2015,0.0
Hydropower,246,2016,0.0
Hydropower,246,2017,0.0
Hydropower,246,2018,0.0
Hydropower,246,2019,0.0
Hydropower,246,2020,0.0
Hydropower,246,2021,0.0
Hydropower,19,2000,0.9
Hydropower,19,2001,1.01
Hydropower,19,2002,1.13
Hydropower,19,2003,1.23
Hydropower,19,2004,1.73
Hydropower,19,2005,2.2
Hydropower,19,2006,2.64
Hydropower,19,2007,2.47
Hydropower,19,2008,3.1
Hydropower,19,2009,3.06
Hydropower,19,2010,3.67
Hydropower,19,2011,3.97
Hydropower,19,2012,3.73
Hydropower,19,2013,4.72
Hydropower,19,2014,4.99
Hydropower,19,2015,5.04
Hydropower,19,2016,5.76
Hydropower,19,2017,7.58
Hydropower,19,2018,9.79
Hydropower,19,2019,10.87
Hydropower,19,2020,11.95
Hydropower,19,2021,11.5
Hydropower,20,2000,0.0
Hydropower,20,2001,0.0
Hydropower,20,2002,0.0
Hydropower,20,2003,0.0
Hydropower,20,2004,0.0
Hydropower,20,2005,0.0
Hydropower,20,2006,0.0
Hydropower,20,2007,0.0
Hydropower,20,2008,0.0
Hydropower,20,2009,0.0
Hydropower,20,2010,0.0
Hydropower,20,2011,0.0
Hydropower,20,2012,0.0
Hydropower,20,2013,0.0
Hydropower,20,2014,0.0
Hydropower,20,2015,0.0
Hydropower,20,2016,0.0
Hydropower,20,2017,0.0
Hydropower,20,2018,0.0
Hydropower,20,2019,0.0
Hydropower,20,2020,0.0
Hydropower,20,2021,0.0
Hydropower,21,1965,1.2251163
Hydropower,21,1966,1.2409302
Hydropower,21,1967,1.2706977
Hydropower,21,1968,1.4976745
Hydropower,21,1969,1.3432558
Hydropower,21,1970,1.5571272
Hydropower,21,1971,1.5461483
Hydropower,21,1972,1.5026463
Hydropower,21,1973,2.9974296
Hydropower,21,1974,4.994663
Hydropower,21,1975,5.1947746
Hydropower,21,1976,5.014902
Hydropower,21,1977,5.7667804
Hydropower,21,1978,7.7466183
Hydropower,21,1979,10.656913
Hydropower,21,1980,15.140881
Hydropower,21,1981,14.684794
Hydropower,21,1982,17.592196
Hydropower,21,1983,18.41851
Hydropower,21,1984,19.877867
Hydropower,21,1985,20.653124
Hydropower,21,1986,21.030247
Hydropower,21,1987,21.912518
Hydropower,21,1988,15.259144
Hydropower,21,1989,13.187393
Hydropower,21,1990,17.713175
Hydropower,21,1991,15.869253
Hydropower,21,1992,19.16509
Hydropower,21,1993,23.768307
Hydropower,21,1994,27.286676
Hydropower,21,1995,26.503681
Hydropower,21,1996,22.471685
Hydropower,21,1997,27.924665
Hydropower,21,1998,26.475504
Hydropower,21,1999,21.396791
Hydropower,21,2000,28.49
Hydropower,21,2001,36.65
Hydropower,21,2002,35.49
Hydropower,21,2003,33.47
Hydropower,21,2004,30.14
Hydropower,21,2005,33.66
Hydropower,21,2006,37.57
Hydropower,21,2007,30.06
Hydropower,21,2008,30.11
Hydropower,21,2009,33.53
Hydropower,21,2010,33.02
Hydropower,21,2011,31.03
Hydropower,21,2012,28.71
Hydropower,21,2013,32.51
Hydropower,21,2014,32.33
Hydropower,21,2015,31.94
Hydropower,21,2016,29.4
Hydropower,21,2017,31.46
Hydropower,21,2018,31.96
Hydropower,21,2019,27.33
Hydropower,21,2020,24.26
Hydropower,21,2021,20.19
Hydropower,21,2022,26.15
Hydropower,22,2000,1.25
Hydropower,22,2001,0.96
Hydropower,22,2002,1.64
Hydropower,22,2003,1.96
Hydropower,22,2004,1.98
Hydropower,22,2005,1.75
Hydropower,22,2006,1.81
Hydropower,22,2007,1.83
Hydropower,22,2008,1.78
Hydropower,22,2009,2.0
Hydropower,22,2010,2.53
Hydropower,22,2011,2.46
Hydropower,22,2012,2.3
Hydropower,22,2013,2.15
Hydropower,22,2014,1.97
Hydropower,22,2015,2.18
Hydropower,22,2016,2.33
Hydropower,22,2017,2.25
Hydropower,22,2018,2.29
Hydropower,22,2019,2.35
Hydropower,22,2020,1.78
Hydropower,22,2021,2.2
Hydropower,219,2000,0.0
Hydropower,219,2001,0.0
Hydropower,219,2002,0.0
Hydropower,219,2003,0.0
Hydropower,219,2004,0.0
Hydropower,219,2005,0.0
Hydropower,219,2006,0.0
Hydropower,219,2007,0.0
Hydropower,219,2008,0.0
Hydropower,219,2009,0.0
Hydropower,219,2010,0.0
Hydropower,219,2011,0.0
Hydropower,219,2012,0.0
Hydropower,219,2013,0.0
Hydropower,219,2014,0.0
Hydropower,219,2015,0.0
Hydropower,219,2016,0.0
Hydropower,219,2017,0.0
Hydropower,219,2018,0.0
Hydropower,219,2019,0.0
Hydropower,219,2020,0.0
Hydropower,219,2021,0.0
Hydropower,275,1965,142.90587
Hydropower,275,1966,149.04556
Hydropower,275,1967,139.2507
Hydropower,275,1968,154.78128
Hydropower,275,1969,160.68423
Hydropower,275,1970,164.48134
Hydropower,275,1971,179.92075
Hydropower,275,1972,186.07146
Hydropower,275,1973,172.98293
Hydropower,275,1974,197.01353
Hydropower,275,1975,212.23686
Hydropower,275,1976,218.30035
Hydropower,275,1977,214.44467
Hydropower,275,1978,225.85852
Hydropower,275,1979,244.19711
Hydropower,275,1980,261.64688
Hydropower,275,1981,279.014
Hydropower,275,1982,276.3654
Hydropower,275,1983,289.0298
Hydropower,275,1984,289.70355
Hydropower,275,1985,343.2253
Hydropower,275,1986,345.83762
Hydropower,275,1987,358.31186
Hydropower,275,1988,411.7138
Hydropower,275,1989,421.20538
Hydropower,275,1990,444.1206
Hydropower,275,1991,449.01508
Hydropower,275,1992,452.27505
Hydropower,275,1993,502.67566
Hydropower,275,1994,498.8318
Hydropower,275,1995,538.50226
Hydropower,275,1996,534.9226
Hydropower,275,1997,532.8262
Hydropower,275,1998,564.8095
Hydropower,275,1999,550.17346
Hydropower,275,2000,567.84
Hydropower,275,2001,614.37
Hydropower,275,2002,634.97
Hydropower,275,2003,661.89
Hydropower,275,2004,776.51
Hydropower,275,2005,807.99
Hydropower,275,2006,884.44
Hydropower,275,2007,925.34
Hydropower,275,2008,1058.7301
Hydropower,275,2009,1032.65
Hydropower,275,2010,1181.38
Hydropower,275,2011,1197.11
Hydropower,275,2012,1372.61
Hydropower,275,2013,1460.41
Hydropower,275,2014,1596.9899
Hydropower,275,2015,1666.53
Hydropower,275,2016,1724.79
Hydropower,275,2017,1773.93
Hydropower,275,2018,1820.79
Hydropower,275,2019,1944.54
Hydropower,275,2020,1991.12
Hydropower,275,2021,1940.37
Hydropower,275,2022,1997.4298
Hydropower,353240,2000,528.86
Hydropower,353240,2001,581.87
Hydropower,353240,2002,589.6
Hydropower,353240,2003,612.39
Hydropower,353240,2004,712.69
Hydropower,353240,2005,742.63
Hydropower,353240,2006,810.99
Hydropower,353240,2007,861.76
Hydropower,353240,2008,1011.28
Hydropower,353240,2009,984.23
Hydropower,353240,2010,1111.12
Hydropower,353240,2011,1126.6
Hydropower,353240,2012,1293.61
Hydropower,353240,2013,1377.35
Hydropower,353240,2014,1536.37
Hydropower,353240,2015,1582.66
Hydropower,353240,2016,1637.46
Hydropower,353240,2017,1695.13
Hydropower,353240,2018,1748.1
Hydropower,353240,2019,1815.15
Hydropower,353240,2020,1883.07
Hydropower,353240,2021,1862.9
Hydropower,353240,2022,1928.18
Hydropower,367029,1965,156.08955
Hydropower,367029,1966,162.31183
Hydropower,367029,1967,152.86674
Hydropower,367029,1968,168.24911
Hydropower,367029,1969,174.1638
Hydropower,367029,1970,180.71
Hydropower,367029,1971,199.45708
Hydropower,367029,1972,205.11601
Hydropower,367029,1973,194.01163
Hydropower,367029,1974,217.9046
Hydropower,367029,1975,232.44424
Hydropower,367029,1976,233.25337
Hydropower,367029,1977,227.03831
Hydropower,367029,1978,237.0464
Hydropower,367029,1979,256.98187
Hydropower,367029,1980,273.4472
Hydropower,367029,1981,289.72968
Hydropower,367029,1982,282.66718
Hydropower,367029,1983,299.34137
Hydropower,367029,1984,299.4067
Hydropower,367029,1985,320.04462
Hydropower,367029,1986,328.1591
Hydropower,367029,1987,326.8913
Hydropower,367029,1988,361.78625
Hydropower,367029,1989,388.04352
Hydropower,367029,1990,399.27155
Hydropower,367029,1991,410.52426
Hydropower,367029,1992,401.52466
Hydropower,367029,1993,440.28693
Hydropower,367029,1994,443.2982
Hydropower,367029,1995,483.43442
Hydropower,367029,1996,473.40945
Hydropower,367029,1997,475.89465
Hydropower,367029,1998,506.6743
Hydropower,367029,1999,500.24295
Hydropower,367029,2000,521.65295
Hydropower,367029,2001,570.4633
Hydropower,367029,2002,578.90875
Hydropower,367029,2003,594.3545
Hydropower,367029,2004,699.15247
Hydropower,367029,2005,727.9608
Hydropower,367029,2006,801.6983
Hydropower,367029,2007,852.17444
Hydropower,367029,2008,997.7784
Hydropower,367029,2009,968.0881
Hydropower,367029,2010,1097.6237
Hydropower,367029,2011,1117.7701
Hydropower,367029,2012,1261.9131
Hydropower,367029,2013,1369.8527
Hydropower,367029,2014,1523.4014
Hydropower,367029,2015,1566.8497
Hydropower,367029,2016,1628.6888
Hydropower,367029,2017,1673.8103
Hydropower,367029,2018,1727.1772
Hydropower,367029,2019,1791.1794
Hydropower,367029,2020,1864.6387
Hydropower,367029,2021,1861.7267
Hydropower,367029,2022,1911.4636
Hydropower,23,1965,7.689756
Hydropower,23,1966,7.3450427
Hydropower,23,1967,7.6057873
Hydropower,23,1968,7.9505005
Hydropower,23,1969,8.684121
Hydropower,23,1970,10.170687
Hydropower,23,1971,11.507442
Hydropower,23,1972,11.553314
Hydropower,23,1973,12.285839
Hydropower,23,1974,13.87392
Hydropower,23,1975,14.887801
Hydropower,23,1976,14.153859
Hydropower,23,1977,13.54395
Hydropower,23,1978,14.675349
Hydropower,23,1979,14.246056
Hydropower,23,1980,13.466598
Hydropower,23,1981,13.8663435
Hydropower,23,1982,12.770334
Hydropower,23,1983,12.123648
Hydropower,23,1984,13.125949
Hydropower,23,1985,13.940511
Hydropower,23,1986,14.025799
Hydropower,23,1987,13.613796
Hydropower,23,1988,14.334444
Hydropower,23,1989,14.253669
